"NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY.x","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY","NODC_CODE","BASE_NAME","LENFEST_NAME","WEBSITE_NAME","CRAB_TEAM","ECOPATH_PREY.y","EBS_CRAB","GOA_MED","HUDSON","EGOA","TROY","SSC_2023"
5001600101,NA,1,"Capitella capitata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001600101,"Capitella capitata (polychaete)","Capitellidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001600306,NA,1,"Notomastus latericeus (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001600306,"Notomastus latericeus (polychaete)","Capitellidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630000,92900,1,"Maldanidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630000,"Maldanidae (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630301,NA,1,"Maldane sarsi (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630301,"Maldane sarsi (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630400,NA,1,"Maldanella sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630400,"Maldanella sp. (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630402,NA,1,"Maldanella harai (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630402,"Maldanella harai (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630500,NA,1,"Nicomache sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630500,"Nicomache sp. (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630501,NA,1,"Nicomache lumbricalis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630501,"Nicomache lumbricalis (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630502,NA,1,"Nicomache personata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630502,"Nicomache personata (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630600,NA,1,"Notoproctus sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630600,"Notoproctus sp. (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630801,NA,1,"Axiothella catenata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630801,"Axiothella catenata (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630900,NA,1,"Praxillella sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630900,"Praxillella sp. (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630901,NA,1,"Praxillella gracilis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630901,"Praxillella gracilis (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001630902,NA,1,"Praxillella praetermissa (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001630902,"Praxillella praetermissa (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001631000,NA,1,"Rhodine sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001631000,"Rhodine sp. (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001640000,50100,1,"Oweniidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001640000,"Oweniidae (polychaete)","Oweniidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001640200,NA,1,"Myriochele sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001640200,"Myriochele sp. (polychaete)","Oweniidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
5001650000,NA,1,"Sabellariidae",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001650000,"Sabellariidae","Sabellariidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
6154050800,NA,1,"Oxyurostylis sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6154050800,"Oxyurostylis sp. (cumacean)","Cumacea","Cumacea","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6154080100,NA,1,"Cumella sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6154080100,"Cumella sp. (cumacean)","Cumacea","Cumacea","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6154090000,NA,1,"Bodotriidae (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6154090000,"Bodotriidae (cumacean)","Cumacea","Cumacea","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6154090200,NA,1,"Cyclaspis sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6154090200,"Cyclaspis sp. (cumacean)","Cumacea","Cumacea","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6154090300,NA,1,"Leptocuma sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6154090300,"Leptocuma sp. (cumacean)","Cumacea","Cumacea","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6.155e+09,NA,1,"Tanaidacea (peracaridan)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6.155e+09,"Tanaidacea (peracaridan)","Tanaidacea","Misc Crustacea","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6.158e+09,62000,1,"Isopoda (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6.158e+09,"Isopoda (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6159010100,NA,1,"Gnathia sp. (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6159010100,"Gnathia sp. (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6.16e+09,NA,1,"Anthuridea (Isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6.16e+09,"Anthuridea (Isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6.161e+09,NA,1,"Flabellifera (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6.161e+09,"Flabellifera (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6161020300,62015,1,"Gnorimosphaeroma sp. (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6161020300,"Gnorimosphaeroma sp. (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6161020601,NA,1,"Ancinus depressus (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6161020601,"Ancinus depressus (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6161070203,NA,1,"Rocinela augustata (Sea cockroach)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6161070203,"Rocinela augustata (Sea cockroach)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6.162e+09,NA,1,"Valvifera (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6.162e+09,"Valvifera (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6162010000,62001,1,"Arcturidae (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6162010000,"Arcturidae (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6162010200,62005,1,"Arcturus sp.",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6162010200,"Arcturus sp.","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6162010202,62003,1,"Arcturus longispinus (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6162010202,"Arcturus longispinus (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6162020000,62012,1,"Idoteidae (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6162020000,"Idoteidae (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6162020200,NA,1,"Synidotea sp. (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6162020200,"Synidotea sp. (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6162020303,NA,1,"Synidotea fewkosi (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6162020303,"Synidotea fewkosi (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6.163e+09,NA,1,"Asellota (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6.163e+09,"Asellota (isopod)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6163060800,NA,1,"Caecijaera sp. (isopoda)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6163060800,"Caecijaera sp. (isopoda)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6.164e+09,NA,1,"Microcerberidea",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6.164e+09,"Microcerberidea","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6.167e+09,NA,1,"Phreatoicidea (Isopod suborder)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6.167e+09,"Phreatoicidea (Isopod suborder)","Isopoda","Isopoda","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
6.168e+09,60100,1,"Amphipoda (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6.168e+09,"Amphipoda (amphipod)","General_Amphipod","Misc Amphipoda","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6168150000,NA,1,"Corophiidea (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6168150000,"Corophiidea (amphipod)","Corophiidea","Misc Amphipoda","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6.169e+09,NA,1,"Gammaridea (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6.169e+09,"Gammaridea (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169000099,NA,1,"Type a gammarid amphipod ( *** temp. num ***)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169000099,"Type a gammarid amphipod ( *** temp. num ***)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169010000,NA,1,"Acanthonotozomatidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169010000,"Acanthonotozomatidae (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169020000,NA,1,"Ampeliscidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169020000,"Ampeliscidae (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169020100,60102,1,"Ampelisca sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169020100,"Ampelisca sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169020101,60150,1,"Ampelisca macrocephala (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169020101,"Ampelisca macrocephala (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169020200,NA,1,"Byblis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169020200,"Byblis sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169020201,NA,1,"Byblis crassicornis (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169020201,"Byblis crassicornis (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169020202,NA,1,"Byblis gaimardi (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169020202,"Byblis gaimardi (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169020207,NA,1,"Byblis longicornis (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169020207,"Byblis longicornis (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169020208,NA,1,"Byblis abyssi (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169020208,"Byblis abyssi (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169020209,NA,1,"Byblis erythrops (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169020209,"Byblis erythrops (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169090105,NA,1,"Atylus collingi (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169090105,"Atylus collingi (amphipod)","Gammaridea",NA,"Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169150000,NA,1,"Corophiidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169150000,"Corophiidae (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169150300,NA,1,"Ericthonius sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169150300,"Ericthonius sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169150500,NA,1,"Neohela sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169150500,"Neohela sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169200000,NA,1,"Eusiridae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169200000,"Eusiridae (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169200300,NA,1,"Cleonardopsis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169200300,"Cleonardopsis sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169200500,NA,1,"Eusirella sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169200500,"Eusirella sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169200501,NA,1,"Eusiriella multicalcaeola (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169200501,"Eusiriella multicalcaeola (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169201200,NA,1,"Pontogeneia sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169201200,"Pontogeneia sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169201300,60111,1,"Rhachotropis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169201300,"Rhachotropis sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169201307,60112,1,"Rhachotropis oculata (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169201307,"Rhachotropis oculata (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169210000,60110,1,"Gammaridae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169210000,"Gammaridae (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169210800,NA,1,"Maera sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169210800,"Maera sp. (amphipod)","Gammaridea",NA,"Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169210802,NA,1,"Maera loveni (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169210802,"Maera loveni (amphipod)","Gammaridea",NA,"Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169211000,60132,1,"Melita sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169211000,"Melita sp. (amphipod)","Gammaridea",NA,"Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169211401,NA,1,"Weyprechtia heugleni (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169211401,"Weyprechtia heugleni (amphipod)","Gammaridea",NA,"Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169220000,NA,1,"Haustoriidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169220000,"Haustoriidae (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169220102,NA,1,"Eohaustorius eous (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169220102,"Eohaustorius eous (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169220200,NA,1,"Pontoporeia sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169220200,"Pontoporeia sp. (amphipod)","Gammaridea",NA,"Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169260000,NA,1,"Isaeidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169260000,"Isaeidae (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169260200,NA,1,"Photis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169260200,"Photis sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169260300,NA,1,"Protomedeia sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169260300,"Protomedeia sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169260303,NA,1,"Protomedeia grandimana (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169260303,"Protomedeia grandimana (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169260400,NA,1,"Gammaropsis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169260400,"Gammaropsis sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169260404,NA,1,"Gammaropsis nitida (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169260404,"Gammaropsis nitida (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169260500,NA,1,"Podoceropsis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169260500,"Podoceropsis sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6169260501,NA,1,"Podoceropsis nitida (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169260501,"Podoceropsis nitida (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
6188030106,68040,1,"Cancer oregonensis (pygmy Cancer crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6188030106,"Cancer oregonensis (pygmy Cancer crab)","Cancridae","Cancridea","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
