"SPECIES_CODE","KINGDOM_TAXON","SUBKINGDOM_TAXON","PHYLUM_TAXON","SUBPHYLUM_TAXON","SUPERCLASS_TAXON","CLASS_TAXON","SUBCLASS_TAXON","INFRACLASS_TAXON","DIVISION_TAXON","SUBDIVISION_TAXON","SUPERORDER_TAXON","ORDER_TAXON","SUBORDER_TAXON","INFRAORDER_TAXON","SUPERFAMILY_TAXON","FAMILY_TAXON","SUBFAMILY_TAXON","TRIBE_TAXON","SUBTRIBE_TAXON","GENUS_TAXON","SUBGENUS_TAXON","SECTION_TAXON","SUBSECTION_TAXON","SPECIES_TAXON","SUBSPECIES_TAXON","REPORT_NAME_SCIENTIFIC"
72513,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Calliostomatidae",NA,NA,NA,"Calliostoma",NA,NA,NA,"titanium",NA,"Calliostoma titanium"
72514,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Calliostomatidae",NA,NA,NA,"Calliostoma",NA,NA,NA,"variegatum",NA,"Calliostoma variegatum"
72515,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Tegula",NA,NA,NA,"pulligo",NA,"Tegula pulligo"
72516,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Calliostomatidae",NA,NA,NA,"Calliostoma",NA,NA,NA,"canaliculatum",NA,"Calliostoma canaliculatum"
72520,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Bathybembix",NA,NA,NA,"bairdii",NA,"Bathybembix bairdii"
72521,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Calliotropis",NA,NA,NA,"carlotta",NA,"Calliotropis carlotta"
72525,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Cidarina",NA,NA,NA,"cidaris",NA,"Cidarina cidaris"
72527,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Littorinidae",NA,NA,NA,"Lacuna",NA,NA,NA,"crassior",NA,"Lacuna crassior"
72531,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Margarites",NA,NA,NA,NA,NA,"Margarites sp."
72532,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Margarites",NA,NA,NA,"pupillus",NA,"Margarites pupillus"
72533,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Margarites",NA,NA,NA,"giganteus",NA,"Margarites giganteus"
72534,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Margarites",NA,NA,NA,"argentatus",NA,"Margarites argentatus"
72535,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Margarites",NA,NA,NA,"costalis",NA,"Margarites costalis"
72536,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Margarites",NA,NA,NA,"sp. A (Clark and McLean)",NA,"Margarites sp. A (Clark and McLean)"
72537,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Margarites",NA,NA,NA,"sp. B (Clark and McLean)",NA,"Margarites sp. B (Clark and McLean)"
72538,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Margarites",NA,NA,NA,"sp. C (Clark and McLean)",NA,"Margarites sp. C (Clark and McLean)"
72539,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Margarites",NA,NA,NA,"beringensis",NA,"Margarites beringensis"
72540,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Solariella",NA,NA,NA,NA,NA,"Solariella sp."
72541,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Solariella",NA,NA,NA,"obscura",NA,"Solariella obscura"
72542,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Solariella",NA,NA,NA,"micraulax",NA,"Solariella micraulax"
72543,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Solariella",NA,NA,NA,"varicosa",NA,"Solariella varicosa"
72544,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Solariella",NA,NA,NA,"nuda",NA,"Solariella nuda"
72545,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Solariella",NA,NA,NA,"peramabilis",NA,"Solariella peramabilis"
72546,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Trochidae",NA,NA,NA,"Solariella",NA,NA,NA,"sp. A (Clark & McLean)",NA,"Solariella sp. A (Clark & McLean)"
72551,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Calliostomatidae","Calliostomatinae",NA,NA,"Otukaia",NA,NA,NA,"kiheiziebisu",NA,"Otukaia kiheiziebisu"
72554,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Calliostomatidae",NA,NA,NA,"Calliostoma",NA,NA,NA,"ligatum",NA,"Calliostoma ligatum"
72555,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Archaeogastropoda",NA,NA,NA,"Calliostomatidae",NA,NA,NA,"Calliostoma",NA,NA,NA,"annulatum",NA,"Calliostoma annulatum"
72571,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Vetigastropoda",NA,NA,NA,NA,NA,NA,NA,"Seguenzioidea","Seguenziidae",NA,NA,NA,"Oligineria",NA,NA,NA,"conica",NA,"Oligineria conica"
72731,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Columbellidae",NA,NA,NA,"Amphissa",NA,NA,NA,NA,NA,"Amphissa sp."
72735,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buccinidae unid."
72736,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"normale",NA,"Buccinum normale"
72737,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"obsoletum",NA,"Buccinum obsoletum"
72738,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"bulimuloideum",NA,"Buccinum bulimuloideum"
72739,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"picturatum",NA,"Buccinum picturatum"
72740,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,NA,NA,"Buccinum sp."
72741,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"polium",NA,"Buccinum polium"
72742,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"ochotense",NA,"Buccinum ochotense"
72743,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"angulosum",NA,"Buccinum angulosum"
72744,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"fringillum",NA,"Buccinum fringillum"
72745,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"sigmatopleura",NA,"Buccinum sigmatopleura"
72746,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"simulatum",NA,"Buccinum simulatum"
72747,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"oedematum",NA,"Buccinum oedematum"
72748,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"eugrammatum",NA,"Buccinum eugrammatum"
72749,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"viridum",NA,"Buccinum viridum"
72750,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"strigillatum",NA,"Buccinum strigillatum"
72751,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"plectrum",NA,"Buccinum plectrum"
72752,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"scalariforme",NA,"Buccinum scalariforme"
72753,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"aleuticum",NA,"Buccinum aleuticum"
72754,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"cnismatum",NA,"Buccinum cnismatum"
72755,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"polare",NA,"Buccinum polare"
72756,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"solenum",NA,"Buccinum solenum"
72757,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"ciliatum",NA,"Buccinum ciliatum"
72758,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"glaciale",NA,"Buccinum glaciale"
72759,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"tenellum",NA,"Buccinum tenellum"
72760,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"castaneum",NA,"Buccinum castaneum"
72761,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Searlesia",NA,NA,NA,"dira",NA,"Searlesia dira"
72762,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Bathybuccinum",NA,NA,NA,"clarki",NA,"Bathybuccinum clarki"
72763,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Bathybuccinum",NA,NA,NA,NA,NA,"Bathybuccinum sp."
72764,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Bathybuccinum",NA,NA,NA,"ovulum",NA,"Bathybuccinum ovulum"
72765,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"sp. A (McLean and Clark)",NA,"Buccinum sp. A (McLean and Clark)"
72766,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"ectomycina",NA,"Buccinum ectomycina"
72767,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Retifusus",NA,NA,NA,NA,NA,"Retifusus sp."
72768,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Ancistrolepis",NA,NA,NA,"bicinctus",NA,"Ancistrolepis bicinctus"
72769,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Ancistrolepis",NA,NA,NA,"eucosmius",NA,"Ancistrolepis eucosmius"
72770,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Columbellidae",NA,NA,NA,"Columbella",NA,NA,NA,NA,NA,"Columbella sp."
72773,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"costatum",NA,"Buccinum costatum"
72775,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"sp. B (McLean and Clark)",NA,"Buccinum sp. B (McLean and Clark)"
72776,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"sp. C (McLean and Clark)",NA,"Buccinum sp. C (McLean and Clark)"
69653,"Animalia",NA,"Arthropoda","Crustacea",NA,"Malacostraca","Eumalacostraca",NA,NA,NA,"Eucarida","Decapoda","Pleocyemata","Thalassinidea","Callianassoidea","Callianassidae","Callianassinae",NA,NA,"Callianassa",NA,NA,NA,"californiensis",NA,"Callianassa californiensis"
69655,"Animalia",NA,"Arthropoda","Crustacea",NA,"Malacostraca","Eumalacostraca",NA,NA,NA,"Eucarida","Decapoda","Pleocyemata","Thalassinidea","Callianassoidea","Upogebiidae",NA,NA,NA,"Upogebia",NA,NA,NA,"pugettensis",NA,"Upogebia pugettensis"
69900,"Animalia",NA,"Arthropoda","Chelicerata",NA,"Pycnogonida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pycnogonida unid."
69905,"Animalia",NA,"Arthropoda","Chelicerata",NA,"Pycnogonida",NA,NA,NA,NA,NA,"Pantopoda","Eupantopodida",NA,"Colossendeidoidea","Colossendeidae",NA,NA,NA,"Hedgpethia",NA,NA,NA,NA,NA,"Hedgpethia sp."
69910,"Animalia",NA,"Arthropoda","Chelicerata",NA,"Pycnogonida",NA,NA,NA,NA,NA,"Pantopoda","Eupantopodida",NA,"Colossendeidoidea","Colossendeidae","Colossendeinae",NA,NA,"Colossendeis",NA,NA,NA,NA,NA,"Colossendeis sp."
69911,"Animalia",NA,"Arthropoda","Chelicerata",NA,"Pycnogonida",NA,NA,NA,NA,NA,"Pantopoda","Eupantopodida",NA,"Colossendeidoidea","Colossendeidae","Colossendeinae",NA,NA,"Colossendeis",NA,NA,NA,"dofleini",NA,"Colossendeis dofleini"
69912,"Animalia",NA,"Arthropoda","Chelicerata",NA,"Pycnogonida",NA,NA,NA,NA,NA,"Pantopoda","Eupantopodida",NA,"Colossendeidoidea","Colossendeidae","Colossendeinae",NA,NA,"Colossendeis",NA,NA,NA,"microsetosa",NA,"Colossendeis microsetosa"
69920,"Animalia",NA,"Arthropoda","Chelicerata",NA,"Pycnogonida",NA,NA,NA,NA,NA,"Pantopoda",NA,NA,NA,"Nymphonidae",NA,NA,NA,"Nymphon",NA,NA,NA,NA,NA,"Nymphon sp."
69930,"Animalia",NA,"Arthropoda","Chelicerata",NA,"Pycnogonida",NA,NA,NA,NA,NA,"Pantopoda",NA,NA,NA,"Pycnogonidae",NA,NA,NA,"Pycnogonum",NA,NA,NA,NA,NA,"Pycnogonum sp."
70000,"Animalia",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca unid."
70049,"Animalia",NA,"Mollusca",NA,NA,"Aplacophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplacophora unid."
70050,"Animalia",NA,"Mollusca",NA,NA,"Aplacophora","Neomeniomorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neomeniomorpha unid."
70060,"Animalia",NA,"Mollusca",NA,NA,"Aplacophora","Neomeniomorpha",NA,NA,NA,NA,"Neomeniamorpha",NA,NA,NA,"Neomeniidae",NA,NA,NA,"Neomenia",NA,NA,NA,NA,NA,"Neomenia sp."
70061,"Animalia",NA,"Mollusca",NA,NA,"Aplacophora","Neomeniomorpha",NA,NA,NA,NA,"Neomeniamorpha",NA,NA,NA,"Neomeniidae",NA,NA,NA,"Neomenia",NA,NA,NA,"efgamatoi",NA,"Neomenia efgamatoi"
70062,"Animalia",NA,"Mollusca",NA,NA,"Aplacophora","Neomeniomorpha",NA,NA,NA,NA,"Neomeniamorpha",NA,NA,NA,"Neomeniidae",NA,NA,NA,"Neomenia",NA,NA,NA,"sp. cf. yamamoti (Clark, 2006)",NA,"Neomenia sp. cf. yamamoti (Clark, 2006)"
70100,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polyplacophora unid."
70108,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Acanthochitonina",NA,NA,"Acanthochitonidae",NA,NA,NA,"Cryptochiton",NA,NA,NA,"stelleri",NA,"Cryptochiton stelleri"
70110,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Ischnochitonidae",NA,NA,NA,"Lepidozona",NA,NA,NA,"trifida",NA,"Lepidozona trifida"
70111,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Ischnochitonidae",NA,NA,NA,"Lepidozona",NA,NA,NA,"beringiana",NA,"Lepidozona beringiana"
70112,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Ischnochitonidae",NA,NA,NA,"Lepidozona",NA,NA,NA,"abyssicola",NA,"Lepidozona abyssicola"
70113,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Ischnochitonidae",NA,NA,NA,"Lepidozona",NA,NA,NA,NA,NA,"Lepidozona sp."
70114,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Ischnochitonidae",NA,NA,NA,"Lepidozona",NA,NA,NA,"retiporosa",NA,"Lepidozona retiporosa"
70115,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Mopaliidae",NA,NA,NA,"Amicula",NA,NA,NA,"vestita",NA,"Amicula vestita"
70119,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Mopaliidae",NA,NA,NA,"Placiphorella",NA,NA,NA,NA,NA,"Placiphorella sp."
70122,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Mopaliidae",NA,NA,NA,"Placiphorella",NA,NA,NA,"pacifica",NA,"Placiphorella pacifica"
70123,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Mopaliidae",NA,NA,NA,"Placiphorella",NA,NA,NA,"rufa",NA,"Placiphorella rufa"
70124,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Lepidopleurina",NA,NA,"Leptochitonidae",NA,NA,NA,"Leptochiton",NA,NA,NA,NA,NA,"Leptochiton sp."
70125,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Lepidopleurina",NA,NA,"Leptochitonidae",NA,NA,NA,"Leptochiton",NA,NA,NA,"alveolus",NA,"Leptochiton alveolus"
70126,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Mopaliidae",NA,NA,NA,"Mopalia",NA,NA,NA,"swanii",NA,"Mopalia swanii"
70127,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Lepidopleurina",NA,NA,"Leptochitonidae",NA,NA,NA,"Leptochiton",NA,NA,NA,"belknapi",NA,"Leptochiton belknapi"
70128,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Lepidopleurina",NA,NA,"Leptochitonidae",NA,NA,NA,"Leptochiton",NA,NA,NA,"mesogonus",NA,"Leptochiton mesogonus"
70134,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Ischnochitonidae",NA,NA,NA,"Tonicella",NA,NA,NA,NA,NA,"Tonicella sp."
70135,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Ischnochitonidae",NA,NA,NA,"Tonicella",NA,NA,NA,"insignis",NA,"Tonicella insignis"
70140,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Mopaliidae",NA,NA,NA,"Mopalia",NA,NA,NA,"egretta",NA,"Mopalia egretta"
70150,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Ischnochitonidae",NA,NA,NA,"Stenosemus",NA,NA,NA,"albus",NA,"Stenosemus albus"
70151,"Animalia",NA,"Mollusca",NA,NA,"Polyplacophora",NA,NA,NA,NA,NA,"Neoloricata","Ischnochitonina",NA,NA,"Ischnochitonidae",NA,NA,NA,"Stenosemus",NA,NA,NA,"sharpii",NA,"Stenosemus sharpii"
70871,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Neptunea",NA,NA,NA,"gyroscopoides",NA,"Neptunea gyroscopoides"
71001,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gastropoda unid."
71002,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,NA,NA,"Buccinum sp."
