"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.x","SCIENTIFIC.x","COMMON.x","ECOPATH_Num.x","ECOPATH_Name.x","EXPLORE_Name","RACE.y","SCIENTIFIC.y","COMMON.y","ECOPATH_Num.y","ECOPATH_Name.y","NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY.x","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY","NODC_CODE","BASE_NAME","LENFEST_NAME","WEBSITE_NAME","CRAB_TEAM","ECOPATH_PREY.y","EBS_CRAB","GOA_MED","HUDSON","EGOA","TROY","SSC_2023"
24110,"Bothrocara brunneum","twoline eelpout",1984,NA,NA,NA,NA,NA,NA,24110,"Bothrocara brunneum","twoline eelpout",54,"Eelpouts",8793010201,24110,253,"Bothrocara brunneum (fat twoline eelpout)",0,NA,"MISC. PREY","Eelpout","Eelpout",NA,"Eelpout",NA,"Eelpout",8793010201,"Bothrocara brunneum (fat twoline eelpout)","Twoline_eelpouts","Zoarcoidae","Zoarcoidae","Eelpout","Forage.fish","Motile.epifauna","fish_other","Slope_demersals","fish_other","fish_other"
24111,"Bothrocara pusillum","Alaska eelpout",1984,NA,NA,NA,NA,NA,NA,24111,"Bothrocara pusillum","Alaska eelpout",54,"Eelpouts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24120,"Bothrocara molle","soft eelpout",1984,NA,NA,NA,NA,NA,NA,24120,"Bothrocara molle","soft eelpout",54,"Eelpouts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24130,"Lycenchelys crotalinus","snakehead eelpout",1984,NA,NA,NA,NA,NA,NA,24130,"Lycenchelys crotalinus","snakehead eelpout",54,"Eelpouts",8793010301,24130,NA,"Lycenchelys crotalinus (snakehead eelpoout)",NA,NA,NA,NA,NA,NA,NA,NA,NA,8793010301,"Lycenchelys crotalinus (snakehead eelpoout)","Misc_eelpout",NA,NA,"Eelpout","Forage.fish","Motile.epifauna","fish_other","Slope_demersals","fish_other","fish_other"
24140,"Lycodes cortezianus","bigfin eelpout",1984,NA,NA,NA,NA,NA,NA,24140,"Lycodes cortezianus","bigfin eelpout",54,"Eelpouts",8793010101,24140,257,"Lycodes cortezianus (bigfin eelpout)",0,NA,"MISC. PREY","Eelpout","Eelpout",NA,"Eelpout",NA,"Eelpout",8793010101,"Lycodes cortezianus (bigfin eelpout)","Misc_eelpout","Zoarcoidae","Zoarcoidae","Eelpout","Forage.fish","Motile.epifauna","fish_other","Slope_demersals","fish_other","fish_other"
24150,"Lycenchelys sp.",NA,1984,NA,NA,NA,NA,NA,NA,24150,"Lycenchelys sp.","(blank)",54,"Eelpouts",8793010500,24150,1,"Lycenchelys sp. (eelpout)",0,NA,"MISC. PREY","Eelpout","Eelpout",NA,"Eelpout",NA,"Eelpout",8793010500,"Lycenchelys sp. (eelpout)","Misc_eelpout","Zoarcoidae","Zoarcoidae","Eelpout","Forage.fish","Motile.epifauna","fish_other","Slope_demersals","fish_other","fish_other"
24151,"Lycenchelys jordani","shortjaw eelpout",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8793010504,24151,1,"Lycenchelys jordani (shortjaw eelpout)",0,NA,"MISC. PREY","Eelpout","Eelpout",NA,"Eelpout",NA,"Eelpout",8793010504,"Lycenchelys jordani (shortjaw eelpout)","Misc_eelpout","Zoarcoidae","Zoarcoidae","Eelpout","Forage.fish","Motile.epifauna","fish_other","Slope_demersals","fish_other","fish_other"
24152,"Lycenchelys camchatica","Kamchatka eelpout",1984,NA,NA,NA,NA,NA,NA,24152,"Lycenchelys camchatica","Kamchatka eelpout",54,"Eelpouts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24160,"Lycodapus fierasfer","blackmouth eelpout",1984,NA,NA,NA,NA,NA,NA,24160,"Lycodapus fierasfer","blackmouth eelpout",54,"Eelpouts",8793010602,24160,1,"Lycodapus fierasfer (black mouth eelpout)",0,NA,"MISC. PREY","Eelpout","Eelpout",NA,"Eelpout",NA,"Eelpout",8793010602,"Lycodapus fierasfer (black mouth eelpout)","Misc_eelpout","Zoarcoidae","Zoarcoidae","Eelpout","Forage.fish","Motile.epifauna","fish_other","Slope_demersals","fish_other","fish_other"
24170,"Lycodapus mandibularis","pallid eelpout",1984,NA,NA,NA,NA,NA,NA,24170,"Lycodapus mandibularis","pallid eelpout",54,"Eelpouts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24180,"Lycodes sp.",NA,1984,24180,"Lycodes sp.","(blank)",60,"eelpouts","Eelpouts",24180,"Lycodes sp.","(blank)",54,"Eelpouts",8793010700,24180,1,"Lycodes sp. (eelpout unid)",0,NA,"MISC. PREY","Eelpout","Eelpout",NA,"Eelpout",NA,"Eelpout",8793010700,"Lycodes sp. (eelpout unid)","General_eelpouts","Zoarcoidae","Zoarcoidae","Eelpout","Forage.fish","Motile.epifauna","fish_other","Slope_demersals","fish_other","fish_other"
24181,"Lycodes rossi","threespot eelpout",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8793010723,24181,NA,"Lycodes rossi (threespot eelpout)",NA,NA,NA,NA,NA,NA,NA,NA,NA,8793010723,"Lycodes rossi (threespot eelpout)","Misc_eelpout",NA,NA,"Eelpout","Forage.fish","Motile.epifauna","fish_other","Slope_demersals","fish_other","fish_other"
24184,"Lycodes raridens","marbled eelpout",1984,24184,"Lycodes raridens","marbled eelpout",60,"eelpouts","Eelpouts",NA,NA,NA,NA,NA,8793010712,24184,249,"Lycodes raridens (marbled eelpout)",0,NA,"MISC. PREY","Eelpout","Eelpout",NA,"Eelpout",NA,"Eelpout",8793010712,"Lycodes raridens (marbled eelpout)","Marbled_eelpout","Zoarcoidae","Zoarcoidae","Eelpout","Forage.fish","Motile.epifauna","fish_other","Slope_demersals","fish_other","fish_other"
24185,"Lycodes palearis","wattled eelpout",1984,24185,"Lycodes palearis","wattled eelpout",60,"eelpouts","Eelpouts",24185,"Lycodes palearis","wattled eelpout",54,"Eelpouts",8793010710,24185,251,"Lycodes palearis (wattled eelpout)",0,NA,"MISC. PREY","Eelpout","Eelpout",NA,"Eelpout",NA,"Eelpout",8793010710,"Lycodes palearis (wattled eelpout)","Wattled_eelpout","Zoarcoidae","Zoarcoidae","Eelpout","Forage.fish","Motile.epifauna","fish_other","Slope_demersals","fish_other","fish_other"
24186,"Lycodes mucosus","saddled eelpout",1984,24186,"Lycodes mucosus","saddled eelpout",60,"eelpouts","Eelpouts",NA,NA,NA,NA,NA,8793010709,24186,NA,"Lycodes mucosus (saddled eelpout)",NA,NA,NA,NA,NA,NA,NA,NA,NA,8793010709,"Lycodes mucosus (saddled eelpout)","Misc_eelpout",NA,NA,"Eelpout","Forage.fish","Motile.epifauna","fish_other","Slope_demersals","fish_other","fish_other"
23620,"Scopelosaurus harryi","scaly paperbone",1984,NA,NA,NA,NA,NA,NA,23620,"Scopelosaurus harryi","scaly paperbone",56,"Misc. fish deep",8762130104,23620,771,"Scopelosaurus harryi (waryfish)",0,NA,"MISC. PREY","Prickle squish deep","Prickle squish deep",NA,"ROUNDFISH",NA,"ROUNDFISH",8762130104,"Scopelosaurus harryi (waryfish)","Misc_deepfish","Misc Teleost","Misc Teleost","Prickle squish deep","Forage.fish","Basin.forage","fish_other","Miscellaneous_deep-sea_fish","fish_other","fish_other"
23621,"Scopelosaurus sp.",NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23657,"Alepisaurus ferox","longnose lancetfish",1984,NA,NA,NA,NA,NA,NA,23657,"Alepisaurus ferox","longnose lancetfish",56,"Misc. fish deep",8762090102,23657,785,"Alepisaurus ferox (longnose lancetfish)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8762090102,"Alepisaurus ferox (longnose lancetfish)","Misc_deepfish","Misc Teleost","Misc Teleost","Prickle squish round","Forage.fish","Shelf.forage","fish_other","Miscellaneous_deep-sea_fish","fish_other","fish_other"
23700,"Platytroctidae","tubeshoulder unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23710,"Sagamichthys abei","shining tubeshoulder",1984,NA,NA,NA,NA,NA,NA,23710,"Sagamichthys abei","shining tubeshoulder",56,"Misc. fish deep",8760010101,23710,609,"Sagamichthys abei (shining tubeshoulder)",0,NA,"MISC. PREY","Prickle squish deep","Prickle squish deep",NA,"ROUNDFISH",NA,"ROUNDFISH",8760010101,"Sagamichthys abei (shining tubeshoulder)","Misc_deepfish","Misc Teleost","Misc Teleost","Prickle squish deep","Forage.fish","Basin.forage","fish_other","Miscellaneous_deep-sea_fish","fish_other","fish_other"
23791,"Cryptacanthodes aleutensis","dwarf wrymouth",1990,23791,"Lyconectes aleutensis","dwarf wrymouth",76,"misc_fish_shallow","Misc. fish shallow",23791,"Cryptacanthodes aleutensis","dwarf wrymouth",72,"Misc. fish shallow",8842121601,23791,1,"Cryptacanthodes aleutensis (dwarf wrymouth)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8842121601,"Cryptacanthodes aleutensis (dwarf wrymouth)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23792,"Cryptacanthodes giganteus","giant wrymouth",1990,23792,"Cryptacanthodes giganteus","giant wrymouth",76,"misc_fish_shallow","Misc. fish shallow",23792,"Cryptacanthodes giganteus","giant wrymouth",72,"Misc. fish shallow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23800,"Stichaeidae","prickleback unid.",1984,23800,"Stichaeidae","prickleback unident.",86,"oth_managed_forage","Oth. managed forage",23800,"Stichaeidae","prickleback unid.",82,"Oth. managed forage",8842120000,23800,750,"Stichaeidae (prickleback)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120000,"Stichaeidae (prickleback)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23801,"Lumpenus sp.",NA,1984,23801,"Lumpenus sp.","(blank)",86,"oth_managed_forage","Oth. managed forage",23801,"Lumpenus sp.","(blank)",82,"Oth. managed forage",8842120900,23801,1,"Lumpenus sp. (prickleback)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120900,"Lumpenus sp. (prickleback)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23802,"Plectobranchus evides","bluebarred prickleback",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23803,"Eumesogrammus praecisus","fourline snakeblenny",1984,23803,"Eumesogrammus praecisus","fourline snakeblenny",86,"oth_managed_forage","Oth. managed forage",NA,NA,NA,NA,NA,8842121701,23803,NA,"Eumesogrammus praecisus (fourline snakeblenny)",NA,NA,NA,NA,NA,NA,NA,NA,NA,8842121701,"Eumesogrammus praecisus (fourline snakeblenny)","Stichaeidae",NA,NA,"Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23804,"Stichaeus punctatus","Arctic shanny",1984,23804,"Stichaeus punctatus","Arctic shanny",86,"oth_managed_forage","Oth. managed forage",23804,"Stichaeus punctatus","Arctic shanny",82,"Oth. managed forage",8842121301,23804,NA,"Arctic shanny Stichaeus punctatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,8842121301,"Arctic shanny Stichaeus punctatus","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23805,"Leptoclinus maculatus","daubed shanny",1984,23805,"Lumpenus maculatus","daubed shanny",86,"oth_managed_forage","Oth. managed forage",23805,"Lumpenus maculatus","daubed shanny",82,"Oth. managed forage",8842120903,23805,753,"Lumpenus maculatus (daubed shanny)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120903,"Lumpenus maculatus (daubed shanny)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23806,"Anisarchus medius","stout eelblenny",1984,23806,"Lumpenus medius","stout eelblenny",86,"oth_managed_forage","Oth. managed forage",23806,"Lumpenus medius","stout eelblenny",82,"Oth. managed forage",8842120904,23806,1,"Lumpenus medius (stout eelblenny)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120904,"Lumpenus medius (stout eelblenny)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23806,"Anisarchus medius","stout eelblenny",1984,23806,"Lumpenus medius","stout eelblenny",86,"oth_managed_forage","Oth. managed forage",23806,"Lumpenus medius","stout eelblenny",82,"Oth. managed forage",8842122301,23806,NA,"Anisarchus medius (stout eelblenny)",NA,NA,NA,NA,NA,NA,NA,NA,NA,8842122301,"Anisarchus medius (stout eelblenny)","Stichaeidae",NA,NA,"Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23807,"Lumpenus fabricii","slender eelblenny",1984,23807,"Lumpenus fabricii","slender eelblenny",86,"oth_managed_forage","Oth. managed forage",23807,"Lumpenus fabricii","slender eelblenny",82,"Oth. managed forage",8842120901,23807,1,"Lumpenus fabricii (slender eelblenny)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120901,"Lumpenus fabricii (slender eelblenny)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23808,"Lumpenus sagitta","snake prickleback",1984,23808,"Lumpenus sagitta","snake prickleback",86,"oth_managed_forage","Oth. managed forage",23808,"Lumpenus sagitta","snake prickleback",82,"Oth. managed forage",8842120902,23808,751,"Lumpenus sagitta (snake prickleback)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120902,"Lumpenus sagitta (snake prickleback)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23809,"Acantholumpenus mackayi","pighead prickleback",1984,23809,"Acantholumpenus mackayi","pighead prickleback",86,"oth_managed_forage","Oth. managed forage",23809,"Acantholumpenus mackayi","pighead prickleback",82,"Oth. managed forage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23836,"Lumpenella longirostris","longsnout prickleback",1984,23836,"Lumpenella longirostris","longsnout prickleback",86,"oth_managed_forage","Oth. managed forage",23836,"Lumpenella longirostris","longsnout prickleback",82,"Oth. managed forage",8842120801,23836,756,"Lumpenella longirostris (longsnout prickleback)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120801,"Lumpenella longirostris (longsnout prickleback)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23840,"Chirolophis sp.",NA,1991,23840,"Chirolophis sp.","(blank)",86,"oth_managed_forage","Oth. managed forage",23840,"Chirolophis sp.","(blank)",82,"Oth. managed forage",8842120500,23840,NA,"warbonnet Chirolophis sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,8842120500,"warbonnet Chirolophis sp.","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23841,"Chirolophis decoratus","decorated warbonnet",1984,23841,"Chirolophis decoratus","decorated warbonnet",86,"oth_managed_forage","Oth. managed forage",23841,"Chirolophis decoratus","decorated warbonnet",82,"Oth. managed forage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23843,"Chirolophis snyderi","bearded warbonnet",1989,23843,"Chirolophis snyderi","bearded warbonnet",86,"oth_managed_forage","Oth. managed forage",23843,"Chirolophis snyderi","bearded warbonnet",82,"Oth. managed forage",8842120504,23843,1,"Chirolophis snyderi (bearded warbonnet)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120504,"Chirolophis snyderi (bearded warbonnet)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23850,"Poroclinus rothrocki","whitebarred prickleback",1984,23850,"Poroclinus rothrocki","whitebarred prickleback",86,"oth_managed_forage","Oth. managed forage",23850,"Poroclinus rothrocki","whitebarred prickleback",82,"Oth. managed forage",8842121201,23850,755,"Poroclinus rothrocki (whitebarred pricklback)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842121201,"Poroclinus rothrocki (whitebarred pricklback)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23851,"Chirolophis nugator","mosshead warbonnet",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23861,"Bryozoichthys lysimus","nutcracker prickleback",1984,NA,NA,NA,NA,NA,NA,23861,"Bryozoichthys lysimus","nutcracker prickleback",82,"Oth. managed forage",8842120601,23861,1,"Bryozoichthys lysimus (nutcracker prickleback)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120601,"Bryozoichthys lysimus (nutcracker prickleback)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23862,"Bryozoichthys marjorius","pearly prickleback",1984,NA,NA,NA,NA,NA,NA,23862,"Bryozoichthys marjorius","pearly prickleback",82,"Oth. managed forage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23863,"Bryozoichthys sp.",NA,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23871,"Pholidae","gunnel unid.",1984,NA,NA,NA,NA,NA,NA,23871,"Pholidae","gunnel unid.",82,"Oth. managed forage",8842130000,23871,430,"Pholidae (gunnel family)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842130000,"Pholidae (gunnel family)","Gunnels","Pholidae","Pholidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23873,"Pholis laeta","crescent gunnel",1988,NA,NA,NA,NA,NA,NA,23873,"Pholis laeta","crescent gunnel",82,"Oth. managed forage",8842130205,23873,1,"Pholis laeta (Crested gunnel )",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842130205,"Pholis laeta (Crested gunnel )","Gunnels","Pholidae","Pholidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23900,"Stromateidae","butterfish unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22951,"Paralepididae","barracudina unid.",1984,NA,NA,NA,NA,NA,NA,22951,"Paralepididae","barracudina unid.",56,"Misc. fish deep",8760700000,22951,1,"Paralepididae (barracudina)",0,NA,"MISC. PREY","Prickle squish deep","Prickle squish deep",NA,"ROUNDFISH",NA,"ROUNDFISH",8760700000,"Paralepididae (barracudina)","Misc_deepfish",NA,NA,"Prickle squish deep","Forage.fish","Basin.forage","fish_other","Miscellaneous_deep-sea_fish","fish_other","fish_other"
22951,"Paralepididae","barracudina unid.",1984,NA,NA,NA,NA,NA,NA,22951,"Paralepididae","barracudina unid.",56,"Misc. fish deep",8762070000,22951,1,"Paralepididae (barracudina)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8762070000,"Paralepididae (barracudina)","Misc_deepfish","Misc Teleost","Misc Teleost","Prickle squish round","Forage.fish","Shelf.forage","fish_other","Miscellaneous_deep-sea_fish","fish_other","fish_other"
22952,"Magnisudis atlantica","duckbill barracudina",1984,NA,NA,NA,NA,NA,NA,22952,"Magnisudis atlantica","duckbill barracudina",56,"Misc. fish deep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22955,"Lestidiops ringens","slender barracudina",1984,NA,NA,NA,NA,NA,NA,22955,"Lestidiops ringens","slender barracudina",56,"Misc. fish deep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22956,"Arctozenus risso","ribbon barracudina",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23000,"Osmeridae","smelt unid.",1984,23000,"Osmeridae","smelt unident.",0,"oth_pelagic_smelt","Oth. pelagic smelt",23000,"Osmeridae","smelt unid.",0,"Gen fish",8755030000,23000,602,"Osmeridae (smelts)",0,NA,"MISC. PREY","Gen. Smelt","Gen. Smelt",NA,"ROUNDFISH",NA,"ROUNDFISH",8755030000,"Osmeridae (smelts)","General_smelts","Osmerid","Osmerid","Gen. Smelt","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23010,"Thaleichthys pacificus","eulachon",1984,23010,"Thaleichthys pacificus","eulachon",85,"eulachon","Eulachon",23010,"Thaleichthys pacificus","eulachon",81,"Eulachon",8755030501,23010,601,"Thaleichthys pacificus (eulachon)",0,NA,"MISC. PREY","Eulachon","Eulachon",NA,"Eulachon","Eulachon","Eulachon",8755030501,"Thaleichthys pacificus (eulachon)","Eulachon","Osmerid","Osmerid","Eulachon","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23020,"Hypomesus pretiosus","surf smelt",1984,NA,NA,NA,NA,NA,NA,23020,"Hypomesus pretiosus","surf smelt",83,"Oth. pelagic smelt",8755030101,23020,613,"Hypomesus pretiosus (surf smelt)",0,NA,"MISC. PREY","Oth pel. smelt","Oth pel. smelt",NA,"Oth pel. smelt",NA,"OP smelt",8755030101,"Hypomesus pretiosus (surf smelt)","Misc_smelt","Osmerid","Osmerid","Oth pel. smelt","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23030,"Allosmerus elongatus","whitebait smelt",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8755030601,23030,616,"Allosmerus elongatus (whitebait smelt)",0,NA,"MISC. PREY","Oth pel. smelt","Oth pel. smelt",NA,"Oth pel. smelt",NA,"OP smelt",8755030601,"Allosmerus elongatus (whitebait smelt)","Misc_smelt","Osmerid","Osmerid","Oth pel. smelt","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23041,"Mallotus catervarius (=villosus)","Pacific capelin",1984,23041,"Mallotus villosus","capelin",83,"capelin","Capelin",23041,"Mallotus villosus","capelin",79,"Capelin",8755030201,23041,604,"Mallotus villosus (capelin)",0,NA,"MISC. PREY","Capelin","Capelin",NA,"Capelin","Capelin","Capelin",8755030201,"Mallotus villosus (capelin)","Capelin","Osmerid","Osmerid","Capelin","Forage.fish","Capelin","fish_other","Pacific_capelin","fish_other","fish_other"
23055,"Osmerus mordax","rainbow smelt",1984,23055,"Osmerus mordax","rainbow smelt",87,"oth_pelagic_smelt","Oth. pelagic smelt",23055,"Osmerus mordax","rainbow smelt",83,"Oth. pelagic smelt",8755030302,23055,1,"Osmerus mordax (rainbow smelt)",0,NA,"MISC. PREY","Oth pel. smelt","Oth pel. Smelt",NA,"Oth pel. smelt",NA,"OP smelt",8755030302,"Osmerus mordax (rainbow smelt)","Rainbow_smelt","Osmerid","Osmerid","Oth pel. Smelt","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23060,"Spirinchus starksi","night smelt",1984,NA,NA,NA,NA,NA,NA,23060,"Spirinchus starksi","night smelt",83,"Oth. pelagic smelt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23061,"Spirinchus thaleichthys","longfin smelt",1984,NA,NA,NA,NA,NA,NA,23061,"Spirinchus thaleichthys","longfin smelt",83,"Oth. pelagic smelt",8755030402,23061,1,"Spirinchus thaleichthys (Longfin smelt)",0,NA,"MISC. PREY","Oth pel. Smelt","Oth pel. Smelt",NA,"Oth pel. Smelt",NA,"OP smelt",8755030402,"Spirinchus thaleichthys (Longfin smelt)","Misc_smelt","Osmerid","Osmerid","Oth pel. Smelt","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
23071,"Hypomesus olidus","pond smelt",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23201,"Salmonidae","salmon and trouts unid.",1984,23201,"Salmonidae","salmon and trouts unid.",79,"salmon_returning","Salmon returning",23201,"Salmonidae","salmon and trouts unid.",75,"Salmon returning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
