"year","model","predator","pred_stage","prey","samples","freq_juv","freq_adu","prey_wt_juv","prey_wt_adu","prop_juv_bywt"
2013,"WGOA","Pacific_halibut","adu","Rex_sole",1,1,0,40.5768292367634,0,1
2013,"WGOA","Pacific_halibut","adu","Walleye_pollock",354,293,61,6159.49459457081,37887.6281295396,0.13983875026641
2013,"WGOA","Walleye_pollock","adu","Arrowtooth_flounder",1,1,0,12.4878349835065,0,1
2013,"WGOA","Walleye_pollock","adu","Walleye_pollock",48,48,0,758.216875382773,0,1
2015,"EGOA","Arrowtooth_flounder","adu","Arrowtooth_flounder",2,0,2,0,149.332598110697,0
2015,"EGOA","Arrowtooth_flounder","adu","POP",1,0,1,0,138.782966267519,0
2015,"EGOA","Arrowtooth_flounder","adu","Walleye_pollock",4,2,2,48.6263143912732,447.847109928724,0.0979434386802778
2015,"EGOA","Arrowtooth_flounder","juv","Walleye_pollock",1,1,0,2.11914197271926,0,1
2015,"EGOA","Pacific_cod","adu","Arrowtooth_flounder",2,1,1,0.547973119210405,104.022410286585,0.00524023247656979
2015,"EGOA","Pacific_cod","adu","Rex_sole",3,3,0,7.98759685589116,0,1
2015,"EGOA","Pacific_cod","adu","Walleye_pollock",1,1,0,173.46527759622,0,1
2015,"EGOA","Pacific_cod","juv","Arrowtooth_flounder",7,7,0,3.6383870671641,0,1
2015,"EGOA","Pacific_halibut","adu","Arrowtooth_flounder",1,0,1,0,71.8866011904354,0
2015,"EGOA","Pacific_halibut","adu","Pacific_cod",2,1,1,14.7053262537363,693.900022109291,0.0207524911965561
2015,"EGOA","Pacific_halibut","adu","Thornyheads",1,0,1,0,73.1236500738648,0
2015,"EGOA","Pacific_halibut","adu","Walleye_pollock",14,11,3,758.043370939716,1591.58158943534,0.322623135063527
2015,"EGOA","Walleye_pollock","adu","Pacific_cod",1,1,0,3.59740222835838,0,1
2015,"EGOA","Walleye_pollock","adu","Rex_sole",1,1,0,1.93952671134619,0,1
2015,"WGOA","Arrowtooth_flounder","adu","Walleye_pollock",40,28,12,2468.52381641675,3751.18960260511,0.396887066993669
2015,"WGOA","Pacific_cod","adu","Arrowtooth_flounder",1,0,1,0,105.848832452154,0
2015,"WGOA","Pacific_cod","adu","Flathead_sole",7,5,2,27.4084672781478,256.195989925511,0.0966432881499656
2015,"WGOA","Pacific_cod","adu","Walleye_pollock",46,29,17,2161.0244649345,5647.53302352608,0.276750791439781
2015,"WGOA","Pacific_dogfish","adu","Walleye_pollock",1,0,1,0,207.701297198963,0
2015,"WGOA","Pacific_halibut","adu","Arrowtooth_flounder",2,1,1,59.233596526836,165.025684543631,0.264129967081378
2015,"WGOA","Pacific_halibut","adu","Flathead_sole",1,0,1,0,127.332759266017,0
2015,"WGOA","Pacific_halibut","adu","POP",2,0,2,0,305.532023151587,0
2015,"WGOA","Pacific_halibut","adu","Pacific_cod",2,2,0,208.708612222079,0,1
2015,"WGOA","Pacific_halibut","adu","Sablefish",2,2,0,259.815508056881,0,1
2015,"WGOA","Pacific_halibut","adu","Walleye_pollock",95,42,53,4081.08887557424,22370.0322175254,0.154287935895424
2015,"WGOA","Walleye_pollock","adu","Flathead_sole",1,1,0,0.0956468282012654,0,1
2015,"WGOA","Walleye_pollock","adu","Walleye_pollock",1,1,0,0.101157716517986,0,1
2017,"EGOA","Arrowtooth_flounder","adu","Walleye_pollock",8,8,0,19.2701023485408,0,1
2017,"EGOA","Pacific_halibut","adu","POP",1,0,1,0,358.390131435204,0
2017,"EGOA","Pacific_halibut","adu","Rex_sole",1,1,0,12.9471875828017,0,1
2017,"EGOA","Pacific_halibut","adu","Walleye_pollock",16,16,0,427.670956387249,0,1
2017,"EGOA","Walleye_pollock","adu","Walleye_pollock",1,1,0,27.2720165210337,0,1
2017,"WGOA","Arrowtooth_flounder","adu","Arrowtooth_flounder",1,0,1,0,77.9499975146803,0
2017,"WGOA","Arrowtooth_flounder","adu","Flathead_sole",2,2,0,67.4199303466331,0,1
2017,"WGOA","Arrowtooth_flounder","adu","Walleye_pollock",222,193,29,170.841225545313,13434.5715601176,0.0125568572035787
2017,"WGOA","Arrowtooth_flounder","juv","Arrowtooth_flounder",1,1,0,0.657782748582928,0,1
2017,"WGOA","Arrowtooth_flounder","juv","Flathead_sole",1,1,0,2.50110486938599,0,1
2017,"WGOA","Arrowtooth_flounder","juv","Walleye_pollock",5,5,0,3.37756791505098,0,1
2017,"WGOA","POP","adu","Walleye_pollock",154,154,0,66.2718598208678,0,1
2017,"WGOA","Pacific_cod","adu","Arrowtooth_flounder",14,12,2,12.2299586698179,344.166195615499,0.0343156302972537
2017,"WGOA","Pacific_cod","adu","Flathead_sole",19,18,1,49.3211807104188,61.1637138009699,0.446406551126632
2017,"WGOA","Pacific_cod","adu","POP",1,1,0,9.25153259929187,0,1
2017,"WGOA","Pacific_cod","adu","Rex_sole",4,4,0,21.2195698155005,0,1
2017,"WGOA","Pacific_cod","adu","Thornyheads",1,1,0,1.30701777706492,0,1
2017,"WGOA","Pacific_cod","adu","Walleye_pollock",39,8,31,132.527964145419,13914.0310878368,0.00943490599049714
2017,"WGOA","Pacific_cod","juv","Flathead_sole",2,2,0,0.697400152530528,0,1
2017,"WGOA","Pacific_cod","juv","Walleye_pollock",6,6,0,3.587235721729,0,1
2017,"WGOA","Pacific_halibut","adu","Arrowtooth_flounder",6,4,2,56.2209523181872,319.16215586451,0.149769531693538
2017,"WGOA","Pacific_halibut","adu","Flathead_sole",4,1,3,0.642872303900303,461.885622574619,0.00138990853756837
2017,"WGOA","Pacific_halibut","adu","POP",1,0,1,0,328.413674084821,0
2017,"WGOA","Pacific_halibut","adu","Pacific_cod",3,3,0,62.0416363476218,0,1
2017,"WGOA","Pacific_halibut","adu","Walleye_pollock",115,34,81,892.982928398695,39054.5588074088,0.0223538893658194
2017,"WGOA","Pacific_halibut","juv","Arrowtooth_flounder",1,1,0,0.5347184279363,0,1
2017,"WGOA","Shelf_forage_fish","adu","Walleye_pollock",6,6,0,2.08092591918946,0,1
2017,"WGOA","Walleye_pollock","adu","Walleye_pollock",124,124,0,39.7755636797658,0,1
2017,"WGOA","Walleye_pollock","juv","Walleye_pollock",3,3,0,1.04413452692046,0,1
2019,"EGOA","Arrowtooth_flounder","adu","Walleye_pollock",3,1,2,61.5941794227449,1637.23217338141,0.036256901313707
2019,"EGOA","Pacific_cod","adu","Flathead_sole",2,2,0,46.8639265125475,0,1
2019,"EGOA","Pacific_cod","adu","POP",2,2,0,102.812807071815,0,1
2019,"EGOA","Pacific_halibut","adu","Walleye_pollock",6,2,4,25.3165326693261,3456.74738361146,0.00727055369401914
2019,"WGOA","Arrowtooth_flounder","adu","Arrowtooth_flounder",1,1,0,6.1965640972433,0,1
2019,"WGOA","Arrowtooth_flounder","adu","Flathead_sole",1,1,0,0.932943060133071,0,1
2019,"WGOA","Arrowtooth_flounder","adu","Walleye_pollock",48,37,11,1989.11230331148,6578.41211426966,0.232168851393022
2019,"WGOA","Pacific_cod","adu","Arrowtooth_flounder",4,4,0,71.9039259996487,0,1
2019,"WGOA","Pacific_cod","adu","Flathead_sole",3,2,1,36.8337416487072,70.6821868699043,0.342588695053972
2019,"WGOA","Pacific_cod","adu","Rex_sole",2,1,1,13.1279260815872,90.8776710325871,0.126223265341919
2019,"WGOA","Pacific_cod","adu","Walleye_pollock",51,17,34,1505.44589624987,14821.6720374679,0.092205244205465
2019,"WGOA","Pacific_halibut","adu","Arrowtooth_flounder",2,1,1,30.8208604927436,77.9499975146803,0.283355864404784
2019,"WGOA","Pacific_halibut","adu","Flathead_sole",1,1,0,11.5411189656908,0,1
2019,"WGOA","Pacific_halibut","adu","POP",1,0,1,0,311.599792191668,0
2019,"WGOA","Pacific_halibut","adu","Pacific_cod",1,0,1,0,785.958659799167,0
2019,"WGOA","Pacific_halibut","adu","Rex_sole",1,0,1,0,48.7606032160936,0
2019,"WGOA","Pacific_halibut","adu","Sablefish",1,1,0,151.4122311831,0,1
2019,"WGOA","Pacific_halibut","adu","Walleye_pollock",105,35,70,3514.35955723818,35979.3077642282,0.0889853942565618
2019,"WGOA","Walleye_pollock","adu","Walleye_pollock",3,3,0,40.3926586926302,0,1
2021,"EGOA","Arrowtooth_flounder","adu","Walleye_pollock",2,2,0,289.142846146302,0,1
2021,"EGOA","Pacific_cod","adu","Arrowtooth_flounder",1,1,0,9.2817380073032,0,1
2021,"EGOA","Pacific_halibut","adu","Arrowtooth_flounder",5,2,3,66.9944774383467,306.831367832199,0.179213070166032
2021,"EGOA","Pacific_halibut","adu","POP",7,5,2,406.630119457872,291.410389821903,0.582530833171022
2021,"EGOA","Pacific_halibut","adu","Rex_sole",1,1,0,0.660477613484035,0,1
2021,"EGOA","Pacific_halibut","adu","Walleye_pollock",4,1,3,1.04009707659059,1529.47752535019,0.000679572101196334
2021,"WGOA","Arrowtooth_flounder","adu","Flathead_sole",1,0,1,0,163.972346174607,0
2021,"WGOA","Arrowtooth_flounder","adu","Pacific_cod",1,1,0,139.684756409722,0,1
2021,"WGOA","Arrowtooth_flounder","adu","Walleye_pollock",15,7,8,173.276416764262,4382.60988120524,0.0380335252970402
2021,"WGOA","Pacific_cod","adu","Arrowtooth_flounder",1,0,1,0,139.879137342308,0
2021,"WGOA","Pacific_cod","adu","Flathead_sole",1,1,0,4.43557745860076,0,1
2021,"WGOA","Pacific_cod","adu","POP",1,0,1,0,252.961420265256,0
2021,"WGOA","Pacific_cod","adu","Sablefish",1,1,0,391.175217649445,0,1
2021,"WGOA","Pacific_cod","adu","Walleye_pollock",31,13,18,521.399329028538,8137.90824624222,0.0602125891125002
2021,"WGOA","Pacific_halibut","adu","Arrowtooth_flounder",1,1,0,16.0566177954638,0,1
2021,"WGOA","Pacific_halibut","adu","POP",1,0,1,0,507.840531142085,0
2021,"WGOA","Pacific_halibut","adu","Pacific_cod",1,1,0,322.77337474725,0,1
2021,"WGOA","Pacific_halibut","adu","Walleye_pollock",64,18,46,1578.40232136047,23213.7902613069,0.0636652976979517
2021,"WGOA","Walleye_pollock","adu","Walleye_pollock",19,19,0,36.7957823448272,0,1
2023,"EGOA","Arrowtooth_flounder","adu","Walleye_pollock",3,3,0,121.769201881449,0,1
2023,"EGOA","Pacific_cod","adu","Walleye_pollock",2,1,1,27.2720165210337,226.960839014564,0.107271801921821
2023,"EGOA","Sablefish","adu","POP",1,1,0,0.214156706012831,0,1
2023,"WGOA","Arrowtooth_flounder","adu","Pacific_cod",1,1,0,114.57692969294,0,1
2023,"WGOA","Arrowtooth_flounder","adu","Walleye_pollock",17,5,12,227.666993363835,4201.74120665464,0.0513989641692734
2023,"WGOA","Pacific_cod","adu","Arrowtooth_flounder",2,1,1,8.45856917647139,153.901315247866,0.0520976545805144
2023,"WGOA","Pacific_cod","adu","Pacific_cod",1,1,0,24.1508870331984,0,1
2023,"WGOA","Pacific_cod","adu","Walleye_pollock",6,1,5,22.6716380492318,3798.3297138507,0.0059334284291626
2023,"WGOA","Sablefish","adu","Walleye_pollock",2,0,2,0,667.90910069429,0
