"Hauljoin","Predjoin","Pred_nodc","Pred_name","Prey_nodc","Prey_name","Prey_cnt","Prey_twt","Pred_stomwt","Pred_len","Pred_full","Pred_wt","Pred_lh","Pred_dig","Prey_lh","Pred_sex","Prey_parts","Vessel","Cruise","Haul","Cruise_type","Rlat","Rlong","Year","Month","Day","Region","Gear_depth","Bottom_depth","Start_hour","Surface_temp","Gear_temp","INPFC_area","Stationid","Start_date","Stratum"
11011309,9783652,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.3e+09,"Chaetognatha (arrow worm)",NA,0.08,17.22,42,6,1014,8,4,"C",1,NA,95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11011309,9783652,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.735e+09,"Teleostei (fish)",NA,2.64,17.22,42,6,1014,8,3,"C",1,"8",95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11011309,9783652,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",NA,0.04,17.22,42,6,1014,8,4,"C",1,"8",95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11011309,9783653,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,6.02,6.74,41,5,931,8,4,"C",1,NA,95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11011309,9783653,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,0.56,6.74,41,5,931,8,4,"C",1,NA,95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11011309,9783653,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.1e+09,"Gastropoda (snail)",NA,0.04,6.74,41,5,931,8,5,"C",1,NA,95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11011309,9783653,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.3e+09,"Chaetognatha (arrow worm)",NA,0.04,6.74,41,5,931,8,4,"C",1,NA,95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11011309,9783653,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",NA,0.04,6.74,41,5,931,8,4,"C",1,NA,95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11014043,9783429,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.1e+09,"Gastropoda (snail)",3,0.046,0.41,37,3,596,8,5,"C",2,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783429,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",32,0.028,0.41,37,3,596,8,3,"C",2,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783429,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",14,0.038,0.41,37,3,596,8,4,"C",2,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783429,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.249,0.41,37,3,596,8,3,"C",2,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783429,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6118260102,"Candacia columbiae (copepod)",7,0.049,0.41,37,3,596,8,4,"C",2,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783427,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.1e+09,"Gastropoda (snail)",1,0.004,0.61,35,4,531.2,8,5,"C",1,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783427,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8827010502,"Pleurogrammus monopterygius (eggs)",9,0.053,0.61,35,4,531.2,8,5,"1",1,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783427,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",13,0.017,0.61,35,4,531.2,8,4,"C",1,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783427,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6118260102,"Candacia columbiae (copepod)",4,0.017,0.61,35,4,531.2,8,3,"C",1,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783427,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.324,0.61,35,4,531.2,8,3,"C",1,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783427,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",NA,0.115,0.61,35,4,531.2,8,3,"C",1,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783427,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.169e+09,"Gammaridea (amphipod)",2,0.08,0.61,35,4,531.2,8,4,"C",1,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11014043,9783428,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",9999990000,"Unidentified organic material",NA,0.067,1.5,40,5,852.9,8,2,"C",1,NA,83,199101,158,"Race_Groundfish",51.92,178.42,1991,9,20,"AI",88,88,10,8.1,NA,542,"113-22","1991-09-20",321
11009793,9783609,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,1.332,7.4,37,5,596,0,5,"C",2,NA,94,199401,226,"Race_Groundfish",52.01,177.82,1994,8,4,"AI",143,198,17,5.8,4.3,542,"105-24","1994-08-04",322
11009793,9783609,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",NA,0.444,7.4,37,5,596,0,4,"C",2,NA,94,199401,226,"Race_Groundfish",52.01,177.82,1994,8,4,"AI",143,198,17,5.8,4.3,542,"105-24","1994-08-04",322
11009793,9783609,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.113e+09,"Thecosomata (pteropod)",NA,0.074,7.4,37,5,596,0,4,"C",2,NA,94,199401,226,"Race_Groundfish",52.01,177.82,1994,8,4,"AI",143,198,17,5.8,4.3,542,"105-24","1994-08-04",322
11009793,9783609,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6118010403,"Neocalanus cristatus (copepod)",NA,1.924,7.4,37,5,596,0,4,"C",2,NA,94,199401,226,"Race_Groundfish",52.01,177.82,1994,8,4,"AI",143,198,17,5.8,4.3,542,"105-24","1994-08-04",322
11013507,9782910,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.154e+09,"Cumacea (cumacean)",1,0.002,0.53,34,4,479.4,8,3,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782910,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.705e+09,"Teuthida (squid)",1,0.051,0.53,34,4,479.4,8,3,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782910,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",NA,0.352,0.53,34,4,479.4,8,2,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782910,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",1,0.004,0.53,34,4,479.4,8,3,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782911,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.705e+09,"Teuthida (squid)",1,0.022,5.59,40,6,780.6,8,3,"C",2,"C",83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782911,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",NA,0.053,5.59,40,6,780.6,8,3,"C",2,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013506,9782897,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",1,0.004,0.23,31,4,323.1,8,4,"C",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013500,9782749,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",NA,0.148,2.4,39,5,715.1,8,3,"C",2,NA,83,199101,121,"Race_Groundfish",51.25,179.18,1991,9,3,"AI",172,172,14,NA,NA,542,"123-7","1991-09-03",413
11013506,9782888,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.158e+09,"Isopoda (isopod)",1,0.007,0.5,33,4,431.2,8,5,"C",1,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782888,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",NA,0.395,0.5,33,4,431.2,8,3,"C",1,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782887,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.179e+09,"Caridea (shrimp)",1,0.014,0.91,32,4,360.6,8,4,"C",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782887,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",9999990000,"Unidentified organic material",NA,0.013,0.91,32,4,360.6,8,2,"C",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782887,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",9,0.019,0.91,32,4,360.6,8,4,"C",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782887,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.694,0.91,32,4,360.6,8,3,"C",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782887,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.183e+09,"Anomura (crab)",3,0.007,0.91,32,4,360.6,8,5,"4",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782887,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.11e+09,"Ostracoda",1,0.005,0.91,32,4,360.6,8,5,"C",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782887,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.169e+09,"Gammaridea (amphipod)",5,0.016,0.91,32,4,360.6,8,4,"C",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782887,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",NA,0.064,0.91,32,4,360.6,8,3,"C",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782887,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6118260102,"Candacia columbiae (copepod)",1,0.003,0.91,32,4,360.6,8,5,"C",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782885,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",1,0.004,1.27,38,4,711.1,8,5,"C",1,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782885,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.169e+09,"Gammaridea (amphipod)",22,0.068,1.27,38,4,711.1,8,5,"C",1,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782885,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.1e+09,"Gastropoda (snail)",2,0.008,1.27,38,4,711.1,8,5,"C",1,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782885,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",NA,0.027,1.27,38,4,711.1,8,3,"C",1,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013507,9782923,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.102,0.14,36,3,587.1,8,3,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782923,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.1e+09,"Gastropoda (snail)",3,0.03,0.14,36,3,587.1,8,5,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782918,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",6,0.024,0.4,33,4,431.2,8,4,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782918,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",21,0.039,0.4,33,4,431.2,8,3,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782918,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6169480000,"Stenothoidae (amphipod)",3,0.008,0.4,33,4,431.2,8,5,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782918,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.1e+09,"Gastropoda (snail)",9,0.074,0.4,33,4,431.2,8,5,"6",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782918,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.174,0.4,33,4,431.2,8,3,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782918,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.169e+09,"Gammaridea (amphipod)",6,0.025,0.4,33,4,431.2,8,4,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782918,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",1,0.02,0.4,33,4,431.2,8,3,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782918,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.705e+09,"Teuthida (squid)",1,0.036,0.4,33,4,431.2,8,4,"C",1,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782919,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.169e+09,"Gammaridea (amphipod)",1,0.005,0.58,31,4,323.1,8,5,"C",2,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782919,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.159,0.58,31,4,323.1,8,2,"C",2,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782919,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",NA,0.324,0.58,31,4,323.1,8,3,"C",2,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782919,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",2,0.062,0.58,31,4,323.1,8,4,"C",2,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013507,9782919,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",12,0.017,0.58,31,4,323.1,8,4,"C",2,NA,83,199101,130,"Race_Groundfish",52.13,176.26,1991,9,9,"AI",121,121,12,NA,NA,543,"84-27","1991-09-09",222
11013500,9782757,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.705e+09,"Teuthida (squid)",1,0.003,1.32,32,5,386.6,8,3,"C",1,"C",83,199101,121,"Race_Groundfish",51.25,179.18,1991,9,3,"AI",172,172,14,NA,NA,542,"123-7","1991-09-03",413
11013500,9782757,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6118260102,"Candacia columbiae (copepod)",5,0.016,1.32,32,5,386.6,8,4,"C",1,NA,83,199101,121,"Race_Groundfish",51.25,179.18,1991,9,3,"AI",172,172,14,NA,NA,542,"123-7","1991-09-03",413
11013500,9782757,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,1.19,1.32,32,5,386.6,8,3,"C",1,NA,83,199101,121,"Race_Groundfish",51.25,179.18,1991,9,3,"AI",172,172,14,NA,NA,542,"123-7","1991-09-03",413
11013506,9782890,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.1e+09,"Gastropoda (snail)",2,0.03,0.46,39,4,715.1,8,4,"C",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11013506,9782890,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",24,0.054,0.46,39,4,715.1,8,3,"C",2,NA,83,199101,129,"Race_Groundfish",52.06,176.4,1991,9,8,"AI",170,170,19,6.2,5,543,"86-25","1991-09-08",222
11012978,9782413,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.171e+09,"Caprellidea (amphipod)",1,0.007,0.06,37,2,646.9,8,5,"C",1,NA,83,199101,100,"Race_Groundfish",51.68,-178.28,1991,8,19,"AI",159,159,13,NA,NA,542,"157-17","1991-08-19",322
11012978,9782413,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",2,0.001,0.06,37,2,646.9,8,2,"C",1,NA,83,199101,100,"Race_Groundfish",51.68,-178.28,1991,8,19,"AI",159,159,13,NA,NA,542,"157-17","1991-08-19",322
11012978,9782413,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",9999990000,"Unidentified organic material",NA,0.04,0.06,37,2,646.9,8,2,"C",1,NA,83,199101,100,"Race_Groundfish",51.68,-178.28,1991,8,19,"AI",159,159,13,NA,NA,542,"157-17","1991-08-19",322
11013183,9782621,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.179e+09,"Caridea (shrimp)",2,0.017,2.18,35,4,531.2,8,4,"C",1,NA,83,199101,110,"Race_Groundfish",52.21,-179.82,1991,8,23,"AI",124,124,18,NA,NA,542,"136-29","1991-08-23",312
11013183,9782621,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8300000300,"Sagitta sp. (arrow worm)",1,0.003,2.18,35,4,531.2,8,3,"C",1,NA,83,199101,110,"Race_Groundfish",52.21,-179.82,1991,8,23,"AI",124,124,18,NA,NA,542,"136-29","1991-08-23",312
11013183,9782621,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.169e+09,"Gammaridea (amphipod)",3,0.014,2.18,35,4,531.2,8,4,"C",1,NA,83,199101,110,"Race_Groundfish",52.21,-179.82,1991,8,23,"AI",124,124,18,NA,NA,542,"136-29","1991-08-23",312
11013183,9782621,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.087,2.18,35,4,531.2,8,4,"C",1,NA,83,199101,110,"Race_Groundfish",52.21,-179.82,1991,8,23,"AI",124,124,18,NA,NA,542,"136-29","1991-08-23",312
11013184,9782622,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.68,0.73,29,4,272.7,7,3,"C",1,NA,83,199101,111,"Race_Groundfish",52.26,179.93,1991,8,23,"AI",88,88,21,NA,NA,542,"133-30","1991-08-23",311
11013184,9782622,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.169e+09,"Gammaridea (amphipod)",NA,0.002,0.73,29,4,272.7,7,4,"C",1,NA,83,199101,111,"Race_Groundfish",52.26,179.93,1991,8,23,"AI",88,88,21,NA,NA,542,"133-30","1991-08-23",311
11013184,9782622,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.7e+09,"Cephalopoda (squid and octopus)",NA,0.001,0.73,29,4,272.7,7,2,"C",1,"C",83,199101,111,"Race_Groundfish",52.26,179.93,1991,8,23,"AI",88,88,21,NA,NA,542,"133-30","1991-08-23",311
11013183,9782617,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.1e+09,"Gastropoda (snail)",1,0.01,0.01,40,2,852.9,8,5,"C",1,NA,83,199101,110,"Race_Groundfish",52.21,-179.82,1991,8,23,"AI",124,124,18,NA,NA,542,"136-29","1991-08-23",312
11013183,9782618,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",0,"Empty",NA,0,0,39,1,779.7,8,1,NA,1,NA,83,199101,110,"Race_Groundfish",52.21,-179.82,1991,8,23,"AI",124,124,18,NA,NA,542,"136-29","1991-08-23",312
11012458,9781755,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8300000300,"Sagitta sp. (arrow worm)",1,0.038,19.95,30,6,307.6,8,4,"C",1,NA,83,199101,65,"Race_Groundfish",51.97,-173.87,1991,8,10,"AI",82,82,15,NA,NA,541,"216-23","1991-08-10",621
11012458,9781755,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,19.646,19.95,30,6,307.6,8,5,"C",1,NA,83,199101,65,"Race_Groundfish",51.97,-173.87,1991,8,10,"AI",82,82,15,NA,NA,541,"216-23","1991-08-10",621
11012458,9781752,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.17e+09,"Hyperiidea (amphipod)",5,0.022,8.02,30,4,288.4,8,5,"C",2,NA,83,199101,65,"Race_Groundfish",51.97,-173.87,1991,8,10,"AI",82,82,15,NA,NA,541,"216-23","1991-08-10",621
11012458,9781752,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",9999990000,"Unidentified organic material",NA,1.146,8.02,30,4,288.4,8,3,"C",2,NA,83,199101,65,"Race_Groundfish",51.97,-173.87,1991,8,10,"AI",82,82,15,NA,NA,541,"216-23","1991-08-10",621
11012458,9781752,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,6.668,8.02,30,4,288.4,8,4,"C",2,NA,83,199101,65,"Race_Groundfish",51.97,-173.87,1991,8,10,"AI",82,82,15,NA,NA,541,"216-23","1991-08-10",621
11012458,9781752,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8831020000,"Cottidae (sculpin)",3,0.071,8.02,30,4,288.4,8,4,"7",2,NA,83,199101,65,"Race_Groundfish",51.97,-173.87,1991,8,10,"AI",82,82,15,NA,NA,541,"216-23","1991-08-10",621
11012458,9781752,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.169e+09,"Gammaridea (amphipod)",1,0.003,8.02,30,4,288.4,8,4,"C",2,NA,83,199101,65,"Race_Groundfish",51.97,-173.87,1991,8,10,"AI",82,82,15,NA,NA,541,"216-23","1991-08-10",621
11012458,9781752,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.11e+09,"Ostracoda",3,0.006,8.02,30,4,288.4,8,5,"C",2,NA,83,199101,65,"Race_Groundfish",51.97,-173.87,1991,8,10,"AI",82,82,15,NA,NA,541,"216-23","1991-08-10",621
11009793,9783605,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.179e+09,"Caridea (shrimp)",6,0.102,3.4,25,5,161.1,0,5,"C",1,NA,94,199401,226,"Race_Groundfish",52.01,177.82,1994,8,4,"AI",143,198,17,5.8,4.3,542,"105-24","1994-08-04",322
11009793,9783605,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6118260102,"Candacia columbiae (copepod)",6,0.034,3.4,25,5,161.1,0,5,"C",1,NA,94,199401,226,"Race_Groundfish",52.01,177.82,1994,8,4,"AI",143,198,17,5.8,4.3,542,"105-24","1994-08-04",322
11009793,9783605,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6118010403,"Neocalanus cristatus (copepod)",NA,2.006,3.4,25,5,161.1,0,5,"C",1,NA,94,199401,226,"Race_Groundfish",52.01,177.82,1994,8,4,"AI",143,198,17,5.8,4.3,542,"105-24","1994-08-04",322
