SPECIES_CODE,SPECIES_NAME,COMMON_NAME,ECOPATH_Name.goa,EGOA,FINAL_GOA,wgoa.wt,egoa.wt,PHYLUM_TAXON,CLASS_TAXON,ORDER_TAXON,FAMILY_TAXON,GENUS_TAXON,SPECIES_TAXON
22236,Careproctus rastrinus,salmon snailfish,Misc. fish shallow,Shelf_demersals,Shelf_demersals,241.9472938,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,rastrinus
22237,Careproctus ovigerus,abyssal snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,ovigerus
22238,Liparis tunicatus,kelp snailfish,NA,Shelf_demersals,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Liparis,tunicatus
22239,Careproctus zachirus,paintbrush snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,zachirus
22240,Careproctus candidus,bigeye snailfish,Misc. fish shallow,NA,Shelf_demersals,0.921604752,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,candidus
22241,Paraliparis dactylosus,red snailfish,Misc. fish shallow,NA,Shelf_demersals,44.54874918,44.36005647,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,dactylosus
22242,Paraliparis rosaceus,rosy snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,rosaceus
22243,Paraliparis deani,prickly snailfish,Misc. fish shallow,NA,Shelf_demersals,0,0.25167515,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,deani
22244,Paraliparis cephalus,swellhead snailfish,Misc. fish shallow,NA,Shelf_demersals,1.034156355,1.959738177,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,cephalus
22245,Careproctus lycopersicus,tomato snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,lycopersicus
22246,Careproctus comus,comic snailfish,Misc. fish shallow,NA,Shelf_demersals,0.409558908,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,comus
22247,Careproctus oregonensis,Oregon snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,oregonensis
22248,Careproctus microstomus,smallmouth snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,microstomus
22249,Paraliparis pectoralis,pectoral snailfish,Misc. fish shallow,NA,Shelf_demersals,0.464292646,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,pectoralis
22250,Paraliparis sp.,NA,Misc. fish shallow,Shelf_demersals,Shelf_demersals,11.28993632,3.075450864,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,NA
22251,Careproctus ostentum,microdisk snailfish,Misc. fish shallow,NA,Shelf_demersals,0.786866893,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,ostentum
22252,Paraliparis paucidens,toothless snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,paucidens
22253,Lipariscus nanus,pygmy snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Lipariscus,nanus
22254,Liparis bathyarcticus,nebulous snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Liparis,bathyarcticus
22255,Nectoliparis pelagicus,tadpole snailfish,Misc. fish shallow,Shelf_demersals,Shelf_demersals,0.379008621,0.222235076,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Nectoliparis,pelagicus
22256,Careproctus staufferi,wry snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,staufferi
22257,Gyrinichthys minytremus,smallpore snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Gyrinichthys,minytremus
22258,Careproctus lerikimae,dusty snailfish,Misc. fish shallow,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,lerikimae
22259,Careproctus sp. F,two-tone snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,sp. F
22260,Rhinoliparis sp.,NA,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Rhinoliparis,NA
22261,Rhinoliparis barbulifer,longnose snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Rhinoliparis,barbulifer
22262,Rhinoliparis attenuatus,slim snailfish,Misc. fish shallow,NA,Shelf_demersals,0.795543605,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Rhinoliparis,attenuatus
22263,Prognatholiparis ptychomandibularis,wrinkle-jaw snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Prognatholiparis,ptychomandibularis
22264,Lopholiparis flerxi,hardhead snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Lopholiparis,flerxi
22265,Liparis marmoratus,festive snailfish,NA,Shelf_demersals,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Liparis,marmoratus
22266,Careproctus sp. J (Orr),teardrop snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,NA
22267,Elassodiscus nyctereutes,racoon snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Elassodiscus,nyctereutes
22268,Careproctus sp. A2 (Orr),pimpled snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,sp. A2 (Orr)
22269,Careproctus sp. A1 (Orr),Katherine snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,sp. A1 (Orr)
22270,Allocareproctus sp.,NA,Misc. fish shallow,Shelf_demersals,Shelf_demersals,1.161599552,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Allocareproctus,NA
22271,Acantholiparis opercularis,spiny snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Acantholiparis,opercularis
22272,Allocareproctus kallaion,combed snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Allocareproctus,kallaion
22273,Allocareproctus ungak,whiskered snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Allocareproctus,ungak
22274,Allocareproctus unangas,goldeneye snailfish,Misc. fish shallow,NA,Shelf_demersals,2.363864284,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Allocareproctus,unangas
22275,Careproctus faunus,mischievous snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,faunus
22276,Paraliparis sp. cf. dactylosus (Orr and Baldwin),bluntnose snailfish,Misc. fish shallow,NA,Shelf_demersals,0.909739188,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,sp. cf. dactylosus (Orr and Baldwin)
22277,Paraliparis sp. cf. ulochir (Orr and Baldwin),NA,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,sp. cf. ulochir (Orr and Baldwin)
22278,Paraliparis sp. cf. grandis (Orr and Baldwin),surly snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,sp. cf. grandis (Orr and Baldwin)
22279,Paraliparis adustus,brown snailfish,Misc. fish shallow,NA,Shelf_demersals,0.310861082,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,adustus
22280,Paraliparis bullacephalus,bubblehead snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,bullacephalus
22281,Paraliparis grandis,grand snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,grandis
22282,Paraliparis sp. cf. pectoralis (Orr and Baldwin),rusty snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,sp. cf. pectoralis (Orr and Baldwin)
22283,Paraliparis penicillus,comet snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,penicillus
22284,Paraliparis holomelas,ebony snailfish,Misc. fish shallow,NA,Shelf_demersals,0.583617101,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,holomelas
22285,Paraliparis albeolus,white snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,albeolus
22286,Paraliparis mento,NA,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,mento
22287,Paraliparis melanobranchus,blackmouth snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Paraliparis,melanobranchus
22288,Elassodiscus obscurus,NA,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Elassodiscus,obscurus
22289,Lopholiparis sp.,hardhead snailfishes,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Lopholiparis,NA
22290,Careproctus sp. cf. melanurus (Orr et al.),scorched snailfish,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,sp. cf. melanurus (Orr et al.)
22291,Careproctus sp. M (Orr),NA,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus,sp. M (Orr)
22300,Melamphaidae,bigscale unid.,Misc. fish deep,Slope_forage_fish,Slope_forage_fish,1.295916561,6.643866549,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,NA,NA
22310,Poromitra curilensis (=crassiceps),crested bigscale,Misc. fish deep,NA,Slope_forage_fish,28.66835787,4.339293233,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,Poromitra,curilensis
22311,Poromitra cristiceps,NA,Misc. fish deep,Slope_forage_fish,Slope_forage_fish,8.56143012,0.516967616,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,Poromitra,cristiceps
22320,Melamphaes lugubris,highsnout bigscale,Misc. fish deep,Slope_forage_fish,Slope_forage_fish,9.90819872,5.51228538,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,Melamphaes,lugubris
22321,Scopeloberyx robustus,longjaw bigscale,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,Scopeloberyx,robustus
22390,Allocyttus folletti,oxeye oreo,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,0,5.944015301,Chordata,Actinopterygii,Zeiformes,Oreosomatidae,Allocyttus,folletti
22400,Melanostomiinae,scaleless dragonfish unid.,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,0,5.890268156,Chordata,Actinopterygii,Stomiiformes,Stomiidae,NA,NA
22401,Flagellostomias boureei,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Flagellostomias,boureei
22410,Tactostoma macropus,longfin dragonfish,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,2.739398169,117.0234933,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Tactostoma,macropus
22420,Bathophilus flemingi,highfin dragonfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Bathophilus,flemingi
22450,Borostomias panamensis,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Borostomias,panamensis
22461,Caristius macropus,manefish,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,0,5.401919561,Chordata,Actinopterygii,Perciformes,Caristiidae,Caristius,macropus
22500,Merluccius productus,Pacific hake,Gen fish,Pacific_hake,Pacific_hake,2824.826221,376198.48,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,productus
22501,Merluccius productus (juvenile),Pacific hake (juvenile),NA,NA,ZERO,0,0,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,productus
22502,Merluccius productus (adult),Pacific hake (adult),NA,NA,ZERO,0,0,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,productus
22570,Anotopterus nikparini,North Pacific daggertooth,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,32.09575062,0,Chordata,Actinopterygii,Aulopiformes,Paralepididae,Anotopterus,nikparini
22582,Mola mola,ocean sunfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Tetraodontiformes,Molidae,Mola,mola
22595,Scopelengys tristis,blackchin,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Myctophiformes,Neoscopelidae,Scopelengys,tristis
22600,Myctophidae,lanternfish unid.,Myctophidae,Slope_forage_fish,Slope_forage_fish,1004.543479,6575.157843,Chordata,Actinopterygii,Myctophiformes,Myctophidae,NA,NA
22601,Stenobrachius sp.,NA,Myctophidae,NA,Slope_forage_fish,389.2212276,1602.648566,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
22602,Stenobrachius leucopsarus,northern lampfish,Myctophidae,Slope_forage_fish,Slope_forage_fish,1393.828617,4279.189905,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,leucopsarus
22603,Stenobrachius nannochir,garnet lampfish,Myctophidae,Slope_forage_fish,Slope_forage_fish,134.5292341,240.7444247,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,nannochir
22609,Diaphus sp.,NA,Myctophidae,Slope_forage_fish,Slope_forage_fish,0.254532567,0,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA
22610,Diaphus theta,California headlightfish,Myctophidae,Slope_forage_fish,Slope_forage_fish,28.74021407,255.6353543,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,theta
22620,Lampanyctus sp.,NA,Myctophidae,Slope_forage_fish,Slope_forage_fish,202.5253176,91.8322838,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Lampanyctus,NA
22623,Nannobrachium ritteri,broadfin lanternfish,Myctophidae,NA,Slope_forage_fish,37.80981393,0,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium,ritteri
22624,Nannobrachium regale,pinpoint lampfish,Myctophidae,Slope_forage_fish,Slope_forage_fish,14.24034417,151.6250038,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium,regale
22625,Lampanyctus jordani,brokenline lampfish,Myctophidae,Slope_forage_fish,Slope_forage_fish,37.28973774,33.11882752,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Lampanyctus,jordani
22626,Nannobrachium sp.,NA,NA,NA,Slope_forage_fish,0,0,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium,NA
22627,Nannobrachium nigrum,black lanternfish,NA,NA,Slope_forage_fish,0,0,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium,nigrum
22630,Ceratoscopelus townsendi,NA,NA,NA,Slope_forage_fish,0,0,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus,townsendi
22640,Hygophum reinhardtii,slender lanternfish,NA,NA,Slope_forage_fish,0,0,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Hygophum,reinhardtii
22642,Notoscopelus resplendens,patchwork lampfish,NA,NA,Slope_forage_fish,0,0,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Notoscopelus,resplendens
22647,Protomyctophum crockeri,California flashlightfish,NA,NA,Slope_forage_fish,0,0,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Protomyctophum,crockeri
22648,Protomyctophum sp.,NA,Myctophidae,Slope_forage_fish,Slope_forage_fish,0,0.070499775,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Protomyctophum,NA
22649,Protomyctophum thompsoni,northern flashlightfish,Myctophidae,Slope_forage_fish,Slope_forage_fish,0.998517591,1.847649365,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Protomyctophum,thompsoni
22650,Tarletonbeania sp.,NA,NA,NA,Slope_forage_fish,0,0,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
22651,Tarletonbeania crenularis,blue lanternfish,Myctophidae,Slope_forage_fish,Slope_forage_fish,0,0.317487987,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,crenularis
22656,Symbolophorus californiensis,California lanternfish,NA,Slope_forage_fish,Slope_forage_fish,0,0,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Symbolophorus,californiensis
22701,Nemichthyidae,snipe eel unid.,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,0.489444637,11.08940906,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,NA,NA
22702,Nemichthys scolopaceus,slender snipe eel,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,0,0.433023217,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,Nemichthys,scolopaceus
22703,Avocettina sp.,NA,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,1.84155645,0,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,Avocettina,NA
22704,Avocettina infans,blackline snipe eel,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,0.937751383,0,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,Avocettina,infans
22705,Nemichthys larseni,pale snipe eel,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,Nemichthys,larseni
22721,Serrivomer sector,sawtooth eel,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Anguilliformes,Serrivomeridae,Serrivomer,sector
22750,Linophrynidae,NA,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Lophiiformes,Linophrynidae,NA,NA
22800,Notacanthidae,spiny eel unid.,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Albuliformes,Notacanthidae,NA,NA
22810,Polyacanthonotus challengeri,NA,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Albuliformes,Notacanthidae,Polyacanthonotus,challengeri
22815,Notacanthus chemnitzii,snubnosed spiny eel,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Albuliformes,Notacanthidae,Notacanthus,chemnitzii
22900,Oneirodidae,dreamer unid.,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,12.99322447,0,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,NA,NA
22901,Bertella idiomorpha,NA,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,0.397976116,0,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,Bertella,idiomorpha
22912,Oneirodes sp.,NA,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,23.56545577,12.21569898,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,Oneirodes,NA
22913,Oneirodes acanthias,spiny dreamer,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,0.968764075,0.66646073,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,Oneirodes,acanthias
22914,Oneirodes bulbosus,hairy-lure dreamer,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,42.14027795,2.389414046,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,Oneirodes,bulbosus
22915,Oneirodes thompsoni,NA,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,0,0.216183403,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,Oneirodes,thompsoni
22917,Chaenophryne longiceps,NA,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,Chaenophryne,longiceps
22918,Chaenophryne melanorhabdus,NA,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,Chaenophryne,melanorhabdus
22919,Chaenophryne draco,smooth dreamer,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,Chaenophryne,draco
22920,Gigantactis vanhoeffeni,whipnose,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Lophiiformes,Gigantactinidae,Gigantactis,vanhoeffeni
22921,Gigantactis microdontis,NA,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Lophiiformes,Gigantactinidae,Gigantactis,microdontis
22924,Caulophryne jordani,fanfin angler,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Lophiiformes,Caulophrynidae,Caulophryne,jordani
22925,Caulophryne pelagica,NA,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Lophiiformes,Caulophrynidae,Caulophryne,pelagica
22951,Paralepididae,barracudina unid.,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,2.2622149,2.104250814,Chordata,Actinopterygii,Aulopiformes,Paralepididae,NA,NA
22952,Magnisudis atlantica,duckbill barracudina,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,5.226691626,20.83927373,Chordata,Actinopterygii,Aulopiformes,Paralepididae,Magnisudis,atlantica
22955,Lestidiops ringens,slender barracudina,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,0.522732458,0.139630019,Chordata,Actinopterygii,Aulopiformes,Paralepididae,Lestidiops,ringens
22956,Arctozenus risso,ribbon barracudina,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Aulopiformes,Paralepididae,Arctozenus,risso
23000,Osmeridae,smelt unid.,Gen fish,Shelf_forage_fish,Shelf_forage_fish,529.9179624,147.8969002,Chordata,Actinopterygii,Osmeriformes,Osmeridae,NA,NA
23010,Thaleichthys pacificus,eulachon,Eulachon,Shelf_forage_fish,Eulachon,1335366.165,247366.0906,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,pacificus
23020,Hypomesus pretiosus,surf smelt,Oth. pelagic smelt,Shelf_forage_fish,Shelf_forage_fish,0,37.52287327,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Hypomesus,pretiosus
23030,Allosmerus elongatus,whitebait smelt,NA,Shelf_forage_fish,Shelf_forage_fish,0,0,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Allosmerus,elongatus
23041,Mallotus catervarius (=villosus),Pacific capelin,Capelin,Pacific_capelin,Pacific_capelin,66954.29691,3619.075344,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,villosus
23055,Osmerus mordax,rainbow smelt,Oth. pelagic smelt,Shelf_forage_fish,Shelf_forage_fish,0,120.6798017,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,mordax
23060,Spirinchus starksi,night smelt,Oth. pelagic smelt,NA,Shelf_forage_fish,0,84.02190491,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,starksi
23061,Spirinchus thaleichthys,longfin smelt,Oth. pelagic smelt,Shelf_forage_fish,Shelf_forage_fish,122.8075171,932.7282326,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,thaleichthys
23071,Hypomesus olidus,pond smelt,NA,NA,Shelf_forage_fish,0,0,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Hypomesus,olidus
23201,Salmonidae,salmon and trouts unid.,Salmon returning,NA,MISC_NA,61.98348512,38.9898373,Chordata,Actinopterygii,Salmoniformes,Salmonidae,NA,NA
23202,Oncorhynchus sp.,salmon unid.,Salmon returning,MISC_NA,MISC_NA,9.400750511,33.42129548,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
23220,Oncorhynchus tshawytscha,chinook salmon,Salmon returning,Chinook_salmon,Chinook_salmon,101232.415,22519.78901,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha
23225,Oncorhynchus kisutch,coho salmon,Salmon returning,Coho_salmon,Coho_salmon,11334.67186,2916.070963,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,kisutch
23230,Oncorhynchus gorbuscha,pink salmon,Salmon returning,Pink_salmon,Pink_salmon,4574.216044,5986.480884,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha
23235,Oncorhynchus keta,chum salmon,Salmon returning,Chum_salmon,Chum_salmon,237506.4572,16263.8618,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,keta
23240,Oncorhynchus nerka,sockeye salmon,Salmon returning,Sockeye_salmon,Sockeye_salmon,7384.547626,855.4354065,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,nerka
23250,Salvelinus alpinus,Arctic char,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,alpinus
23252,Salvelinus malma,Dolly Varden,Salmon returning,MISC_NA,MISC_NA,697.105948,0,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,malma
23260,Oncorhynchus mykiss,steelhead,NA,MISC_NA,ZERO,0,0,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss
23310,Coregonus laurettae,Bering cisco,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,laurettae
23402,Genyonemus lineatus,white croaker,NA,Shelf_demersals,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Sciaenidae,Genyonemus,lineatus
23500,Scombridae,mackerel unid.,Gen fish,NA,Shelf_forage_fish,0.996214848,210.2886336,Chordata,Actinopterygii,Perciformes,Scombridae,NA,NA
23524,Scomber japonicus,chub mackerel,NA,Shelf_forage_fish,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Scombridae,Scomber,japonicus
23562,Cololabis saira,Pacific saury,Oth. pelagic smelt,Pacific_saury,Pacific_saury,1.7265429,7.867304134,Chordata,Actinopterygii,Beloniformes,Scomberesocidae,Cololabis,saira
23590,Neoscopelus macrolepidotus,glowingfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Myctophiformes,Neoscopelidae,Neoscopelus,macrolepidotus
23602,Benthalbella sp.,NA,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,0.867485857,2.988409414,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,Benthalbella,NA
23603,Benthalbella dentata,northern pearleye,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,2.511728658,34.07202532,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,Benthalbella,dentata
23620,Scopelosaurus harryi,scaly paperbone,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,0,15.80093956,Chordata,Actinopterygii,Aulopiformes,Notosudidae,Scopelosaurus,harryi
23621,Scopelosaurus sp.,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Aulopiformes,Notosudidae,Scopelosaurus,NA
