"YEAR","ebs_domain","ebs_name","qq_cpue","guild","stat_count","area_km2","ave_bio_tkm2","tot_bio_tons"
2011,"Pribs","anemones",26.3954009509886,"Structural epifauna",39,32785,0.67680515258945,22189.0569276451
2012,"Pribs","anemones",14.5810472455382,"Structural epifauna",39,32785,0.37387300629585,12257.4265114094
2013,"Pribs","anemones",51.1539950116904,"Structural epifauna",39,32785,1.31164089773565,43002.1468322633
2014,"Pribs","anemones",43.0538930117069,"Structural epifauna",39,32785,1.10394597465915,36192.8687792002
2015,"Pribs","anemones",44.8132085221412,"Structural epifauna",39,32785,1.14905662877285,37671.8215743179
2016,"Pribs","anemones",19.1036314946705,"Structural epifauna",39,32785,0.48983670499155,16059.296373148
2017,"Pribs","anemones",18.5264383004513,"Structural epifauna",39,32785,0.47503687949875,15574.0840943665
2018,"Pribs","anemones",28.5133775460944,"Structural epifauna",39,32785,0.73111224477165,23969.5149448385
2019,"Pribs","anemones",25.3781753764695,"Structural epifauna",39,32785,0.6507224455505,21333.9353773731
2021,"Pribs","anemones",23.7742167986427,"Structural epifauna",39,32785,0.6095953025293,19985.5819934231
2022,"Pribs","anemones",65.5281147645638,"Structural epifauna",39,32785,1.68020807088625,55085.6216040057
1982,"SE_inner","anemones",0.88269540514545,"Structural epifauna",57,77871,0.0154858843007974,1205.90129638739
1983,"SE_inner","anemones",0.17674953259275,"Structural epifauna",58,77871,0.00304740573435776,237.304531940173
1984,"SE_inner","anemones",0.8250892530738,"Structural epifauna",58,77871,0.0142256767771345,1107.76767631224
1985,"SE_inner","anemones",0.28685937901335,"Structural epifauna",58,77871,0.00494585136229914,385.138391433596
1986,"SE_inner","anemones",0.4933103775717,"Structural epifauna",58,77871,0.0085053513374431,662.320213998032
1987,"SE_inner","anemones",2.2977339967452,"Structural epifauna",58,77871,0.0396161033921586,3084.94558725078
1988,"SE_inner","anemones",2.80068345301095,"Structural epifauna",58,77871,0.0482876457415681,3760.20726154165
1989,"SE_inner","anemones",2.3274950244741,"Structural epifauna",58,77871,0.0401292245598983,3124.90284570384
1990,"SE_inner","anemones",1.55000554723755,"Structural epifauna",58,77871,0.0267242335730612,2081.04279256785
1991,"SE_inner","anemones",0.86190834975375,"Structural epifauna",58,77871,0.0148604887888578,1157.20112247714
1992,"SE_inner","anemones",1.31507409886125,"Structural epifauna",57,77871,0.0230714754186184,1796.59886232324
1993,"SE_inner","anemones",2.63774232254325,"Structural epifauna",58,77871,0.0454783159059181,3541.44193790975
1994,"SE_inner","anemones",0.4689099085398,"Structural epifauna",58,77871,0.00808465359551379,629.560060136255
1995,"SE_inner","anemones",0.61718891827515,"Structural epifauna",58,77871,0.0106411882461233,828.639969913866
1996,"SE_inner","anemones",0.580727192175,"Structural epifauna",58,77871,0.0100125377961207,779.686330721714
1997,"SE_inner","anemones",1.32339289180215,"Structural epifauna",58,77871,0.022817118824175,1776.79185995733
1998,"SE_inner","anemones",2.37563085618105,"Structural epifauna",58,77871,0.0409591526927767,3189.53017933922
1999,"SE_inner","anemones",1.8502861769145,"Structural epifauna",56,77871,0.0330408245877589,2572.92205147338
2000,"SE_inner","anemones",2.37455874444165,"Structural epifauna",57,77871,0.0416589253410816,3244.02217523536
2001,"SE_inner","anemones",1.6989198824481,"Structural epifauna",58,77871,0.0292917221111741,2280.97569251924
2002,"SE_inner","anemones",3.39796881538335,"Structural epifauna",58,77871,0.0585856692307474,4562.12464866753
2003,"SE_inner","anemones",2.3483813494713,"Structural epifauna",59,77871,0.0398030737198525,3099.50515363864
2004,"SE_inner","anemones",1.5242649385314,"Structural epifauna",59,77871,0.0258349989581593,2011.79720387082
2005,"SE_inner","anemones",2.349711562185,"Structural epifauna",58,77871,0.0405122683135345,3154.73084584324
2006,"SE_inner","anemones",1.27405589786865,"Structural epifauna",58,77871,0.0219664809977353,1710.55184177465
2007,"SE_inner","anemones",1.55689485785925,"Structural epifauna",58,77871,0.0268430147906767,2090.29240476479
2008,"SE_inner","anemones",1.59910429411785,"Structural epifauna",57,77871,0.0280544613003132,2184.62895591669
2009,"SE_inner","anemones",1.1510509296936,"Structural epifauna",58,77871,0.0198457056843724,1545.40494734776
2010,"SE_inner","anemones",1.55816550880965,"Structural epifauna",58,77871,0.0268649225656836,2091.99838511235
2011,"SE_inner","anemones",2.8335119115498,"Structural epifauna",58,77871,0.0488536536474104,3804.28286317749
2012,"SE_inner","anemones",2.84823359404545,"Structural epifauna",58,77871,0.0491074757594043,3824.04824486057
2013,"SE_inner","anemones",2.86542708971805,"Structural epifauna",58,77871,0.0494039153399664,3847.13229143852
2014,"SE_inner","anemones",2.7495099713757,"Structural epifauna",58,77871,0.0474053443340638,3691.50156863788
2015,"SE_inner","anemones",7.62576204402285,"Structural epifauna",58,77871,0.131478655931428,10238.3744160363
2016,"SE_inner","anemones",5.29503083040945,"Structural epifauna",58,77871,0.0912936350070595,7109.12665163473
2017,"SE_inner","anemones",9.83163194783835,"Structural epifauna",58,77871,0.169510895652385,13199.9829553469
2018,"SE_inner","anemones",2.43314766560775,"Structural epifauna",58,77871,0.0419508218208233,3266.75244600933
2019,"SE_inner","anemones",5.73489445237995,"Structural epifauna",58,77871,0.098877490558275,7699.68906726343
2021,"SE_inner","anemones",5.66516748147675,"Structural epifauna",58,77871,0.0976753014047716,7606.07339569097
2022,"SE_inner","anemones",3.73117717320465,"Structural epifauna",58,77871,0.0643306409173216,5009.49133887275
1982,"SE_middle","anemones",2.226021633732,"Structural epifauna",68,94526,0.0327356122607647,3094.36648456104
1983,"SE_middle","anemones",0.0301581061509,"Structural epifauna",69,94526,0.000437074002186957,41.3148571307243
1984,"SE_middle","anemones",1.3434155712315,"Structural epifauna",69,94526,0.019469790887413,1840.40145342361
1985,"SE_middle","anemones",1.0496172467937,"Structural epifauna",68,94526,0.0154355477469662,1459.06058632972
1986,"SE_middle","anemones",2.31209830866105,"Structural epifauna",68,94526,0.0340014457156037,3214.02065771315
1987,"SE_middle","anemones",6.8766636739593,"Structural epifauna",68,94526,0.10112740696999,9559.16927124525
1988,"SE_middle","anemones",5.00278111181745,"Structural epifauna",66,94526,0.0757997138154159,7165.04374811601
1989,"SE_middle","anemones",8.40286436979795,"Structural epifauna",67,94526,0.125415886116387,11855.0620510376
1990,"SE_middle","anemones",4.71936638811495,"Structural epifauna",68,94526,0.0694024468840434,6560.33569416109
1991,"SE_middle","anemones",2.9016902766072,"Structural epifauna",68,94526,0.0426719158324588,4033.605515979
1992,"SE_middle","anemones",6.98970197374215,"Structural epifauna",68,94526,0.102789734907973,9716.30248191104
1993,"SE_middle","anemones",6.07582598550915,"Structural epifauna",69,94526,0.08805544906535,8323.52937835128
1994,"SE_middle","anemones",8.84149704866025,"Structural epifauna",69,94526,0.12813763838638,12112.338406111
1995,"SE_middle","anemones",9.5111598804027,"Structural epifauna",69,94526,0.13784289681743,13029.7376645644
1996,"SE_middle","anemones",11.1488204892968,"Structural epifauna",69,94526,0.161577108540533,15273.2377619024
1997,"SE_middle","anemones",12.6541447870988,"Structural epifauna",69,94526,0.183393402711576,17335.4447847144
1998,"SE_middle","anemones",13.7780653336092,"Structural epifauna",69,94526,0.199682106284191,18875.1507786195
1999,"SE_middle","anemones",5.10074035852485,"Structural epifauna",69,94526,0.0739237733119544,6987.7185960858
2000,"SE_middle","anemones",12.6731449895915,"Structural epifauna",69,94526,0.183668767965093,17361.4739606684
2001,"SE_middle","anemones",7.77079493765835,"Structural epifauna",69,94526,0.112620216487802,10645.538583726
2002,"SE_middle","anemones",9.4056759975984,"Structural epifauna",69,94526,0.13631414489273,12885.2308601302
2003,"SE_middle","anemones",5.88439447826295,"Structural epifauna",68,94526,0.0865352129156316,8179.827536063
2004,"SE_middle","anemones",7.6141574271399,"Structural epifauna",68,94526,0.111972903340293,10584.3506611445
2005,"SE_middle","anemones",11.3884573169738,"Structural epifauna",69,94526,0.165050106043098,15601.5263238299
2006,"SE_middle","anemones",7.46961095457135,"Structural epifauna",69,94526,0.108255231225672,10232.9339868378
2007,"SE_middle","anemones",19.3947296858387,"Structural epifauna",69,94526,0.281083038925198,26569.6553374433
2008,"SE_middle","anemones",15.7751911109793,"Structural epifauna",69,94526,0.228625958130135,21611.0973182091
2009,"SE_middle","anemones",12.7890323270522,"Structural epifauna",69,94526,0.185348294594959,17520.2328948831
2010,"SE_middle","anemones",18.8540677064435,"Structural epifauna",69,94526,0.273247358064398,25828.9797683953
2011,"SE_middle","anemones",44.8346606838897,"Structural epifauna",69,94526,0.649777691070865,61420.8860261646
2012,"SE_middle","anemones",32.223509562933,"Structural epifauna",69,94526,0.467007384970044,44144.3400716783
2013,"SE_middle","anemones",27.2810843712596,"Structural epifauna",69,94526,0.39537803436608,37373.5040764881
2014,"SE_middle","anemones",25.8194883346803,"Structural epifauna",69,94526,0.374195483111309,35371.2022365796
2015,"SE_middle","anemones",16.4933967798113,"Structural epifauna",69,94526,0.239034735939294,22594.9974493977
2016,"SE_middle","anemones",5.3223398988825,"Structural epifauna",69,94526,0.0771353608533696,7291.29712002561
2017,"SE_middle","anemones",11.5500781616883,"Structural epifauna",69,94526,0.167392437125917,15822.9375117645
2018,"SE_middle","anemones",5.58193984422555,"Structural epifauna",69,94526,0.0808976789018196,7646.9339958734
2019,"SE_middle","anemones",11.4918962459048,"Structural epifauna",69,94526,0.166549220955141,15743.2316600057
2021,"SE_middle","anemones",7.77387229542885,"Structural epifauna",69,94526,0.11266481587578,10649.754385474
2022,"SE_middle","anemones",9.56922267265965,"Structural epifauna",69,94526,0.138684386560285,13109.2803239975
1982,"SE_outer","anemones",4.37247867865575,"Structural epifauna",23,38792,0.190107768637207,7374.66056097452
1983,"SE_outer","anemones",8.1543826202709,"Structural epifauna",25,38792,0.326175304810836,12652.992424222
1984,"SE_outer","anemones",23.3967838315712,"Structural epifauna",25,38792,0.935871353262846,36304.3215357723
1985,"SE_outer","anemones",3.9149549938668,"Structural epifauna",25,38792,0.156598199754672,6074.75736488324
1986,"SE_outer","anemones",14.1902724434874,"Structural epifauna",26,38792,0.5457797093649,21171.8864856832
1987,"SE_outer","anemones",11.6196264473016,"Structural epifauna",25,38792,0.464785057892064,18029.9419657489
1988,"SE_outer","anemones",20.5192458499821,"Structural epifauna",27,38792,0.759972068517856,29480.8364819447
1989,"SE_outer","anemones",27.716957355089,"Structural epifauna",26,38792,1.06603682134958,41353.7003737927
1990,"SE_outer","anemones",18.0405036545682,"Structural epifauna",26,38792,0.6938655251757,26916.4314526158
1991,"SE_outer","anemones",19.0751808257342,"Structural epifauna",26,38792,0.733660800989775,28460.1697919954
1992,"SE_outer","anemones",6.8098353755367,"Structural epifauna",26,38792,0.26191674521295,10160.2743803008
1993,"SE_outer","anemones",9.13537478878245,"Structural epifauna",25,38792,0.365414991551298,14175.178352258
1994,"SE_outer","anemones",8.0560461490626,"Structural epifauna",26,38792,0.3098479288101,12019.6208544014
1995,"SE_outer","anemones",17.2058448115242,"Structural epifauna",25,38792,0.688233792460968,26697.9652771459
1996,"SE_outer","anemones",11.2672689825794,"Structural epifauna",25,38792,0.450690759303174,17483.1959348887
1997,"SE_outer","anemones",8.02236397191645,"Structural epifauna",26,38792,0.308552460458325,11969.3670460993
1998,"SE_outer","anemones",10.1678183938246,"Structural epifauna",26,38792,0.391069938224025,15170.3850435864
1999,"SE_outer","anemones",4.01228884205955,"Structural epifauna",25,38792,0.160491553682382,6225.78835044696
2000,"SE_outer","anemones",8.52270263755755,"Structural epifauna",24,38792,0.355112609898231,13775.5283631722
2001,"SE_outer","anemones",6.43464590154945,"Structural epifauna",26,38792,0.247486380828825,9600.49168511178
2002,"SE_outer","anemones",8.51237859858555,"Structural epifauna",25,38792,0.340495143943422,13208.4876238532
2003,"SE_outer","anemones",9.55234683972465,"Structural epifauna",26,38792,0.367397955374025,14252.1014848692
2004,"SE_outer","anemones",12.6141093552006,"Structural epifauna",26,38792,0.4851580521231,18820.2511579593
2005,"SE_outer","anemones",8.27957151976695,"Structural epifauna",26,38792,0.318445058452575,12353.1207074923
2006,"SE_outer","anemones",15.2415276387719,"Structural epifauna",26,38792,0.586212601491225,22740.3592370476
2007,"SE_outer","anemones",7.0315044046182,"Structural epifauna",26,38792,0.2704424771007,10491.0045716904
2008,"SE_outer","anemones",6.18434751824175,"Structural epifauna",26,38792,0.237859519932375,9227.04649721669
2009,"SE_outer","anemones",8.77278262773315,"Structural epifauna",26,38792,0.337414716451275,13088.9916805779
2010,"SE_outer","anemones",12.9489060267099,"Structural epifauna",26,38792,0.49803484718115,19319.7677918512
2011,"SE_outer","anemones",15.1826111279076,"Structural epifauna",26,38792,0.5839465818426,22652.4558028381
2012,"SE_outer","anemones",13.0819173711194,"Structural epifauna",26,38792,0.503150668119975,19518.2207177101
2013,"SE_outer","anemones",14.9427261262168,"Structural epifauna",26,38792,0.574720235623725,22294.5473803155
2014,"SE_outer","anemones",10.1470214114724,"Structural epifauna",26,38792,0.3902700542874,15139.3559459168
2015,"SE_outer","anemones",6.7309557470064,"Structural epifauna",26,38792,0.2588829133464,10042.5859745335
2016,"SE_outer","anemones",2.848640599428,"Structural epifauna",26,38792,0.109563099978,4250.17177434658
2017,"SE_outer","anemones",5.74940766870405,"Structural epifauna",26,38792,0.221131064180925,8578.11624170644
2018,"SE_outer","anemones",9.15850460686395,"Structural epifauna",26,38792,0.352250177187075,13664.488873441
2019,"SE_outer","anemones",2.5860923468016,"Structural epifauna",26,38792,0.0994650902616,3858.44978142799
2021,"SE_outer","anemones",7.54058872250385,"Structural epifauna",26,38792,0.290022643173225,11250.5583739757
2022,"SE_outer","anemones",8.15592129915615,"Structural epifauna",26,38792,0.313689280736775,12168.634578341
1982,"StMatt","anemones",0.5446526175363,"Structural epifauna",19,27537,0.0286659272387526,789.373638373531
1983,"StMatt","anemones",0.90739368299385,"Structural epifauna",29,27537,0.0312894373446155,861.617236158678
1984,"StMatt","anemones",1.1911955581578,"Structural epifauna",29,27537,0.0410757089019931,1131.10179603418
1985,"StMatt","anemones",0.20392955057865,"Structural epifauna",29,27537,0.00703205346822931,193.641656354631
1986,"StMatt","anemones",0.1856738701272,"Structural epifauna",29,27537,0.00640254724576552,176.306943506645
1987,"StMatt","anemones",0.75298973859915,"Structural epifauna",25,27537,0.030119589543966,829.403137272192
1988,"StMatt","anemones",0.91932588957495,"Structural epifauna",28,27537,0.0328330674848196,904.124179329478
1989,"StMatt","anemones",0.9617636459262,"Structural epifauna",29,27537,0.0331642636526276,913.244328202406
1990,"StMatt","anemones",0.8119261033845,"Structural epifauna",26,27537,0.03122792705325,859.923427265345
1991,"StMatt","anemones",1.48490453995065,"Structural epifauna",27,27537,0.0549964644426167,1514.43764135634
1992,"StMatt","anemones",1.0609339818207,"Structural epifauna",29,27537,0.0365839304076103,1007.41169163437
1993,"StMatt","anemones",0.8555253141201,"Structural epifauna",29,27537,0.0295008729006931,812.365537066386
1994,"StMatt","anemones",0.68743209112695,"Structural epifauna",28,27537,0.0245511461116768,676.064910477244
1995,"StMatt","anemones",1.63674732852345,"Structural epifauna",29,27537,0.0564395630525328,1554.17624777759
1996,"StMatt","anemones",0.45893331318705,"Structural epifauna",28,27537,0.0163904754709661,451.344523043993
1997,"StMatt","anemones",1.13223933945135,"Structural epifauna",29,27537,0.03904273584315,1075.11981691282
1998,"StMatt","anemones",0.73657054584945,"Structural epifauna",29,27537,0.0253989843396362,699.411831760562
1999,"StMatt","anemones",0.3875683937931,"Structural epifauna",28,27537,0.0138417283497536,381.159673567164
2000,"StMatt","anemones",0.54486108370785,"Structural epifauna",29,27537,0.0187883132313052,517.37378145045
2001,"StMatt","anemones",0.2915151235113,"Structural epifauna",29,27537,0.0100522456383207,276.808688142437
2002,"StMatt","anemones",0.3121830553764,"Structural epifauna",29,27537,0.0107649329440138,296.433958479308
2003,"StMatt","anemones",0.7687239710709,"Structural epifauna",29,27537,0.0265077231403759,729.94317211653
2004,"StMatt","anemones",0.32565394084275,"Structural epifauna",29,27537,0.0112294462359569,309.225260999545
2005,"StMatt","anemones",0.29815626011925,"Structural epifauna",28,27537,0.0106484378614018,293.226033389421
2006,"StMatt","anemones",0.27385506069285,"Structural epifauna",29,27537,0.00944327795492586,260.039545044793
2007,"StMatt","anemones",0.1820803104081,"Structural epifauna",29,27537,0.00627863139338276,172.894672679581
2008,"StMatt","anemones",0.25832929439265,"Structural epifauna",29,27537,0.00890790670319483,245.297026885876
2009,"StMatt","anemones",0.3751994009478,"Structural epifauna",29,27537,0.0129379103775103,356.271238065502
2010,"StMatt","anemones",0.39045713931315,"Structural epifauna",29,27537,0.0134640392866603,370.759249836766
2011,"StMatt","anemones",0.38029193170995,"Structural epifauna",29,27537,0.01311351488655,361.106859430927
2012,"StMatt","anemones",0.77018323427175,"Structural epifauna",29,27537,0.0265580425610948,731.328818004868
2013,"StMatt","anemones",1.5363361225602,"Structural epifauna",29,27537,0.0529771076744897,1458.83061403242
2014,"StMatt","anemones",1.1036000582646,"Structural epifauna",29,27537,0.0380551744229172,1047.92533808387
2015,"StMatt","anemones",1.0671284052039,"Structural epifauna",29,27537,0.0367975312139276,1013.29361703792
2016,"StMatt","anemones",1.27727223308685,"Structural epifauna",29,27537,0.0440438701064431,1212.83605112112
2017,"StMatt","anemones",0.9671837663865,"Structural epifauna",29,27537,0.0333511643581552,918.391012930519
2018,"StMatt","anemones",1.0591272750006,"Structural epifauna",29,27537,0.0365216301724345,1005.69613005833
2019,"StMatt","anemones",0.47255310306165,"Structural epifauna",29,27537,0.0162949345883328,448.713613758919
2021,"StMatt","anemones",0.3615796110732,"Structural epifauna",29,27537,0.0124682624508,343.33854310768
2022,"StMatt","anemones",0.72467804711055,"Structural epifauna",29,27537,0.0249888981762259,688.119289078732
2018,"NBS70","arrowtooth",0.0535529548944,"Apex predators",23,79261,0.00232838934323478,184.550467734132
2019,"NBS70","arrowtooth",0.7558052527272,"Apex predators",58,79261,0.0130311250470207,1032.86000235191
2021,"NBS70","arrowtooth",0.562442293452,"Apex predators",82,79261,0.00685905235917073,543.655349040231
2018,"NBS81","arrowtooth",0.3957365779458,"Apex predators",12,38352,0.03297804816215,1264.77410311478
2019,"NBS81","arrowtooth",1.0409270440686,"Apex predators",28,38352,0.0371759658595929,1425.77264264711
2021,"NBS81","arrowtooth",1.602756135747,"Apex predators",35,38352,0.0457930324499143,1756.25438051911
1985,"NW_corner","arrowtooth",0.381377436414,"Apex predators",5,29522,0.0762754872828,2251.80493556282
1987,"NW_corner","arrowtooth",1.4923968498816,"Apex predators",18,29522,0.0829109361045333,2447.69665567803
1988,"NW_corner","arrowtooth",0.0810107676456,"Apex predators",20,29522,0.00405053838228,119.57999412167
1989,"NW_corner","arrowtooth",2.625440427051,"Apex predators",20,29522,0.13127202135255,3875.41261436998
1990,"NW_corner","arrowtooth",0.1586829923016,"Apex predators",20,29522,0.00793414961508,234.231964936392
1992,"NW_corner","arrowtooth",0.212235947196,"Apex predators",20,29522,0.0106117973598,313.281481656016
1993,"NW_corner","arrowtooth",0.0405564839706,"Apex predators",20,29522,0.00202782419853,59.8654259890027
1996,"NW_corner","arrowtooth",0.0717786742764,"Apex predators",20,29522,0.00358893371382,105.952501099394
1997,"NW_corner","arrowtooth",0.0439120603428,"Apex predators",20,29522,0.00219560301714,64.8185922720071
1998,"NW_corner","arrowtooth",0.2831118521946,"Apex predators",20,29522,0.01415559260973,417.901405024449
2001,"NW_corner","arrowtooth",0.043094457978,"Apex predators",20,29522,0.0021547228989,63.6117294213258
2002,"NW_corner","arrowtooth",0.1725651991206,"Apex predators",20,29522,0.00862825995603,254.723490421918
2003,"NW_corner","arrowtooth",4.3927049719488,"Apex predators",20,29522,0.21963524859744,6484.07180909363
2004,"NW_corner","arrowtooth",2.9836694965116,"Apex predators",20,29522,0.14918347482558,4404.19454380077
2005,"NW_corner","arrowtooth",9.11796970578,"Apex predators",20,29522,0.455898485289,13459.0350827019
2006,"NW_corner","arrowtooth",0.3802021330146,"Apex predators",20,29522,0.01901010665073,561.216368542851
2008,"NW_corner","arrowtooth",0.207125932416,"Apex predators",20,29522,0.0103562966208,305.738588839258
2009,"NW_corner","arrowtooth",0.6449519987664,"Apex predators",20,29522,0.03224759993832,952.013645379083
2010,"NW_corner","arrowtooth",5.0290891792674,"Apex predators",20,29522,0.25145445896337,7423.43853751661
2011,"NW_corner","arrowtooth",0.2716654190874,"Apex predators",20,29522,0.01358327095437,401.005325114911
2012,"NW_corner","arrowtooth",0.2881026332964,"Apex predators",20,29522,0.01440513166482,425.268297008816
2013,"NW_corner","arrowtooth",1.26472865805,"Apex predators",20,29522,0.0632364329025,1866.8659721476
2014,"NW_corner","arrowtooth",0.2334254751504,"Apex predators",20,29522,0.01167127375752,344.559343869505
2016,"NW_corner","arrowtooth",4.190978621817,"Apex predators",20,29522,0.20954893109085,6186.30354366407
2017,"NW_corner","arrowtooth",12.4588633021788,"Apex predators",20,29522,0.62294316510894,18390.5281203461
2018,"NW_corner","arrowtooth",20.717447755641,"Apex predators",20,29522,1.03587238778205,30581.0246321017
2019,"NW_corner","arrowtooth",9.120695046996,"Apex predators",20,29522,0.4560347523498,13463.0579588708
2021,"NW_corner","arrowtooth",3.037648285971,"Apex predators",20,29522,0.15188241429855,4483.87263492179
2022,"NW_corner","arrowtooth",1.4545146069792,"Apex predators",20,29522,0.07272573034896,2147.009011362
1989,"NW_inner","arrowtooth",0.013115704602,"Apex predators",30,41027,0.0004371901534,17.9366004235418
2003,"NW_inner","arrowtooth",0.0053314487538,"Apex predators",31,41027,0.000171982217864516,7.0559144523275
2004,"NW_inner","arrowtooth",0.0803294323416,"Apex predators",31,41027,0.00259127201101936,106.312116796091
2005,"NW_inner","arrowtooth",0.539362060029,"Apex predators",31,41027,0.0173987761299677,713.819588284187
2011,"NW_inner","arrowtooth",0.088403255694,"Apex predators",31,41027,0.0028517179256129,116.997431334121
2015,"NW_inner","arrowtooth",0.2328293067594,"Apex predators",31,41027,0.00751062279869032,308.138321561868
2016,"NW_inner","arrowtooth",3.0223352750136,"Apex predators",31,41027,0.0974946862907613,3999.91449445106
2017,"NW_inner","arrowtooth",0.0969369803766,"Apex predators",31,41027,0.0031269993669871,128.29140302938
2018,"NW_inner","arrowtooth",1.915489040283,"Apex predators",31,41027,0.0617899690413871,2535.05705986099
2019,"NW_inner","arrowtooth",0.6954048780276,"Apex predators",31,41027,0.0224324154202452,920.334707446398
2021,"NW_inner","arrowtooth",0.2807442120132,"Apex predators",31,41027,0.00905626490365161,371.551380202115
2022,"NW_inner","arrowtooth",0.1808604564468,"Apex predators",31,41027,0.00583420827247742,239.360062794931
1982,"NW_middle","arrowtooth",0.3933689377644,"Apex predators",38,62703,0.0103518141516947,649.089802753715
1983,"NW_middle","arrowtooth",0.8318082058884,"Apex predators",44,62703,0.0189047319520091,1185.38340758683
1984,"NW_middle","arrowtooth",1.6681472915484,"Apex predators",44,62703,0.0379124384442818,2377.2236277718
1985,"NW_middle","arrowtooth",1.6716902351292,"Apex predators",43,62703,0.0388765170960279,2437.67425147224
1986,"NW_middle","arrowtooth",0.6224679337344,"Apex predators",44,62703,0.0141469984939636,887.059246567002
1987,"NW_middle","arrowtooth",5.6535670521486,"Apex predators",44,62703,0.128490160276105,8056.71851979258
1988,"NW_middle","arrowtooth",1.0646034458826,"Apex predators",44,62703,0.0241955328609682,1517.13249698129
1989,"NW_middle","arrowtooth",10.0940165955252,"Apex predators",45,62703,0.22431147990056,14065.0027242048
1990,"NW_middle","arrowtooth",3.3498531556464,"Apex predators",44,62703,0.0761330262646909,4773.76914587491
1991,"NW_middle","arrowtooth",1.167723544143,"Apex predators",44,62703,0.0265391714577955,1664.08566791815
1992,"NW_middle","arrowtooth",2.5175509816626,"Apex predators",41,62703,0.0614036824795756,3850.19510251683
1993,"NW_middle","arrowtooth",4.7935174979094,"Apex predators",44,62703,0.108943579497941,6831.08926525939
1994,"NW_middle","arrowtooth",1.1872438006026,"Apex predators",44,62703,0.0269828136500591,1691.90336429966
1995,"NW_middle","arrowtooth",2.4262861176918,"Apex predators",44,62703,0.0551428663111773,3457.62314630975
1996,"NW_middle","arrowtooth",11.1853454187072,"Apex predators",44,62703,0.254212395879709,15939.8798588454
1997,"NW_middle","arrowtooth",7.5445791216354,"Apex predators",43,62703,0.175455328410126,11001.5754573001
1998,"NW_middle","arrowtooth",10.0895197825188,"Apex predators",44,62703,0.229307267784518,14378.2536118926
1999,"NW_middle","arrowtooth",0.5547091377516,"Apex predators",44,62703,0.0126070258579909,790.498342373604
2000,"NW_middle","arrowtooth",4.1209203191832,"Apex predators",44,62703,0.0936572799814364,5872.592426676
2001,"NW_middle","arrowtooth",7.1333421655236,"Apex predators",44,62703,0.162121412852809,10165.4989501097
2002,"NW_middle","arrowtooth",6.4926314790246,"Apex predators",44,62703,0.147559806341468,9252.44253702908
2003,"NW_middle","arrowtooth",20.33189714049,"Apex predators",44,62703,0.462088571374773,28974.3396909124
2004,"NW_middle","arrowtooth",12.802971697464,"Apex predators",44,62703,0.290976629487818,18245.1075987747
2005,"NW_middle","arrowtooth",20.4386453492442,"Apex predators",44,62703,0.464514667028277,29126.4631666741
2006,"NW_middle","arrowtooth",16.6991365332402,"Apex predators",44,62703,0.379525830300914,23797.4081373582
2007,"NW_middle","arrowtooth",10.1431579043262,"Apex predators",44,62703,0.230526316007414,14454.6915926129
2008,"NW_middle","arrowtooth",18.5058674256222,"Apex predators",44,62703,0.420587896036868,26372.1228451997
2009,"NW_middle","arrowtooth",6.845205465462,"Apex predators",44,62703,0.155572851487773,9754.88450683781
2010,"NW_middle","arrowtooth",15.9819459588672,"Apex predators",44,62703,0.363226044519709,22775.3626695193
2011,"NW_middle","arrowtooth",20.6905690778982,"Apex predators",44,62703,0.470240206315868,29485.4716566239
2012,"NW_middle","arrowtooth",6.277908657969,"Apex predators",44,62703,0.142679742226568,8946.4478768325
2013,"NW_middle","arrowtooth",9.1871082057534,"Apex predators",44,62703,0.208797913767123,13092.2555869399
2014,"NW_middle","arrowtooth",17.5372641240732,"Apex predators",44,62703,0.398574184638027,24991.7970993582
2015,"NW_middle","arrowtooth",11.705510856546,"Apex predators",44,62703,0.266034337648773,16681.151073591
2016,"NW_middle","arrowtooth",59.0139254894904,"Apex predators",44,62703,1.3412255793066,84098.8674992617
2017,"NW_middle","arrowtooth",24.6811669868088,"Apex predators",44,62703,0.560935613336564,35172.3457630425
2018,"NW_middle","arrowtooth",48.4163169373962,"Apex predators",44,62703,1.10037083948628,68996.5527483081
2019,"NW_middle","arrowtooth",64.1411780526816,"Apex predators",44,62703,1.45775404665185,91405.5519872112
2021,"NW_middle","arrowtooth",31.13276504715,"Apex predators",44,62703,0.707562841980682,44366.3128807147
2022,"NW_middle","arrowtooth",6.0856358351802,"Apex predators",44,62703,0.138309905345005,8672.44599484782
1982,"NW_outer","arrowtooth",24.79805005821,"Apex predators",56,88134,0.442822322468036,39027.7025683979
1983,"NW_outer","arrowtooth",31.3667866906914,"Apex predators",58,88134,0.540806667080886,47663.4547965068
1984,"NW_outer","arrowtooth",63.5596924374828,"Apex predators",60,88134,1.05932820729138,93362.8322214185
1985,"NW_outer","arrowtooth",68.0262541563852,"Apex predators",60,88134,1.13377090260642,99923.7647303142
1986,"NW_outer","arrowtooth",105.606648485731,"Apex predators",59,88134,1.7899431946734,157754.853519345
1987,"NW_outer","arrowtooth",107.239127874115,"Apex predators",53,88134,2.02337977120971,178328.552755797
1988,"NW_outer","arrowtooth",127.062595577377,"Apex predators",60,88134,2.11770992628962,186642.246643609
1989,"NW_outer","arrowtooth",141.09222632278,"Apex predators",59,88134,2.3913936664878,210763.089402236
1990,"NW_outer","arrowtooth",201.503008419149,"Apex predators",60,88134,3.35838347365248,295987.769066888
