"YEAR","goa_INPFC_area","goa_name","qq_cpue","guild","stat_count","area_km2","ave_bio_tkm2","tot_bio_tons"
2013,"Shumagin","Brittle stars",4271.62912351841,"Motile epifauna",133,65228,32.1175122069053,2094961.08623202
2015,"Shumagin","Brittle stars",4080.8604960806,"Motile epifauna",184,65228,22.178589652612,1446665.04586057
2017,"Shumagin","Brittle stars",3380.99421664804,"Motile epifauna",123,65228,27.4877578589272,1792971.4696221
2019,"Shumagin","Brittle stars",840.938539059775,"Motile epifauna",121,65228,6.94990528148574,453328.421700752
2021,"Shumagin","Brittle stars",1080.88936672788,"Motile epifauna",112,65228,9.65079791721319,629502.246543982
2023,"Shumagin","Brittle stars",711.827561300644,"Motile epifauna",116,65228,6.13644449397107,400268.001452745
1984,"Southeastern","Brittle stars",180.545679326928,"Motile epifauna",87,28038,2.07523769341297,58185.5144479128
1987,"Southeastern","Brittle stars",2.54455105484335,"Motile epifauna",46,28038,0.0553163272792033,1550.9591842543
1990,"Southeastern","Brittle stars",44.8646053202018,"Motile epifauna",68,28038,0.659773607650027,18498.7324112914
1993,"Southeastern","Brittle stars",16.0232044005324,"Motile epifauna",68,28038,0.235635358831359,6606.74419091363
1996,"Southeastern","Brittle stars",52.360697773205,"Motile epifauna",98,28038,0.53429283442046,14980.5024914808
1999,"Southeastern","Brittle stars",135.084953762647,"Motile epifauna",64,28038,2.11070240254136,59179.8739624545
2003,"Southeastern","Brittle stars",88.1647166096659,"Motile epifauna",77,28038,1.14499631960605,32103.4068091144
2005,"Southeastern","Brittle stars",162.313533401352,"Motile epifauna",89,28038,1.82374756630732,51134.2342641248
2007,"Southeastern","Brittle stars",113.096049949569,"Motile epifauna",61,28038,1.85403360573063,51983.3942374754
2009,"Southeastern","Brittle stars",36.5100647973058,"Motile epifauna",70,28038,0.521572354247226,14623.8456683837
2011,"Southeastern","Brittle stars",28.9942575011103,"Motile epifauna",53,28038,0.547061462285101,15338.5092795497
2013,"Southeastern","Brittle stars",110.546553383134,"Motile epifauna",36,28038,3.07073759397595,86097.3406598976
2015,"Southeastern","Brittle stars",27.8344097199904,"Motile epifauna",62,28038,0.448942092257909,12587.4383827273
2017,"Southeastern","Brittle stars",66.4276766702932,"Motile epifauna",43,28038,1.54482969000682,43313.9348484112
2019,"Southeastern","Brittle stars",5.94286657557552,"Motile epifauna",50,28038,0.11885733151151,3332.52186091973
2021,"Southeastern","Brittle stars",2.36798750891876,"Motile epifauna",51,28038,0.0464311276258581,1301.83595637381
2023,"Southeastern","Brittle stars",6.17786186952966,"Motile epifauna",38,28038,0.162575312356044,4558.28660783875
1984,"Yakutat","Brittle stars",9.44243033718857,"Motile epifauna",110,57198,0.0858402757926234,4909.89209478647
1987,"Yakutat","Brittle stars",48.7025672028682,"Motile epifauna",109,57198,0.44681254314558,25556.7838428409
1990,"Yakutat","Brittle stars",201.068928150465,"Motile epifauna",134,57198,1.50051438918258,85826.4220324651
1993,"Yakutat","Brittle stars",452.097043950139,"Motile epifauna",124,57198,3.64594390282371,208540.69935371
1996,"Yakutat","Brittle stars",705.876161381024,"Motile epifauna",116,57198,6.08513932225021,348057.798954067
1999,"Yakutat","Brittle stars",365.330713121704,"Motile epifauna",127,57198,2.87661978835987,164536.898654608
2003,"Yakutat","Brittle stars",778.200199837221,"Motile epifauna",76,57198,10.2394763136477,585677.566188018
2005,"Yakutat","Brittle stars",800.870487797537,"Motile epifauna",86,57198,9.3124475325295,532653.373965622
2007,"Yakutat","Brittle stars",359.481180665247,"Motile epifauna",70,57198,5.13544543807495,293737.208167011
2009,"Yakutat","Brittle stars",129.505033041673,"Motile epifauna",80,57198,1.61881291302091,92592.8609989701
2011,"Yakutat","Brittle stars",219.715233513351,"Motile epifauna",66,57198,3.32901868959623,190413.211007525
2013,"Yakutat","Brittle stars",493.782138817106,"Motile epifauna",59,57198,8.36918879351027,478700.8606112
2015,"Yakutat","Brittle stars",214.095237041343,"Motile epifauna",77,57198,2.78045762391355,159036.615172607
2017,"Yakutat","Brittle stars",434.953423886245,"Motile epifauna",68,57198,6.39637388068008,365859.793227139
2019,"Yakutat","Brittle stars",710.364578390924,"Motile epifauna",67,57198,10.6024563938944,606439.300817971
2021,"Yakutat","Brittle stars",160.026728296998,"Motile epifauna",69,57198,2.31922794633331,132655.200074372
2023,"Yakutat","Brittle stars",76.5154009116398,"Motile epifauna",62,57198,1.23411936954258,70589.1596990963
1984,"Chirikof","Capelin",2797.7193492087,"Pelagic foragers",183,68054,15.2880838754574,1040415.26006038
1987,"Chirikof","Capelin",547.95048683298,"Pelagic foragers",195,68054,2.81000249657938,191231.909902213
1990,"Chirikof","Capelin",762.886784542963,"Pelagic foragers",156,68054,4.89029990091643,332804.469456967
1993,"Chirikof","Capelin",891.909929219052,"Pelagic foragers",172,68054,5.18552284429681,352895.571645775
1996,"Chirikof","Capelin",2554.03692053877,"Pelagic foragers",183,68054,13.9564859045834,949794.691750521
1999,"Chirikof","Capelin",4031.76742905825,"Pelagic foragers",154,68054,26.1803079808977,1781674.67933201
2001,"Chirikof","Capelin",5978.94390389684,"Pelagic foragers",140,68054,42.7067421706917,2906364.63168425
2003,"Chirikof","Capelin",3732.73763419821,"Pelagic foragers",169,68054,22.0872049360841,1503122.64472027
2005,"Chirikof","Capelin",429.06185519325,"Pelagic foragers",168,68054,2.55393961424554,173805.806507866
2007,"Chirikof","Capelin",10038.4640088926,"Pelagic foragers",187,68054,53.6816257160034,3653249.3564769
2009,"Chirikof","Capelin",7019.5189489777,"Pelagic foragers",182,68054,38.5687854339434,2624760.12392158
2011,"Chirikof","Capelin",1193.0619174225,"Pelagic foragers",150,68054,7.95374611615002,541284.238188474
2013,"Chirikof","Capelin",3948.47056191779,"Pelagic foragers",123,68054,32.1013866822585,2184627.76927442
2015,"Chirikof","Capelin",1015.26539316429,"Pelagic foragers",172,68054,5.90270577421102,401702.738758156
2017,"Chirikof","Capelin",1707.58308432747,"Pelagic foragers",115,68054,14.8485485593693,1010503.12365932
2019,"Chirikof","Capelin",3028.8490489808,"Pelagic foragers",118,68054,25.6682122794983,1746824.51846898
2021,"Chirikof","Capelin",7429.76942544864,"Pelagic foragers",112,68054,66.3372270129343,4514513.64713823
2023,"Chirikof","Capelin",733.517669711039,"Pelagic foragers",120,68054,6.11264724759199,415990.095787625
1984,"Kodiak","Capelin",10401.2152676101,"Pelagic foragers",264,101489,39.3985426803411,3998518.69808514
1987,"Kodiak","Capelin",1189.04538241638,"Pelagic foragers",234,101489,5.08139052314693,515705.242803659
1990,"Kodiak","Capelin",4845.03916179112,"Pelagic foragers",215,101489,22.5350658687959,2287061.29995823
1993,"Kodiak","Capelin",1205.78507341371,"Pelagic foragers",240,101489,5.02410447255711,509891.338815349
1996,"Kodiak","Capelin",38499.2135680445,"Pelagic foragers",210,101489,183.329588419259,18605936.5990822
1999,"Kodiak","Capelin",1050.24567978874,"Pelagic foragers",231,101489,4.54651809432356,461421.574874804
2001,"Kodiak","Capelin",8213.9552423899,"Pelagic foragers",210,101489,39.114072582809,3969648.11235671
2003,"Kodiak","Capelin",832812.859452808,"Pelagic foragers",246,101489,3385.41812785694,343582700.378073
2005,"Kodiak","Capelin",28498.0869634754,"Pelagic foragers",285,101489,99.9932875911417,10148218.7643374
2007,"Kodiak","Capelin",35766.7206824918,"Pelagic foragers",261,101489,137.037243994221,13907772.8557295
2009,"Kodiak","Capelin",10334.9983110672,"Pelagic foragers",272,101489,37.9963173200999,3856208.24849962
2011,"Kodiak","Capelin",14234.6949202988,"Pelagic foragers",224,101489,63.5477451799053,6449397.11056341
2013,"Kodiak","Capelin",157364.50404972,"Pelagic foragers",185,101489,850.618940809296,86328465.6837947
2015,"Kodiak","Capelin",1188.81256602965,"Pelagic foragers",248,101489,4.79359905657117,486497.574652351
2017,"Kodiak","Capelin",2751.83132458099,"Pelagic foragers",176,101489,15.6354052533011,1586821.64375227
2019,"Kodiak","Capelin",40747.6343030355,"Pelagic foragers",175,101489,232.843624588774,23631066.6158901
2021,"Kodiak","Capelin",203352.431849442,"Pelagic foragers",175,101489,1162.01389628252,117931628.319817
2023,"Kodiak","Capelin",160591.810447997,"Pelagic foragers",180,101489,892.176724711094,90546123.6142042
1984,"Shumagin","Capelin",1417.09733334766,"Pelagic foragers",222,65228,6.38332132138584,416371.283151356
1987,"Shumagin","Capelin",235.256784574563,"Pelagic foragers",172,65228,1.36777200334048,89217.0322338929
1993,"Shumagin","Capelin",50.8669243100953,"Pelagic foragers",170,65228,0.29921720182409,19517.3396405817
1996,"Shumagin","Capelin",299.107405445817,"Pelagic foragers",200,65228,1.49553702722908,97550.8892120986
1999,"Shumagin","Capelin",1681.34331965949,"Pelagic foragers",141,65228,11.9244207068049,777806.113863471
2001,"Shumagin","Capelin",158.450670009989,"Pelagic foragers",139,65228,1.1399328777697,74355.5417511622
2003,"Shumagin","Capelin",1569.68668811283,"Pelagic foragers",226,65228,6.9455163190833,453042.138461165
2005,"Shumagin","Capelin",154.625593479065,"Pelagic foragers",174,65228,0.888652836086579,57965.0471922554
2007,"Shumagin","Capelin",2077.00767427679,"Pelagic foragers",198,65228,10.4899377488727,684237.659483466
2009,"Shumagin","Capelin",5005.32136038087,"Pelagic foragers",191,65228,26.2058709967585,1709356.55337656
2011,"Shumagin","Capelin",838.733375797747,"Pelagic foragers",160,65228,5.24208359873592,341930.628978347
2013,"Shumagin","Capelin",1879.77041520984,"Pelagic foragers",133,65228,14.1336121444349,921907.252957198
2015,"Shumagin","Capelin",671.525333254534,"Pelagic foragers",184,65228,3.64959420247029,238055.730638732
2017,"Shumagin","Capelin",320.036754986245,"Pelagic foragers",123,65228,2.60192483728654,169718.353286527
2019,"Shumagin","Capelin",2939.26704626439,"Pelagic foragers",121,65228,24.2914631922677,1584483.56110524
2021,"Shumagin","Capelin",1319.94333930123,"Pelagic foragers",112,65228,11.7852083866181,768725.572642325
2023,"Shumagin","Capelin",2631.82203297206,"Pelagic foragers",116,65228,22.6881209738971,1479900.75488536
1996,"Southeastern","Capelin",133.036443071561,"Pelagic foragers",98,28038,1.35751472522001,38061.9978657187
2003,"Southeastern","Capelin",13.2266004576106,"Pelagic foragers",77,28038,0.171774031917021,4816.20030688943
2007,"Southeastern","Capelin",39.2969502964655,"Pelagic foragers",61,28038,0.644212299942057,18062.4244657754
2009,"Southeastern","Capelin",10.6115266463227,"Pelagic foragers",70,28038,0.15159323780461,4250.37120156565
2011,"Southeastern","Capelin",6.98431813366882,"Pelagic foragers",53,28038,0.131779587427714,3694.83607229824
2019,"Southeastern","Capelin",1394.53405974962,"Pelagic foragers",50,28038,27.8906811949924,781998.919345197
2023,"Southeastern","Capelin",29.053334496614,"Pelagic foragers",38,28038,0.76456143412142,21436.7734898964
1984,"Yakutat","Capelin",207.691048153783,"Pelagic foragers",110,57198,1.88810043776167,107995.568839092
1987,"Yakutat","Capelin",168.322776045556,"Pelagic foragers",109,57198,1.5442456517941,88327.7627913187
1990,"Yakutat","Capelin",710.568648775139,"Pelagic foragers",134,57198,5.30275111026223,303306.758004779
1993,"Yakutat","Capelin",1317.48012049859,"Pelagic foragers",124,57198,10.6248396814402,607719.580099019
1996,"Yakutat","Capelin",29497.4826134468,"Pelagic foragers",116,57198,254.288643219369,14544801.8148615
1999,"Yakutat","Capelin",5280.07451789727,"Pelagic foragers",127,57198,41.5753899047029,2378029.1517692
2003,"Yakutat","Capelin",5689.48647067164,"Pelagic foragers",76,57198,74.8616640877848,4281937.46249311
2005,"Yakutat","Capelin",10811.3643902992,"Pelagic foragers",86,57198,125.713539422083,7190563.02786433
2007,"Yakutat","Capelin",1918.17623920137,"Pelagic foragers",70,57198,27.4025177028767,1567369.20756914
2009,"Yakutat","Capelin",2954.65997346939,"Pelagic foragers",80,57198,36.9332496683674,2112508.01453128
2011,"Yakutat","Capelin",3548.93950057872,"Pelagic foragers",66,57198,53.7718106148291,3075640.02354699
2013,"Yakutat","Capelin",5126.13373106688,"Pelagic foragers",59,57198,86.8836225604556,4969569.44321294
2015,"Yakutat","Capelin",2027.62014892165,"Pelagic foragers",77,57198,26.3327292067747,1506179.4451691
2017,"Yakutat","Capelin",92.8739190062077,"Pelagic foragers",68,57198,1.36579292656188,78120.6238134863
2019,"Yakutat","Capelin",1502.8454763292,"Pelagic foragers",67,57198,22.4305294974508,1282981.42619519
2021,"Yakutat","Capelin",7016.28256888638,"Pelagic foragers",69,57198,101.685254621542,5816193.19384295
2023,"Yakutat","Capelin",1253.32933363282,"Pelagic foragers",62,57198,20.2149892521423,1156256.95524404
1987,"Chirikof","Corals",0.00183693769723976,"Structural epifauna",195,68054,9.42019331917827e-06,0.641081836143358
1990,"Chirikof","Corals",0.000485237692335616,"Structural epifauna",156,68054,3.11049802779241e-06,0.211681832783384
1993,"Chirikof","Corals",0.175239692298281,"Structural epifauna",172,68054,0.00101883542033885,69.3358256957398
1996,"Chirikof","Corals",0.0127006662892919,"Structural epifauna",183,68054,6.94025480289174e-05,4.72312100355994
1999,"Chirikof","Corals",0.00681395095718489,"Structural epifauna",154,68054,4.42464347869149e-05,3.01114687298871
2001,"Chirikof","Corals",0.0681264532021653,"Structural epifauna",140,68054,0.000486617522872609,33.1162689015725
2003,"Chirikof","Corals",0.00191688083570039,"Structural epifauna",169,68054,1.13424901520733e-05,0.771901824809198
2005,"Chirikof","Corals",0.00783843130591823,"Structural epifauna",168,68054,4.66573292018942e-05,3.17521788150571
2007,"Chirikof","Corals",0.0112329751432069,"Structural epifauna",187,68054,6.00693857925505e-05,4.08796198072623
2009,"Chirikof","Corals",0.0333913564947479,"Structural epifauna",182,68054,0.000183468991729384,12.4857987631515
2011,"Chirikof","Corals",0.00923896158929139,"Structural epifauna",150,68054,6.15930772619426e-05,4.19165527998424
2013,"Chirikof","Corals",0.102638744282057,"Structural epifauna",123,68054,0.000834461335626483,56.7884317347247
2015,"Chirikof","Corals",1.40956660200966,"Structural epifauna",172,68054,0.00819515466284686,557.71305542538
2017,"Chirikof","Corals",0.469036960399851,"Structural epifauna",115,68054,0.00407858226434653,277.563837417839
2019,"Chirikof","Corals",0.0134509584347932,"Structural epifauna",118,68054,0.000113991173176213,7.75755529933401
2021,"Chirikof","Corals",0.569460558007938,"Structural epifauna",112,68054,0.00508446926792802,346.018471559574
2023,"Chirikof","Corals",0.168113611265153,"Structural epifauna",120,68054,0.00140094676054294,95.3400308419894
1987,"Kodiak","Corals",0.000682691356342823,"Structural epifauna",234,101489,2.91748442881548e-06,0.296092577196054
1990,"Kodiak","Corals",0.196966754628042,"Structural epifauna",215,101489,0.000916124440130426,92.9765533043968
1993,"Kodiak","Corals",1.80739287229839,"Structural epifauna",240,101489,0.00753080363457662,764.293730069546
1996,"Kodiak","Corals",0.0319160087304965,"Structural epifauna",210,101489,0.000151980993954745,15.4243990954731
1999,"Kodiak","Corals",0.012138617170027,"Structural epifauna",231,101489,5.25481262771732e-05,5.33305678774403
2001,"Kodiak","Corals",0.0909159326191064,"Structural epifauna",210,101489,0.000432933012471935,43.9379385027642
2003,"Kodiak","Corals",0.136709854324243,"Structural epifauna",246,101489,0.000555731115139199,56.4005951443622
2005,"Kodiak","Corals",0.177046261267106,"Structural epifauna",285,101489,0.000621214951814406,63.0464842446922
2007,"Kodiak","Corals",0.020798805091399,"Structural epifauna",261,101489,7.96889083961647e-05,8.08754762421836
2009,"Kodiak","Corals",0.860884649994574,"Structural epifauna",272,101489,0.00316501709556829,321.21442001213
2011,"Kodiak","Corals",0.286274468502624,"Structural epifauna",224,101489,0.001278011020101,129.70406041903
2013,"Kodiak","Corals",0.0585882772614536,"Structural epifauna",185,101489,0.000316693390602452,32.1408955188522
2015,"Kodiak","Corals",0.0838493038145393,"Structural epifauna",248,101489,0.000338102031510239,34.3136370759427
2017,"Kodiak","Corals",0.0963003223348079,"Structural epifauna",176,101489,0.000547160922356863,55.5308148490757
2019,"Kodiak","Corals",0.047247130397687,"Structural epifauna",175,101489,0.000269983602272497,27.4003658110335
2021,"Kodiak","Corals",0.153086932544746,"Structural epifauna",175,101489,0.000874782471684261,88.780798268764
2023,"Kodiak","Corals",0.347025879947092,"Structural epifauna",180,101489,0.00192792155526162,195.662830721947
1984,"Shumagin","Corals",0.995955191841538,"Structural epifauna",222,65228,0.00448628464793486,292.631375015495
1990,"Shumagin","Corals",0.143342929082043,"Structural epifauna",135,65228,0.0010617994746818,69.2590561345444
1993,"Shumagin","Corals",0.0469075679713727,"Structural epifauna",170,65228,0.000275926870419839,17.9981579037453
1996,"Shumagin","Corals",0.437678781854647,"Structural epifauna",200,65228,0.00218839390927324,142.744557914075
1999,"Shumagin","Corals",0.0433287040430958,"Structural epifauna",141,65228,0.000307295773355289,20.0442887044188
2001,"Shumagin","Corals",0.417425419716515,"Structural epifauna",139,65228,0.0030030605735001,195.883635088265
2003,"Shumagin","Corals",0.244520865834893,"Structural epifauna",226,65228,0.00108195073378271,70.5734824631788
2005,"Shumagin","Corals",0.170042084679306,"Structural epifauna",174,65228,0.000977253360225898,63.7442821808149
2007,"Shumagin","Corals",0.317940784791794,"Structural epifauna",198,65228,0.00160576153935249,104.740613688884
2009,"Shumagin","Corals",0.122358172024412,"Structural epifauna",191,65228,0.000640618701698493,41.7862766743893
2011,"Shumagin","Corals",0.129344288902468,"Structural epifauna",160,65228,0.000808401805640423,52.7304329783135
2013,"Shumagin","Corals",0.0260856768101508,"Structural epifauna",133,65228,0.000196132908346999,12.793357345658
2015,"Shumagin","Corals",0.370707465956482,"Structural epifauna",184,65228,0.00201471448889393,131.415796681573
2017,"Shumagin","Corals",0.198879456783239,"Structural epifauna",123,65228,0.00161690615270926,105.46755452892
2019,"Shumagin","Corals",0.0648114616049013,"Structural epifauna",121,65228,0.000535631914090093,34.9381984922686
2021,"Shumagin","Corals",0.0222963163992727,"Structural epifauna",112,65228,0.000199074253564935,12.9852154115336
2023,"Shumagin","Corals",0.0370628287802284,"Structural epifauna",116,65228,0.000319507144657141,20.840812031696
1984,"Southeastern","Corals",0.0468962813024565,"Structural epifauna",87,28038,0.00053903771612019,15.1135394845779
1987,"Southeastern","Corals",0.364576079324696,"Structural epifauna",46,28038,0.00792556694184121,222.217045915344
1990,"Southeastern","Corals",5.0684658187451,"Structural epifauna",68,28038,0.0745362620403691,2089.84771508787
1993,"Southeastern","Corals",0.0026191828071658,"Structural epifauna",68,28038,3.85173942230265e-05,1.07995069922522
1996,"Southeastern","Corals",1.49377582192407,"Structural epifauna",98,28038,0.0152426104277966,427.372311174561
1999,"Southeastern","Corals",10.1297383354351,"Structural epifauna",64,28038,0.158277161491173,4437.77505388952
2003,"Southeastern","Corals",2.33680601994077,"Structural epifauna",77,28038,0.0303481301291009,850.900872559732
2005,"Southeastern","Corals",2.53810488410679,"Structural epifauna",89,28038,0.0285180324056943,799.588592590857
2007,"Southeastern","Corals",1.01896756644103,"Structural epifauna",61,28038,0.0167043863350989,468.357584063502
2009,"Southeastern","Corals",2.26625418761786,"Structural epifauna",70,28038,0.0323750598231123,907.731927320423
2013,"Southeastern","Corals",0.107256544457517,"Structural epifauna",36,28038,0.00297934845715324,83.5349720416625
2015,"Southeastern","Corals",0.18527944418976,"Structural epifauna",62,28038,0.0029883781320929,83.7881460676206
2017,"Southeastern","Corals",0.510669348149671,"Structural epifauna",43,28038,0.0118760313523179,332.98016705629
2019,"Southeastern","Corals",0.00571468401732425,"Structural epifauna",50,28038,0.000114293680346485,3.20456620955475
2021,"Southeastern","Corals",0.0285346741966176,"Structural epifauna",51,28038,0.000559503415619954,15.6873567671523
2023,"Southeastern","Corals",0.00699808768762128,"Structural epifauna",38,28038,0.000184160202305823,5.16348375225067
1987,"Yakutat","Corals",0.0013598648310173,"Structural epifauna",109,57198,1.24758241377734e-05,0.713592189032363
1990,"Yakutat","Corals",0.0013726990596239,"Structural epifauna",134,57198,1.02440228330142e-05,0.585937618002745
1993,"Yakutat","Corals",0.0901488716524464,"Structural epifauna",124,57198,0.000727007029455213,41.5833480707793
1996,"Yakutat","Corals",0.111039869120472,"Structural epifauna",116,57198,0.000957240251038551,54.7522278789031
1999,"Yakutat","Corals",0.190627759410781,"Structural epifauna",127,57198,0.00150100597961245,85.854540021873
2003,"Yakutat","Corals",0.234252012319711,"Structural epifauna",76,57198,0.0030822633199962,176.299297377142
2005,"Yakutat","Corals",0.507178549786207,"Structural epifauna",86,57198,0.00589742499751404,337.320915007808
2007,"Yakutat","Corals",0.0393868497692986,"Structural epifauna",70,57198,0.000562669282418552,32.1835576157763
2009,"Yakutat","Corals",1.07703209191953,"Structural epifauna",80,57198,0.0134629011489941,770.051019920166
2011,"Yakutat","Corals",0.416005946398564,"Structural epifauna",66,57198,0.00630312039997824,360.525880637955
2013,"Yakutat","Corals",0.31137869819577,"Structural epifauna",59,57198,0.00527760505416559,301.868453888163
2015,"Yakutat","Corals",0.0464089791521111,"Structural epifauna",77,57198,0.000602714014962482,34.4740362278241
2017,"Yakutat","Corals",0.000193206386373706,"Structural epifauna",68,57198,2.84127038784862e-06,0.162514983644166
2019,"Yakutat","Corals",0.439435603615991,"Structural epifauna",67,57198,0.00655874035247748,375.146830681007
2021,"Yakutat","Corals",0.0743088164240624,"Structural epifauna",69,57198,0.00107693936846467,61.5987779974424
2023,"Yakutat","Corals",0.00469493123135119,"Structural epifauna",62,57198,7.5724697279858e-05,4.33130123501332
1984,"Chirikof","Dogfish",0,"Apex predators",183,68054,0,0
1987,"Chirikof","Dogfish",0,"Apex predators",195,68054,0,0
1990,"Chirikof","Dogfish",0,"Apex predators",156,68054,0,0
1993,"Chirikof","Dogfish",0,"Apex predators",172,68054,0,0
1999,"Chirikof","Dogfish",0,"Apex predators",154,68054,0,0
2001,"Chirikof","Dogfish",0,"Apex predators",140,68054,0,0
2003,"Chirikof","Dogfish",0,"Apex predators",169,68054,0,0
2005,"Chirikof","Dogfish",0,"Apex predators",168,68054,0,0
2007,"Chirikof","Dogfish",0,"Apex predators",187,68054,0,0
2009,"Chirikof","Dogfish",0,"Apex predators",182,68054,0,0
2011,"Chirikof","Dogfish",0,"Apex predators",150,68054,0,0
2013,"Chirikof","Dogfish",0,"Apex predators",123,68054,0,0
2015,"Chirikof","Dogfish",0,"Apex predators",172,68054,0,0
2017,"Chirikof","Dogfish",0,"Apex predators",115,68054,0,0
2019,"Chirikof","Dogfish",0,"Apex predators",118,68054,0,0
2021,"Chirikof","Dogfish",0,"Apex predators",112,68054,0,0
1984,"Kodiak","Dogfish",0,"Apex predators",264,101489,0,0
1987,"Kodiak","Dogfish",0,"Apex predators",234,101489,0,0
1990,"Kodiak","Dogfish",0,"Apex predators",215,101489,0,0
1993,"Kodiak","Dogfish",0,"Apex predators",240,101489,0,0
1996,"Kodiak","Dogfish",0,"Apex predators",210,101489,0,0
1999,"Kodiak","Dogfish",0,"Apex predators",231,101489,0,0
2001,"Kodiak","Dogfish",0,"Apex predators",210,101489,0,0
2003,"Kodiak","Dogfish",0,"Apex predators",246,101489,0,0
2005,"Kodiak","Dogfish",0,"Apex predators",285,101489,0,0
2007,"Kodiak","Dogfish",0,"Apex predators",261,101489,0,0
2009,"Kodiak","Dogfish",0,"Apex predators",272,101489,0,0
2011,"Kodiak","Dogfish",0,"Apex predators",224,101489,0,0
2013,"Kodiak","Dogfish",0,"Apex predators",185,101489,0,0
2015,"Kodiak","Dogfish",0,"Apex predators",248,101489,0,0
2017,"Kodiak","Dogfish",0,"Apex predators",176,101489,0,0
2019,"Kodiak","Dogfish",0,"Apex predators",175,101489,0,0
2021,"Kodiak","Dogfish",0,"Apex predators",175,101489,0,0
2023,"Kodiak","Dogfish",0,"Apex predators",180,101489,0,0
1984,"Shumagin","Dogfish",0,"Apex predators",222,65228,0,0
1987,"Shumagin","Dogfish",0,"Apex predators",172,65228,0,0
1990,"Shumagin","Dogfish",0,"Apex predators",135,65228,0,0
1993,"Shumagin","Dogfish",0,"Apex predators",170,65228,0,0
1996,"Shumagin","Dogfish",0,"Apex predators",200,65228,0,0
1999,"Shumagin","Dogfish",0,"Apex predators",141,65228,0,0
2001,"Shumagin","Dogfish",0,"Apex predators",139,65228,0,0
2003,"Shumagin","Dogfish",0,"Apex predators",226,65228,0,0
2005,"Shumagin","Dogfish",0,"Apex predators",174,65228,0,0
2007,"Shumagin","Dogfish",0,"Apex predators",198,65228,0,0
2009,"Shumagin","Dogfish",0,"Apex predators",191,65228,0,0
2013,"Shumagin","Dogfish",0,"Apex predators",133,65228,0,0
2015,"Shumagin","Dogfish",0,"Apex predators",184,65228,0,0
2019,"Shumagin","Dogfish",0,"Apex predators",121,65228,0,0
2021,"Shumagin","Dogfish",0,"Apex predators",112,65228,0,0
2023,"Shumagin","Dogfish",0,"Apex predators",116,65228,0,0
1984,"Southeastern","Dogfish",0,"Apex predators",87,28038,0,0
1987,"Southeastern","Dogfish",0,"Apex predators",46,28038,0,0
1990,"Southeastern","Dogfish",0,"Apex predators",68,28038,0,0
1993,"Southeastern","Dogfish",0,"Apex predators",68,28038,0,0
1996,"Southeastern","Dogfish",0,"Apex predators",98,28038,0,0
1999,"Southeastern","Dogfish",0,"Apex predators",64,28038,0,0
2003,"Southeastern","Dogfish",0,"Apex predators",77,28038,0,0
2005,"Southeastern","Dogfish",0,"Apex predators",89,28038,0,0
2007,"Southeastern","Dogfish",0,"Apex predators",61,28038,0,0
2009,"Southeastern","Dogfish",0,"Apex predators",70,28038,0,0
2011,"Southeastern","Dogfish",0,"Apex predators",53,28038,0,0
2013,"Southeastern","Dogfish",0,"Apex predators",36,28038,0,0
2015,"Southeastern","Dogfish",0,"Apex predators",62,28038,0,0
2017,"Southeastern","Dogfish",0,"Apex predators",43,28038,0,0
2019,"Southeastern","Dogfish",0,"Apex predators",50,28038,0,0
2021,"Southeastern","Dogfish",0,"Apex predators",51,28038,0,0
2023,"Southeastern","Dogfish",0,"Apex predators",38,28038,0,0
1984,"Yakutat","Dogfish",0,"Apex predators",110,57198,0,0
1987,"Yakutat","Dogfish",0,"Apex predators",109,57198,0,0
1990,"Yakutat","Dogfish",0,"Apex predators",134,57198,0,0
1993,"Yakutat","Dogfish",0,"Apex predators",124,57198,0,0
1996,"Yakutat","Dogfish",0,"Apex predators",116,57198,0,0
1999,"Yakutat","Dogfish",0,"Apex predators",127,57198,0,0
2003,"Yakutat","Dogfish",0,"Apex predators",76,57198,0,0
2005,"Yakutat","Dogfish",0,"Apex predators",86,57198,0,0
2007,"Yakutat","Dogfish",0,"Apex predators",70,57198,0,0
2009,"Yakutat","Dogfish",0,"Apex predators",80,57198,0,0
2011,"Yakutat","Dogfish",0,"Apex predators",66,57198,0,0
2013,"Yakutat","Dogfish",0,"Apex predators",59,57198,0,0
2015,"Yakutat","Dogfish",0,"Apex predators",77,57198,0,0
2017,"Yakutat","Dogfish",0,"Apex predators",68,57198,0,0
2019,"Yakutat","Dogfish",0,"Apex predators",67,57198,0,0
2021,"Yakutat","Dogfish",0,"Apex predators",69,57198,0,0
2023,"Yakutat","Dogfish",0,"Apex predators",62,57198,0,0
1984,"Chirikof","Dover Sole",23.6031205680091,"Benthic foragers",183,68054,0.128978800918082,8777.52331767918
1987,"Chirikof","Dover Sole",18.4411132052823,"Benthic foragers",195,68054,0.0945698113091398,6435.8539388322
1990,"Chirikof","Dover Sole",35.4073134896586,"Benthic foragers",156,68054,0.226969958267042,15446.2135399053
1993,"Chirikof","Dover Sole",31.76679809797,"Benthic foragers",172,68054,0.184690686616105,12568.9399869724
1996,"Chirikof","Dover Sole",42.3592612645776,"Benthic foragers",183,68054,0.231471373030478,15752.5528202162
1999,"Chirikof","Dover Sole",18.6376695769545,"Benthic foragers",154,68054,0.121023828421782,8236.15561941598
