"predator","species_name","common_name","race_guild","species_code","model","pred_n","pred_full","tot_wt","tot_sci","prey_guild","prey_n","prey_wt","prey_sci","dietprop_wt"
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Macroalgae",1,0.489,0.00346808510638298,9.17597839418498e-05
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Motile_epifauna",732,1011.2695,7.63570934997509,0.189762517028594
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Mysids",158,65.388,0.493695439078327,0.0122699156490586
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Octopus",7,8.829,0.0581830174347616,0.00165674260209119
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"POP",1,4.052,0.0329430894308943,0.000760348966323876
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Pacific_capelin",34,299.209,2.39671278386332,0.0561459165510367
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Pacific_cod",1,2.921,0.0170818713450292,0.000548119281992113
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Pacific_herring",5,37.59,0.264492866634269,0.00705368155086735
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Pandalid_shrimp",238,860.2612,6.08312583523281,0.161426138743469
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Pelagic_amphipods",522,210.219,1.55456745866401,0.0394471370561794
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Rex_sole",1,2,0.0119047619047619,0.000375295639843966
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Shallow-water_flatfish",11,13.791,0.0914564520766823,0.00258785108454407
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Shelf_demersals",11,87.125,0.572524749569816,0.0163488163107028
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Shelf_forage_fish",32,268.656,1.84288702236573,0.0504127127089603
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Slope_demersals",6,37.634,0.249971084641783,0.00706193805494392
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Slope_forage_fish",1,3.865,0.0230059523809524,0.000725258823998465
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Small_copepods",9,0.1229,0.00117784937284937,2.30619170684117e-05
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Squid",48,33.6878,0.241363644324319,0.00632144222796779
"walleye pollock","Gadus chalcogrammus","walleye pollock","Walleye_pollock",21740,"EGOA",2110,1949,5329.13199,41.3554717167358,"Walleye_pollock",5,7.176,0.0544300300259603,0.00134656075576015
"coho salmon","Oncorhynchus kisutch","coho salmon","Coho_salmon",23225,"EGOA",4,4,32.87,0.187123229220003,"Cope_UNID",1,0.25,0.00396825396825397,0.0076057195010648
"coho salmon","Oncorhynchus kisutch","coho salmon","Coho_salmon",23225,"EGOA",4,4,32.87,0.187123229220003,"Euphausiids",3,0.502,0.0064021164021164,0.0152722847581381
"coho salmon","Oncorhynchus kisutch","coho salmon","Coho_salmon",23225,"EGOA",4,4,32.87,0.187123229220003,"Gelatinous_omnivores",1,2.657,0.0142849462365591,0.0808335868573167
"coho salmon","Oncorhynchus kisutch","coho salmon","Coho_salmon",23225,"EGOA",4,4,32.87,0.187123229220003,"Motile_epifauna",1,0.833,0.00447849462365591,0.0253422573775479
"coho salmon","Oncorhynchus kisutch","coho salmon","Coho_salmon",23225,"EGOA",4,4,32.87,0.187123229220003,"Pacific_capelin",1,28.135,0.148862433862434,0.855947672649833
"coho salmon","Oncorhynchus kisutch","coho salmon","Coho_salmon",23225,"EGOA",4,4,32.87,0.187123229220003,"Pelagic_amphipods",2,0.493,0.00912698412698413,0.0149984788560998
"Aleutian skate","Bathyraja aleutica","Aleutian skate","Other_skates",472,"EGOA",1,1,6.5,0.022108843537415,"Infauna",1,0.325,0.00110544217687075,0.05
"Aleutian skate","Bathyraja aleutica","Aleutian skate","Other_skates",472,"EGOA",1,1,6.5,0.022108843537415,"Motile_epifauna",1,0.65,0.0022108843537415,0.1
"Aleutian skate","Bathyraja aleutica","Aleutian skate","Other_skates",472,"EGOA",1,1,6.5,0.022108843537415,"Slope_demersals",1,5.525,0.0187925170068027,0.85
"kelp greenling","Hexagrammos decagrammus","kelp greenling","Shelf_demersals",21935,"EGOA",1,1,0.63,0.0067741935483871,"Motile_epifauna",1,0.63,0.0067741935483871,1
"Pacific grenadier","Coryphaenoides acrolepis","Pacific grenadier","Slope_demersals",21220,"EGOA",21,20,27.932,0.705355749318907,"Benthic_detritus",1,0.002,6.66666666666667e-05,7.16024631247315e-05
"Pacific grenadier","Coryphaenoides acrolepis","Pacific grenadier","Slope_demersals",21220,"EGOA",21,20,27.932,0.705355749318907,"Cope_UNID",4,0.007,0.000177029914529915,0.00025060862093656
"Pacific grenadier","Coryphaenoides acrolepis","Pacific grenadier","Slope_demersals",21220,"EGOA",21,20,27.932,0.705355749318907,"Cope_medium",1,0.008,0.000242424242424242,0.000286409852498926
"Pacific grenadier","Coryphaenoides acrolepis","Pacific grenadier","Slope_demersals",21220,"EGOA",21,20,27.932,0.705355749318907,"Euphausiids",6,8.835,0.198606696227749,0.316303880853501
"Pacific grenadier","Coryphaenoides acrolepis","Pacific grenadier","Slope_demersals",21220,"EGOA",21,20,27.932,0.705355749318907,"Infauna",8,2.365,0.0799745065120065,0.084669912644995
"Pacific grenadier","Coryphaenoides acrolepis","Pacific grenadier","Slope_demersals",21220,"EGOA",21,20,27.932,0.705355749318907,"MISC_NA",5,0.668,0.0119332358674464,0.0239152226836603
"Pacific grenadier","Coryphaenoides acrolepis","Pacific grenadier","Slope_demersals",21220,"EGOA",21,20,27.932,0.705355749318907,"Motile_epifauna",12,8.762,0.262351923076923,0.313690390949449
"Pacific grenadier","Coryphaenoides acrolepis","Pacific grenadier","Slope_demersals",21220,"EGOA",21,20,27.932,0.705355749318907,"Mysids",5,1.667,0.0520210880737196,0.0596806530144637
"Pacific grenadier","Coryphaenoides acrolepis","Pacific grenadier","Slope_demersals",21220,"EGOA",21,20,27.932,0.705355749318907,"Pelagic_amphipods",2,0.012,0.000606837606837607,0.000429614778748389
"Pacific grenadier","Coryphaenoides acrolepis","Pacific grenadier","Slope_demersals",21220,"EGOA",21,20,27.932,0.705355749318907,"Squid",4,5.606,0.0993753411306043,0.200701704138622
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"Benthic_detritus",5,12.637,0.13155555683611,0.0473189545420505
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"Cope_UNID",1,0.1,0.00144927536231884,0.000374447689657755
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"Gelatinous_carnivores",1,0.6,0.00512820512820513,0.00224668613794653
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"Infauna",1,0.1,0.00119047619047619,0.000374447689657755
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"MISC_NA",17,3.521,0.0400745655078247,0.0131843031528495
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"Macroalgae",1,6.15,0.0891304347826087,0.0230285329139519
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"Motile_epifauna",9,11.2185,0.138936670641881,0.0420074140642552
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"Mysids",10,16.1,0.225360840341339,0.0602860780348985
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"Octopus",4,32.625,0.452045523920524,0.122163558750843
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"Slope_demersals",1,61.5,0.891304347826087,0.230285329139519
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"Slope_forage_fish",4,34.125,0.374973709086612,0.127780274095709
"giant grenadier","Albatrossia pectoralis","giant grenadier","Slope_demersals",21230,"EGOA",49,38,267.06,3.49424168427912,"Squid",19,88.3835,1.14309207865513,0.330949973788662
"dusky rockfish","Sebastes variabilis","dusky rockfish","Pelagic_shelf_rockfish",30152,"EGOA",7,7,34,0.260241494026236,"Gelatinous_carnivores",4,13.05,0.101438835318586,0.383823529411765
"dusky rockfish","Sebastes variabilis","dusky rockfish","Pelagic_shelf_rockfish",30152,"EGOA",7,7,34,0.260241494026236,"Gelatinous_omnivores",5,19.14,0.145294891013694,0.562941176470588
"dusky rockfish","Sebastes variabilis","dusky rockfish","Pelagic_shelf_rockfish",30152,"EGOA",7,7,34,0.260241494026236,"Infauna",1,0.18,0.00133333333333333,0.00529411764705882
"dusky rockfish","Sebastes variabilis","dusky rockfish","Pelagic_shelf_rockfish",30152,"EGOA",7,7,34,0.260241494026236,"Pelagic_amphipods",4,1.13,0.00870221213840045,0.0332352941176471
"dusky rockfish","Sebastes variabilis","dusky rockfish","Pelagic_shelf_rockfish",30152,"EGOA",7,7,34,0.260241494026236,"Squid",1,0.5,0.00347222222222222,0.0147058823529412
"Pacific hake","Merluccius productus","Pacific hake","Pacific_hake",22500,"EGOA",82,69,1674.93,9.72037657600564,"Benthic_detritus",1,0.09,0.000461538461538462,5.37335888664004e-05
"Pacific hake","Merluccius productus","Pacific hake","Pacific_hake",22500,"EGOA",82,69,1674.93,9.72037657600564,"Euphausiids",39,492.547,3.17664435622356,0.294070199948655
"Pacific hake","Merluccius productus","Pacific hake","Pacific_hake",22500,"EGOA",82,69,1674.93,9.72037657600564,"MISC_NA",17,23.478,0.133492236165027,0.014017302215615
"Pacific hake","Merluccius productus","Pacific hake","Pacific_hake",22500,"EGOA",82,69,1674.93,9.72037657600564,"Motile_epifauna",10,26.275,0.166486371471666,0.0156872227496074
"Pacific hake","Merluccius productus","Pacific hake","Pacific_hake",22500,"EGOA",82,69,1674.93,9.72037657600564,"Mysids",1,0.128,0.000805031446540881,7.64211041655472e-05
"Pacific hake","Merluccius productus","Pacific hake","Pacific_hake",22500,"EGOA",82,69,1674.93,9.72037657600564,"Pandalid_shrimp",7,47.677,0.296797805359379,0.0284650701820375
"Pacific hake","Merluccius productus","Pacific hake","Pacific_hake",22500,"EGOA",82,69,1674.93,9.72037657600564,"Pelagic_amphipods",2,0.031,0.000190760389036251,1.85082361650935e-05
"Pacific hake","Merluccius productus","Pacific hake","Pacific_hake",22500,"EGOA",82,69,1674.93,9.72037657600564,"Shelf_forage_fish",5,161.946,1.04598694983665,0.0966882198062008
"Pacific hake","Merluccius productus","Pacific hake","Pacific_hake",22500,"EGOA",82,69,1674.93,9.72037657600564,"Slope_forage_fish",2,87.13,0.569198421506968,0.0520200844214385
"Pacific hake","Merluccius productus","Pacific hake","Pacific_hake",22500,"EGOA",82,69,1674.93,9.72037657600564,"Squid",13,169.198,1.05583738378166,0.10101795298908
"Pacific hake","Merluccius productus","Pacific hake","Pacific_hake",22500,"EGOA",82,69,1674.93,9.72037657600564,"Walleye_pollock",6,666.43,3.27447572136362,0.397885284758169
"southern rock sole","Lepidopsetta bilineata","southern rock sole","Shallow_water_flatfish",10262,"EGOA",105,92,164.931,1.44757337997391,"Benthic_detritus",1,0.13,0.00216666666666667,0.000788208402301568
"southern rock sole","Lepidopsetta bilineata","southern rock sole","Shallow_water_flatfish",10262,"EGOA",105,92,164.931,1.44757337997391,"Gelatinous_carnivores",1,0.001,1.23456790123457e-05,6.06314155616591e-06
"southern rock sole","Lepidopsetta bilineata","southern rock sole","Shallow_water_flatfish",10262,"EGOA",105,92,164.931,1.44757337997391,"Infauna",74,63.6319,0.606114476154542,0.385809217187794
"southern rock sole","Lepidopsetta bilineata","southern rock sole","Shallow_water_flatfish",10262,"EGOA",105,92,164.931,1.44757337997391,"MISC_NA",21,30.768,0.244477644206908,0.186550739400113
"southern rock sole","Lepidopsetta bilineata","southern rock sole","Shallow_water_flatfish",10262,"EGOA",105,92,164.931,1.44757337997391,"Macroalgae",1,0.621,0.00492857142857143,0.00376521090637903
"southern rock sole","Lepidopsetta bilineata","southern rock sole","Shallow_water_flatfish",10262,"EGOA",105,92,164.931,1.44757337997391,"Motile_epifauna",52,32.8801,0.329998413743701,0.199356700680891
"southern rock sole","Lepidopsetta bilineata","southern rock sole","Shallow_water_flatfish",10262,"EGOA",105,92,164.931,1.44757337997391,"Pacific_sandlance",2,35.97,0.249305816135084,0.218091201775288
"southern rock sole","Lepidopsetta bilineata","southern rock sole","Shallow_water_flatfish",10262,"EGOA",105,92,164.931,1.44757337997391,"Pelagic_amphipods",1,0.03,0.000303030303030303,0.000181894246684977
"southern rock sole","Lepidopsetta bilineata","southern rock sole","Shallow_water_flatfish",10262,"EGOA",105,92,164.931,1.44757337997391,"Sessile_epifauna",6,0.66,0.00731579837244668,0.0040016734270695
"southern rock sole","Lepidopsetta bilineata","southern rock sole","Shallow_water_flatfish",10262,"EGOA",105,92,164.931,1.44757337997391,"Shelf_demersals",1,0.239,0.00295061728395062,0.00144909083192365
"roughtail skate","Bathyraja trachura","roughtail skate","Other_skates",460,"EGOA",1,1,17.5,0.126811594202899,"Euphausiids",1,0.875,0.00634057971014493,0.05
"roughtail skate","Bathyraja trachura","roughtail skate","Other_skates",460,"EGOA",1,1,17.5,0.126811594202899,"Infauna",1,0.875,0.00634057971014493,0.05
"roughtail skate","Bathyraja trachura","roughtail skate","Other_skates",460,"EGOA",1,1,17.5,0.126811594202899,"Motile_epifauna",1,15.75,0.114130434782609,0.9
"humpback snailfish","Elassodiscus caudatus","humpback snailfish","Shelf_demersals",22215,"EGOA",1,1,0.07,0.00233333333333333,"Infauna",1,0.0324,0.00108,0.462857142857143
"humpback snailfish","Elassodiscus caudatus","humpback snailfish","Shelf_demersals",22215,"EGOA",1,1,0.07,0.00233333333333333,"Motile_epifauna",1,0.0056,0.000186666666666667,0.08
"humpback snailfish","Elassodiscus caudatus","humpback snailfish","Shelf_demersals",22215,"EGOA",1,1,0.07,0.00233333333333333,"Mysids",1,0.032,0.00106666666666667,0.457142857142857
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Arrowtooth_flounder",1,1,0.00529100529100529,0.00271613656734661
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Benthic_detritus",1,0.1,0.00072463768115942,0.000271613656734661
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Cope_UNID",10,1.271,0.0176085057678986,0.00345220957709754
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Euphausiids",29,55.658,0.746585647381504,0.151174729065377
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Gelatinous_carnivores",4,0.256,0.00496296296296296,0.000695330961240731
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Infauna",11,8.19,0.0806516479346814,0.0222451584865687
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"MISC_NA",63,50.437,0.340003320102724,0.136993780047261
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Motile_epifauna",57,144.7077,1.06394848851968,0.393045875546622
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Mysids",23,13.506,0.154335954527426,0.0366841404785833
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Pandalid_shrimp",19,55.588,0.539902697545142,0.150984599505663
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Pelagic_amphipods",11,15.6112,0.210971807500068,0.0424021511801613
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Shelf_demersals",1,1.15,0.0166666666666667,0.0031235570524486
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Shelf_forage_fish",1,2.6,0.0169934640522876,0.00706195507510118
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Slope_demersals",3,10.277,0.0815123821025995,0.0279137355026211
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Squid",6,5.8381,0.0395458449437317,0.0158570768938262
"rougheye rockfish","Sebastes aleutianus","rougheye rockfish","Slope_rockfish",30051,"EGOA",161,108,368.17,3.33970503297953,"Walleye_pollock",1,1.98,0.02,0.00537795040334628
"blackspotted rockfish","Sebastes melanostictus","blackspotted rockfish","Slope_rockfish",30052,"EGOA",25,12,13.8,0.121909797865562,"Benthic_detritus",1,0.5,0.00340136054421769,0.036231884057971
"blackspotted rockfish","Sebastes melanostictus","blackspotted rockfish","Slope_rockfish",30052,"EGOA",25,12,13.8,0.121909797865562,"Euphausiids",2,1.5,0.0126227208976157,0.108695652173913
"blackspotted rockfish","Sebastes melanostictus","blackspotted rockfish","Slope_rockfish",30052,"EGOA",25,12,13.8,0.121909797865562,"Infauna",2,1.1478,0.0083536750483559,0.0831739130434783
"blackspotted rockfish","Sebastes melanostictus","blackspotted rockfish","Slope_rockfish",30052,"EGOA",25,12,13.8,0.121909797865562,"MISC_NA",14,0.42,0.0035,0.0304347826086956
"blackspotted rockfish","Sebastes melanostictus","blackspotted rockfish","Slope_rockfish",30052,"EGOA",25,12,13.8,0.121909797865562,"Motile_epifauna",6,9.683,0.0891097628658604,0.701666666666667
"blackspotted rockfish","Sebastes melanostictus","blackspotted rockfish","Slope_rockfish",30052,"EGOA",25,12,13.8,0.121909797865562,"Mysids",2,0.5132,0.00463656422379827,0.0371884057971014
"blackspotted rockfish","Sebastes melanostictus","blackspotted rockfish","Slope_rockfish",30052,"EGOA",25,12,13.8,0.121909797865562,"Squid",1,0.036,0.000285714285714286,0.00260869565217391
"great sculpin","Myoxocephalus polyacanthocephalus","great sculpin","Large_sculpins",21370,"EGOA",6,2,9,0.0650455927051672,"Benthic_detritus",1,0.3,0.00285714285714286,0.0333333333333333
"great sculpin","Myoxocephalus polyacanthocephalus","great sculpin","Large_sculpins",21370,"EGOA",6,2,9,0.0650455927051672,"Euphausiids",1,0.2,0.0019047619047619,0.0222222222222222
"great sculpin","Myoxocephalus polyacanthocephalus","great sculpin","Large_sculpins",21370,"EGOA",6,2,9,0.0650455927051672,"MISC_NA",5,2,0.0141843971631206,0.222222222222222
"great sculpin","Myoxocephalus polyacanthocephalus","great sculpin","Large_sculpins",21370,"EGOA",6,2,9,0.0650455927051672,"Motile_epifauna",1,6.5,0.0460992907801418,0.722222222222222
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Arrowtooth_flounder",42,2225.254,12.6788329490379,0.0112080201552338
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Benthic_detritus",74,67.7955,0.469531567929274,0.000341468133720535
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Chum_salmon",1,333,1.98214285714286,0.00167723357050155
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Coho_salmon",1,151.312,0.869609195402299,0.000762118816876069
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Cope_UNID",31,11.726,0.0825442482144634,5.906078332643e-05
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Cope_large",1,0.01,7.75193798449612e-05,5.03673744895361e-08
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Cope_medium",8,0.49375,0.0062720632616859,2.48688911542085e-06
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Cope_small",5,1.603,0.0224658620200731,8.07389013067264e-06
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Euphausiids",3463,7204.95276,59.5337471217343,0.0362894553842337
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Flathead_sole",17,1055.925,5.48002515363963,0.00531841699078634
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Gelatinous_carnivores",34,12.128,0.139941483409424,6.10855517809094e-05
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Gelatinous_omnivores",19,5.647,0.0695891129361206,2.8442456374241e-05
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Infauna",133,60.2775,0.533021616230664,0.000303601941579301
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Large_sculpins",2,36.441,0.217285714285714,0.000183543749377319
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"MISC_NA",8617,6535.9566,50.5040173560196,0.0329198973719555
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Macroalgae",5,9.633,0.0578734634160166,4.85188918457701e-05
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Miscellaneous_deep-sea_fish",1,2.5,0.0166666666666667,1.2591843622384e-05
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Motile_epifauna",1018,947.3279,8.80431757022738,0.00477144191036858
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Mysids",91,47.2569,0.566826968192474,0.000238020597951456
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Octopus",3,9.35,0.0587462414432858,4.70934951477163e-05
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Offal",28,1376.837,8.82688271757103,0.00693476647900494
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Other_skates",1,52.5,0.296610169491525,0.000264428716070065
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"POP",2,128.164,0.837673202614379,0.00064552841840769
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Pacific_capelin",790,11698.822,92.5106875189295,0.0589238948760424
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Pacific_cod",20,2683.688,14.6385663516831,0.0135170318509074
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Pacific_halibut",3,2.422,0.035375026123302,1.21989781013656e-05
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Pacific_herring",102,5527.2247,36.4002078749165,0.0278391796352714
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Pacific_sandlance",310,5725.192,39.5288739635787,0.0288362889488496
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Pandalid_shrimp",1053,3170.5468,26.6398512687763,0.01596921180122
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Pelagic_amphipods",43,8.0249,0.0627324262269294,4.04193143541078e-05
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Rex_sole",2,266.2,1.20737972014568,0.00134077950891145
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"WGOA",16530,9496,198541.22041,1258.59581155828,"Sablefish",4,19.12,0.129255573074059,9.6302420023993e-05
