"survey","year","model","stratum_bin","species_name","species_code","haul_count","catch_count","mean_wgt_cpue","var_wgt_cpue","mean_num_cpue","var_num_cpue","stratum_biomass","biomass_var","min_biomass","max_biomass","stratum_pop","pop_var","min_pop","max_pop","area","stratum_ratio","Ni","fi"
"GOA",2003,"WGOA","Shumagin_shelf","Pacific_cod",21720,194,159,1498.78187259726,130277.672477668,826.389181736457,23380.6366874436,10305.3588715873,6159129.95615429,5410.50610122053,15200.211641954,5682105.74273471,1105365002896.25,3608468.40235603,7755743.08311339,6875.823,0.0292875789372963,687582.3,2436268187.14995
"GOA",2003,"WGOA","Shumagin_shelf","Pacific_cod",21720,194,159,1498.78187259726,130277.672477668,826.389181736457,23380.6366874436,18583.0801953583,20027582.5079392,9756.46457627632,27409.6958144402,10246225.096233,3594304545364.02,6506950.27111365,13985499.9213523,12398.789,0.0528126613445955,1239878.9,7922985310.09593
"GOA",2003,"WGOA","Shumagin_shelf","Pacific_cod",21720,194,159,1498.78187259726,130277.672477668,826.389181736457,23380.6366874436,12220.6762070893,8661310.38538904,6416.08351571292,18025.2688984656,6738161.70030263,1554425616505.22,4279125.50142114,9197197.89918412,8153.739,0.0347308641593321,815373.9,3426167083.8382
"GOA",2003,"WGOA","Shumagin_slope","Pacific_cod",21720,23,2,30.3278468639104,520.721151788727,13.4814291272702,102.389849358339,84.5524903363922,4047.38827322541,0,216.490402163242,37585.5368539438,795841448.281323,0,96090.8689227353,2787.949,0.0118752731724851,278794.9,3379138434.05696
"GOA",2003,"WGOA","Shumagin_slope","Pacific_cod",21720,23,2,30.3278468639104,520.721151788727,13.4814291272702,102.389849358339,76.7628435250905,3335.98562048305,0,196.545587242013,34122.8587454627,655957730.869039,0,87238.2150538637,2531.101,0.0107812287104787,253110.1,2785169616.94391
"GOA",2003,"WGOA","Shumagin_slope","Pacific_cod",21720,23,2,30.3278468639104,520.721151788727,13.4814291272702,102.389849358339,60.8256206537993,2094.57135692503,0,155.739506013132,27038.3947019405,411857373.124073,0,69126.1335784997,2005.603,0.00854286914881,200560.3,1748687871.70391
"GOA",2003,"WGOA","Shumagin_slope","Pacific_cod",21720,23,2,30.3278468639104,520.721151788727,13.4814291272702,102.389849358339,58.7517115017045,1954.17344458175,0,150.429414913499,26116.4941339304,384250810.483639,0,66769.2103028073,1937.22,0.00825159165221517,193722,1631467725.13043
"GOA",2005,"WGOA","Chirikof_gully","Pacific_cod",21720,35,9,114.453583252886,1881.03104868321,40.2801373777803,242.246359013441,1270.89705212979,231930.530348303,292.185038258002,2249.60906600158,447272.216368231,29868899059.5151,96047.0988739285,798497.333862533,11104.039,0.0472976716729497,1110403.9,35227370199.9632
"GOA",2005,"WGOA","Chirikof_gully","Pacific_cod",21720,35,9,114.453583252886,1881.03104868321,40.2801373777803,242.246359013441,1146.57138950701,188772.782594168,263.602000450957,2029.54077856307,403517.756021067,24310879555.2765,86651.2794482043,720384.23259393,10017.785,0.0426707710428792,1001778.5,28672145737.5643
"GOA",2005,"WGOA","Chirikof_shelf","Pacific_cod",21720,115,78,1812.95715141067,1136515.5083748,981.203366711418,335990.924173334,14396.4244216937,71665406.7108431,0,31166.5985486807,7791590.7169571,21186623547677.4,0,16909886.2076031,7940.852,0.0338240716463159,794085.2,5482434652.70469
"GOA",2005,"WGOA","Chirikof_shelf","Pacific_cod",21720,115,78,1812.95715141067,1136515.5083748,981.203366711418,335990.924173334,13238.3690339158,60599529.6484388,0,28659.5421914351,7164831.36721632,17915190616416.8,0,15549646.7303674,7302.086,0.0311032468596015,730208.6,4635831526.304
"GOA",2005,"WGOA","Chirikof_shelf","Pacific_cod",21720,115,78,1812.95715141067,1136515.5083748,981.203366711418,335990.924173334,19565.4553335098,132367146.120754,0,42356.954333936,10589158.50799,39132030691685.3,0,22981374.6523782,10792.012,0.0459685921732204,1079201.2,10126531495.1603
"GOA",2005,"WGOA","Chirikof_shelf","Pacific_cod",21720,115,78,1812.95715141067,1136515.5083748,981.203366711418,335990.924173334,14022.5328294869,67991280.0450688,0,30357.1663720716,7589234.2030301,20100432285994.8,0,16470717.1408263,7734.619,0.0329456218568179,773461.9,5201342283.76617
"GOA",2005,"WGOA","Chirikof_shelf","Pacific_cod",21720,115,78,1812.95715141067,1136515.5083748,981.203366711418,335990.924173334,9084.25329094521,28535057.7901753,0,19666.3606976454,4916552.99530884,8435890551084.97,0,10670266.792041,5010.738,0.0213432464316068,501073.8,2182759387.47339
"GOA",2005,"WGOA","Chirikof_slope","Pacific_cod",21720,27,5,57.2261840118176,1030.97417129425,24.9497305189233,177.130101347737,87.459520965653,2408.08825621671,0,188.329028578064,38130.9974985673,413729973.799915,0,79941.1925714248,1528.313,0.006509851639345,152831.3,864936289.429259
"GOA",2005,"WGOA","Chirikof_slope","Pacific_cod",21720,27,5,57.2261840118176,1030.97417129425,24.9497305189233,177.130101347737,91.788567333779,2652.37785782019,0,197.650885000062,40018.3947128628,455700997.997253,0,83898.0988698357,1603.961,0.00683207441492381,160396.1,952688081.500371
"GOA",2005,"WGOA","Chirikof_slope","Pacific_cod",21720,27,5,57.2261840118176,1030.97417129425,24.9497305189233,177.130101347737,111.774754873722,3933.19667525779,0,240.687700692829,48732.0631468663,675756527.279818,0,102166.203351298,1953.21,0.00831970108249099,195321,1412778495.33333
"GOA",2005,"WGOA","Chirikof_slope","Pacific_cod",21720,27,5,57.2261840118176,1030.97417129425,24.9497305189233,177.130101347737,175.429728397427,9688.67957561496,0,377.757732583236,76484.6463922855,1664597274.05199,0,160349.171202058,3065.55,0.0130577150707964,306555,3480284853.33333
"GOA",2005,"WGOA","Kodiak_gully","Pacific_cod",21720,55,28,533.645907362758,47212.6071795077,225.918743735553,5930.81855343797,4222.08634872498,2955329.02963328,775.484241504715,7668.68845594525,1787418.26871836,371246607369.537,565845.125325312,3008991.4121114,7911.775,0.0337002181188531,791177.5,11380333122.6136
"GOA",2005,"WGOA","Kodiak_gully","Pacific_cod",21720,55,28,533.645907362758,47212.6071795077,225.918743735553,5930.81855343797,3553.79357424599,2093803.94193765,652.736748318929,6454.85040017306,1504496.83715717,263022357966.609,476280.35153918,2532713.32277516,6659.46,0.0283659803967855,665946,8062680870.65455
"GOA",2005,"WGOA","Kodiak_gully","Pacific_cod",21720,55,28,533.645907362758,47212.6071795077,225.918743735553,5930.81855343797,1712.0572084407,485946.168997327,314.459079242009,3109.65533763939,724798.613458483,61044257609.0648,229450.358343993,1220146.86857297,3208.227,0.0136654479778297,320822.7,1871082901.578
"GOA",2005,"WGOA","Kodiak_shelf","Pacific_cod",21720,216,158,1124.70138315694,47223.1093378601,577.544443516105,8490.32439402838,6485.11252788665,1570056.03725005,4015.33845164154,8954.88660413175,3330164.57714712,282283086818.436,2282934.56468247,4377394.58961177,5766.075,0.0245606055770881,576607.5,1538665101.09375
"GOA",2005,"WGOA","Kodiak_shelf","Pacific_cod",21720,216,158,1124.70138315694,47223.1093378601,577.544443516105,8490.32439402838,17323.9407358697,11204010.3008988,10726.3343652982,23921.5471064411,8896001.96251176,2014388364139.36,6098494.50296521,11693509.4220583,15403.147,0.0656097289946641,1540314.7,10982577162.3189
"GOA",2005,"WGOA","Kodiak_shelf","Pacific_cod",21720,216,158,1124.70138315694,47223.1093378601,577.544443516105,8490.32439402838,11119.7876111067,4616077.64447391,6884.95543862432,15354.619783589,5710112.6077105,829932572825.834,3914465.22788341,7505759.9875376,9886.88,0.0421131809884541,988688,4524492614.51852
"GOA",2005,"WGOA","Kodiak_shelf","Pacific_cod",21720,216,158,1124.70138315694,47223.1093378601,577.544443516105,8490.32439402838,5916.02150091892,1306590.83677675,3662.97863163201,8169.06437020583,3037931.13153908,234914223354.744,2082599.17029593,3993263.09278223,5260.082,0.0224053275937515,526008.2,1280421336.55574
"GOA",2005,"WGOA","Kodiak_shelf","Pacific_cod",21720,216,158,1124.70138315694,47223.1093378601,577.544443516105,8490.32439402838,2473.91790582243,228481.314467219,1531.75718242941,3416.07862921545,1270379.46393578,41079050172.6967,870885.844016249,1669873.08385531,2199.622,0.00936929338600099,219962.2,223777118.489074
"GOA",2005,"WGOA","Kodiak_shelf","Pacific_cod",21720,216,158,1124.70138315694,47223.1093378601,577.544443516105,8490.32439402838,8251.26147679534,2541679.70036269,5108.87164098627,11393.6513126044,4237098.21050044,456972983447.641,2904666.64172867,5569529.77927221,7336.402,0.0312494159158457,733640.2,2491062392.46685
"GOA",2005,"WGOA","Kodiak_shelf","Pacific_cod",21720,216,158,1124.70138315694,47223.1093378601,577.544443516105,8490.32439402838,12350.0962047393,5694043.78075581,7646.71637679696,17053.4760326816,6341887.31938389,1023741966386.31,4347567.04401259,8336207.59475518,10980.778,0.0467726412486078,1098077.8,5581192916.88907
"GOA",2005,"WGOA","Kodiak_shelf","Pacific_cod",21720,216,158,1124.70138315694,47223.1093378601,577.544443516105,8490.32439402838,13583.0309761016,6887688.58342601,8410.10334572441,18755.9586064787,6975010.59733288,1238349427182.86,4781593.34555143,9168427.84911432,12077.011,0.0514420474449525,1207701.1,6751301312.51671
"GOA",2005,"WGOA","Kodiak_shelf","Pacific_cod",21720,216,158,1124.70138315694,47223.1093378601,577.544443516105,8490.32439402838,5652.53095967844,1192795.57725471,3499.83517076881,7805.22674858808,2902626.3294899,214454777092.272,1989843.39135175,3815409.26762805,5025.806,0.0214074286014252,502580.6,1168882880.0313
"GOA",2005,"WGOA","Kodiak_slope","Pacific_cod",21720,22,1,55.5349799923863,3084.13400275475,24.6822133299495,609.211654865135,90.1118360253659,8120.14299186243,0,277.509657797547,40049.7049001626,1603978862.59011,0,123337.625687799,1622.614,0.0069115268979091,162261.4,1196599644.50727
"GOA",2005,"WGOA","Kodiak_slope","Pacific_cod",21720,22,1,55.5349799923863,3084.13400275475,24.6822133299495,609.211654865135,161.705033157451,26148.5177484522,0,497.989058873834,71868.9036255336,5165139308.33624,0,221328.470610593,2911.769,0.0124026846582107,291176.9,3853526418.26409
"GOA",2005,"WGOA","Kodiak_slope","Pacific_cod",21720,22,1,55.5349799923863,3084.13400275475,24.6822133299495,609.211654865135,96.8993768150154,9389.48922713834,0,298.412662385006,43066.3896955624,1854713921.41004,0,132627.849948891,1744.835,0.00743212744060709,174483.5,1383666051.60227
"GOA",2005,"WGOA","Kodiak_slope","Pacific_cod",21720,22,1,55.5349799923863,3084.13400275475,24.6822133299495,609.211654865135,194.031611801139,37648.2663781478,0,597.542438017614,86236.2719116172,7436694593.21439,0,265574.416896717,3493.863,0.0148821149713422,349386.3,5548322733.14045
"GOA",2005,"WGOA","Shumagin_gully","Pacific_cod",21720,15,9,140.095230786426,3965.25722602298,58.4567691125461,634.989842635911,594.748524781306,71464.6728910157,21.3853310839853,1168.11171847863,248167.457221798,11444236478.6022,18723.0283445369,477611.886099059,4245.316,0.0180829302126839,424531.6,12014714094.9707
"GOA",2005,"WGOA","Shumagin_gully","Pacific_cod",21720,15,9,140.095230786426,3965.25722602298,58.4567691125461,634.989842635911,319.170838777328,20581.2180133918,11.4764035137646,626.865274040892,133178.666576505,3295842777.06158,10047.6830327152,256309.650120295,2278.242,0.00970417540027772,227824.2,3460029916.176
"GOA",2005,"WGOA","Shumagin_shelf","Pacific_cod",21720,138,117,2720.27686157162,1658797.97254776,1003.7004069822,84336.4636213925,22667.2999694013,115177292.382466,1445.37292048735,43889.2270183153,8363552.44786793,5855833977241.42,3578400.17402338,13148704.7217125,8332.718,0.0354932254927489,833271.8,5030629718.60029
"GOA",2005,"WGOA","Shumagin_shelf","Pacific_cod",21720,138,117,2720.27686157162,1658797.97254776,1003.7004069822,84336.4636213925,37216.7633298849,310487758.680653,2373.114661994,72060.4119977759,13731867.1597216,15785791879550.1,5875268.4508531,21588465.8685901,13681.241,0.0582752676658015,1368124.1,13562135883.1522
"GOA",2005,"WGOA","Shumagin_shelf","Pacific_cod",21720,138,117,2720.27686157162,1658797.97254776,1003.7004069822,84336.4636213925,18704.1422111619,78422895.4173114,1192.66347070237,36215.6209516215,6901266.34343759,3987170092984.87,2952751.57754696,10849781.1093282,6875.823,0.0292875789372963,687582.3,3425177774.75283
"GOA",2005,"WGOA","Shumagin_shelf","Pacific_cod",21720,138,117,2720.27686157162,1658797.97254776,1003.7004069822,84336.4636213925,33728.1388282087,255006960.343855,2150.6636690977,65305.6139873197,12444669.5653865,12965041909961.9,5324532.60932137,19564806.5214515,12398.789,0.0528126613445955,1239878.9,11138612923.0218
"GOA",2005,"WGOA","Shumagin_shelf","Pacific_cod",21720,138,117,2720.27686157162,1658797.97254776,1003.7004069822,84336.4636213925,22180.4275369941,110282628.125345,1414.32766011302,42946.5274138752,8183911.15272666,5606979878736.84,3501539.48046018,12866282.8249931,8153.739,0.0347308641593321,815373.9,4816826631.90587
"GOA",2005,"WGOA","Shumagin_slope","Pacific_cod",21720,27,5,321.360650407076,66320.3669028754,103.434341515262,7013.78678242954,895.937103941758,515485.638247345,0,2371.75232781012,288369.668993132,54515777353.3778,0,768307.302315449,2787.949,0.0118752731724851,278794.9,2878484029.76704
"GOA",2005,"WGOA","Shumagin_slope","Pacific_cod",21720,27,5,321.360650407076,66320.3669028754,103.434341515262,7013.78678242954,813.396263606001,424879.591645468,0,2153.24767012328,261802.76524362,44933630544.7647,0,697524.732768761,2531.101,0.0107812287104787,253110.1,2372514398.12259
"GOA",2005,"WGOA","Shumagin_slope","Pacific_cod",21720,27,5,321.360650407076,66320.3669028754,103.434341515262,7013.78678242954,644.521884538383,266769.921710196,0,1706.19820660742,207448.225646033,28212560307.1658,0,552707.18024102,2005.603,0.00854286914881,200560.3,1489593289.18481
"GOA",2005,"WGOA","Shumagin_slope","Pacific_cod",21720,27,5,321.360650407076,66320.3669028754,103.434341515262,7013.78678242954,622.546279181596,248888.487420424,0,1648.02370648829,200375.075070195,26321488629.9516,0,533862.087215919,1937.22,0.00825159165221517,193722,1389740103.33333
"GOA",2007,"WGOA","Chirikof_gully","Pacific_cod",21720,35,18,251.73671452084,9193.22967467774,115.080057097141,2361.97018705472,2795.29429577128,1133522.29648435,631.624450445378,4958.96414109718,1277853.44212888,291230173225.461,181137.53384157,2374569.3504162,11104.039,0.0472976716729497,1110403.9,35227370199.9632
"GOA",2007,"WGOA","Chirikof_gully","Pacific_cod",21720,35,18,251.73671452084,9193.22967467774,115.080057097141,2361.97018705472,2521.84428267616,922595.907138831,569.835709808381,4473.85285554393,1152847.26978688,237037918606.881,163417.7320032,2142276.80757057,10017.785,0.0426707710428792,1001778.5,28672145737.5643
"GOA",2007,"WGOA","Chirikof_shelf","Pacific_cod",21720,134,89,675.016932645882,13681.5433494803,399.989329684194,5938.19154223592,5360.20955963492,862718.864236729,3523.02651160084,7197.392607669,3176256.06860139,374445318929.062,1965903.25221344,4386608.88498935,7940.852,0.0338240716463159,794085.2,4704961921.21074
"GOA",2007,"WGOA","Chirikof_shelf","Pacific_cod",21720,134,89,675.016932645882,13681.5433494803,399.989329684194,5938.19154223592,4929.03169363644,729506.184239251,3239.63254421432,6618.43084305856,2920756.48443634,316627104311.509,1807765.03772419,4033747.93114849,7302.086,0.0311032468596015,730208.6,3978408593.74298
"GOA",2007,"WGOA","Chirikof_shelf","Pacific_cod",21720,134,89,675.016932645882,13681.5433494803,399.989329684194,5938.19154223592,7284.79083731755,1593455.46484251,4787.96788927869,9781.61378535642,4316689.64582378,691606460072.129,2671760.09434838,5961619.19729919,10792.012,0.0459685921732204,1079201.2,8690526993.43761
"GOA",2007,"WGOA","Chirikof_shelf","Pacific_cod",21720,134,89,675.016932645882,13681.5433494803,399.989329684194,5938.19154223592,5220.99879256456,818489.178958474,3431.52948753252,7010.4680975966,3093765.06917263,355248336810.443,1914846.49842761,4272683.63991766,7734.619,0.0329456218568179,773461.9,4463728857.14186
"GOA",2007,"WGOA","Chirikof_shelf","Pacific_cod",21720,134,89,675.016932645882,13681.5433494803,399.989329684194,5938.19154223592,3382.33299505216,343509.285407359,2223.05652046982,4541.60946963451,2004241.73384312,149093116264.765,1240499.90230135,2767983.56538489,5010.738,0.0213432464316068,501073.8,1873192605.65105
"GOA",2007,"WGOA","Chirikof_slope","Pacific_cod",21720,30,2,115.45695289565,6443.74560466111,64.2232828057857,2056.5624327928,176.45436205081,15050.9183922161,0,427.367602339501,98153.2780147587,4803596424.11579,0,239904.018052066,1528.313,0.006509851639345,152831.3,778427377.356333
"GOA",2007,"WGOA","Chirikof_slope","Pacific_cod",21720,30,2,115.45695289565,6443.74560466111,64.2232828057857,2056.5624327928,185.18844962346,16577.7656115026,0,448.52132175547,103011.640912451,5290899434.57718,0,251778.718560145,1603.961,0.00683207441492381,160396.1,857403233.740333
"GOA",2007,"WGOA","Chirikof_slope","Pacific_cod",21720,30,2,115.45695289565,6443.74560466111,64.2232828057857,2056.5624327928,225.511674965313,24583.0783099477,0,546.183062347527,125441.558209089,7845845946.81572,0,306601.414173325,1953.21,0.00831970108249099,195321,1271481113.7
"GOA",2007,"WGOA","Chirikof_slope","Pacific_cod",21720,30,2,115.45695289565,6443.74560466111,64.2232828057857,2056.5624327928,353.93906194926,60555.7230904867,0,857.230654552998,196879.684605276,19326744542.5552,0,481208.863982386,3065.55,0.0130577150707964,306555,3132225712.5
"GOA",2007,"WGOA","Kodiak_gully","Pacific_cod",21720,51,30,686.293060525329,23065.8161536798,290.168977813777,4396.90612420793,5429.79627893778,1443832.0640073,3016.32042224933,7843.27213562623,2295751.6644426,275229543245.477,1242014.87666579,3349488.45221941,7911.775,0.0337002181188531,791177.5,12272970322.6225
"GOA",2007,"WGOA","Kodiak_gully","Pacific_cod",21720,51,30,686.293060525329,23065.8161536798,290.168977813777,4396.90612420793,4570.34118484601,1022932.21390972,2538.88226082675,6601.80010886526,1932368.70099174,194995784498.685,1045422.59992995,2819314.80205353,6659.46,0.0283659803967855,665946,8695100228.82353
"GOA",2007,"WGOA","Kodiak_gully","Pacific_cod",21720,51,30,686.293060525329,23065.8161536798,290.168977813777,4396.90612420793,2201.78392668999,237409.998394294,1223.11878425659,3180.44906912339,930927.949184561,45256125728.7891,503637.383737639,1358218.51463148,3208.227,0.0136654479778297,320822.7,2017859664.26647
"GOA",2007,"WGOA","Kodiak_shelf","Pacific_cod",21720,193,135,1193.17566527086,128511.802028639,1197.91539627825,136370.31913693,6879.94037412667,4272711.67574693,2802.89058585665,10956.9901623967,6907270.01859511,4533988673443.74,2707413.66387381,11107126.3733164,5766.075,0.0245606055770881,576607.5,1722098050.82254
"GOA",2007,"WGOA","Kodiak_shelf","Pacific_cod",21720,193,135,1193.17566527086,128511.802028639,1197.91539627825,136370.31913693,18378.6601689898,30490316.5823851,7487.47383946031,29269.8464985193,18451666.9424371,32354804284817.8,7232422.51522168,29670911.3696526,15403.147,0.0656097289946641,1540314.7,12291565255.4352
"GOA",2007,"WGOA","Kodiak_shelf","Pacific_cod",21720,193,135,1193.17566527086,128511.802028639,1197.91539627825,136370.31913693,11796.7846214531,12562079.5562451,4806.0149886178,18787.5542542885,11843645.7731555,13330252716609.4,4642304.16792718,19044987.3783838,9886.88,0.0421131809884541,988688,5063798676.47668
"GOA",2007,"WGOA","Kodiak_shelf","Pacific_cod",21720,193,135,1193.17566527086,128511.802028639,1197.91539627825,136370.31913693,6276.20183972927,3555723.9940926,2556.92725443808,9995.47642502046,6301133.21348609,3773157081161.97,2469828.76218167,10132437.6647905,5260.082,0.0224053275937515,526008.2,1433073092.66653
"GOA",2007,"WGOA","Kodiak_shelf","Pacific_cod",21720,193,135,1193.17566527086,128511.802028639,1197.91539627825,136370.31913693,2624.53544319442,621783.399351761,1069.23683723212,4179.83404915672,2634961.05979236,659805552993.088,1032814.63702041,4237107.48256431,2199.622,0.00936929338600099,219962.2,250471071.110052
"GOA",2007,"WGOA","Kodiak_shelf","Pacific_cod",21720,193,135,1193.17566527086,128511.802028639,1197.91539627825,136370.31913693,8753.61633704446,6916864.28642996,3566.22695678775,13941.0057173012,8788388.90908655,7339831636296.54,3444747.94699534,14132029.8711778,7336.402,0.0312494159158457,733640.2,2788012178.74321
"GOA",2007,"WGOA","Kodiak_shelf","Pacific_cod",21720,193,135,1193.17566527086,128511.802028639,1197.91539627825,136370.31913693,13101.9970953416,15495629.943796,5337.75909636656,20866.2350943167,13154043.0293135,16443190176356.7,5155935.0853336,21152150.9732934,10980.778,0.0467726412486078,1098077.8,6246440030.2458
"GOA",2007,"WGOA","Kodiak_shelf","Pacific_cod",21720,193,135,1193.17566527086,128511.802028639,1197.91539627825,136370.31913693,14409.9956344085,18743985.3935775,5870.63824823423,22949.3530205827,14467237.4179218,19890183077897.2,5670662.38301692,23263812.4528266,12077.011,0.0514420474449525,1207701.1,7556004459.21715
"GOA",2007,"WGOA","Kodiak_shelf","Pacific_cod",21720,193,135,1193.17566527086,128511.802028639,1197.91539627825,136370.31913693,5996.66941757227,3246044.38873528,2443.04562874085,9550.2932064037,6020490.38610761,3444540518744.11,2359826.36999674,9681154.40221847,5025.806,0.0214074286014252,502580.6,1308239696.58321
"GOA",2007,"WGOA","Kodiak_slope","Pacific_cod",21720,27,3,51.6246305035142,1125.45779187547,19.707335236894,159.826890536536,83.7668481998292,2963.19102645077,0,195.660004815771,31977.3980580775,420804415.094223,0,74143.5379145284,1622.614,0.0069115268979091,162261.4,974977069.339259
"GOA",2007,"WGOA","Kodiak_slope","Pacific_cod",21720,27,3,51.6246305035142,1125.45779187547,19.707335236894,159.826890536536,150.318998736587,9542.07989007725,0,351.110452986609,57383.2078153956,1355076102.44615,0,133050.038548816,2911.769,0.0124026846582107,291176.9,3139856493.2337
"GOA",2007,"WGOA","Kodiak_slope","Pacific_cod",21720,27,3,51.6246305035142,1125.45779187547,19.707335236894,159.826890536536,90.0764621645993,3426.39904847674,0,210.397805333077,34386.0482780659,486584845.392387,0,79728.290263178,1744.835,0.00743212744060709,174483.5,1127399285.84259
"GOA",2007,"WGOA","Kodiak_slope","Pacific_cod",21720,27,3,51.6246305035142,1125.45779187547,19.707335236894,159.826890536536,180.3693864049,13738.5517970501,0,421.301216065956,68854.7294127802,1951019425.20527,0,159648.174987192,3493.863,0.0148821149713422,349386.3,4520790859.17
"GOA",2007,"WGOA","Shumagin_gully","Pacific_cod",21720,11,10,825.30552514291,51824.7163650978,339.224366582625,18876.7559943438,3503.6827507776,934021.727114034,1350.30242460797,5657.06307694723,1440114.63104309,340210260137.984,140495.921218401,2739733.34086777,4245.316,0.0180829302126839,424531.6,16383855413.7236
"GOA",2007,"WGOA","Shumagin_gully","Pacific_cod",21720,11,10,825.30552514291,51824.7163650978,339.224366582625,18876.7559943438,1880.24571021263,268990.313917681,724.637623310892,3035.85379711438,772835.199371934,97977661563.9258,75396.9100411966,1470273.48870267,2278.242,0.00970417540027772,227824.2,4718305458.13091
"GOA",2007,"WGOA","Shumagin_shelf","Pacific_cod",21720,161,145,2269.5110738001,335388.457737495,1643.20732163011,208295.36031286,18911.1957758535,23287425.6526882,9380.90407642266,28441.4874752842,13692383.226679,14462819471510.3,6181829.8750638,21202936.5782942,8332.718,0.0354932254927489,833271.8,4311849291.40025
"GOA",2007,"WGOA","Shumagin_shelf","Pacific_cod",21720,161,145,2269.5110738001,335388.457737495,1643.20732163011,208295.36031286,31049.727952828,62776789.1290196,15402.2264364906,46697.2294691654,22481115.380186,38987966369278.3,10149761.9794343,34812468.7809378,13681.241,0.0582752676658015,1368124.1,11624492453.5448
"GOA",2007,"WGOA","Shumagin_shelf","Pacific_cod",21720,161,145,2269.5110738001,335388.457737495,1643.20732163011,208295.36031286,15604.7564399894,15856140.639552,7740.74389766468,23468.7689823142,11298402.6958327,9847567653243.17,5100996.82205144,17495808.569614,6875.823,0.0292875789372963,687582.3,2935768438.03099
"GOA",2007,"WGOA","Shumagin_shelf","Pacific_cod",21720,161,145,2269.5110738001,335388.457737495,1643.20732163011,208295.36031286,28139.1889372109,51559257.099098,13958.4527248857,42319.9251495361,20373780.8641469,32021239214277.7,9198343.7162775,31549218.0120162,12398.789,0.0528126613445955,1239878.9,9547205379.89013
"GOA",2007,"WGOA","Shumagin_shelf","Pacific_cod",21720,161,145,2269.5110738001,335388.457737495,1643.20732163011,208295.36031286,18505.0009533758,22297785.0071687,9179.41101849198,27830.5908882596,13398283.623461,13848196188916.3,6049049.94308854,20747517.3038334,8153.739,0.0347308641593321,815373.9,4128592059.64789
"GOA",2007,"WGOA","Shumagin_slope","Pacific_cod",21720,33,4,56.6653213779644,1270.09740546388,19.1754789212319,151.834983637949,157.980026070374,9872.03482529981,0,360.365881498832,53460.2572829696,1180161647.22831,0,123436.007911509,2787.949,0.0118752731724851,278794.9,2355072607.1003
"GOA",2007,"WGOA","Shumagin_slope","Pacific_cod",21720,33,4,56.6653213779644,1270.09740546388,19.1754789212319,151.834983637949,143.425651605087,8136.8438110988,0,327.166114956757,48535.073873009,972726612.626615,0,112064.102700885,2531.101,0.0107812287104787,253110.1,1941102123.9003
"GOA",2007,"WGOA","Shumagin_slope","Pacific_cod",21720,33,4,56.6653213779644,1270.09740546388,19.1754789212319,151.834983637949,113.64813855161,5108.89491784813,0,259.241074005192,38458.3980508595,610747626.8532,0,88797.7605671218,2005.603,0.00854286914881,200560.3,1218721680.18758
"GOA",2007,"WGOA","Shumagin_slope","Pacific_cod",21720,33,4,56.6653213779644,1270.09740546388,19.1754789212319,151.834983637949,109.77319387982,4766.44863237036,0,250.401995501771,37147.1212757889,569809564.993761,0,85770.1138888602,1937.22,0.00825159165221517,193722,1137024862.36364
"GOA",2009,"WGOA","Chirikof_gully","Pacific_cod",21720,36,29,616.032378603255,15731.6810560843,383.584018462205,10906.7327126463,6840.44755727331,1939711.2733265,4013.04483243906,9667.85028210756,4259331.90078105,1344796676366.43,1905109.75450729,6613554.04705481,11104.039,0.0472976716729497,1110403.9,34248801294.3003
"GOA",2009,"WGOA","Chirikof_gully","Pacific_cod",21720,36,29,616.032378603255,15731.6810560843,383.584018462205,10906.7327126463,6171.27992188601,1578768.84058873,3620.46822122433,8722.0916225477,3842662.2263904,1094556245957.97,1718742.15517946,5966582.29760135,10017.785,0.0426707710428792,1001778.5,27875669417.6736
"GOA",2009,"WGOA","Chirikof_shelf","Pacific_cod",21720,131,117,3080.94904717378,332207.409600298,5249.18419905642,11817108.4269693,24465.360403148,20948045.9755502,15410.5041304014,33520.2166758946,41682994.8454456,745152948045479,0,95687813.7352556,7940.852,0.0338240716463159,794085.2,4812727325.93771
"GOA",2009,"WGOA","Chirikof_shelf","Pacific_cod",21720,131,117,3080.94904717378,332207.409600298,5249.18419905642,11817108.4269693,22497.354904081,17713451.8791497,14170.8756772631,30823.8341308989,38329994.4513511,630093656621521,0,87990639.4234293,7302.086,0.0311032468596015,730208.6,4069533909.82718
"GOA",2009,"WGOA","Chirikof_shelf","Pacific_cod",21720,131,117,3080.94904717378,332207.409600298,5249.18419905642,11817108.4269693,33249.639088488,38691374.1210986,20943.6399899332,45555.6381870428,56649258.8664273,1376309347607780,0,130044488.183969,10792.012,0.0459685921732204,1079201.2,8889571410.1087
"GOA",2009,"WGOA","Chirikof_shelf","Pacific_cod",21720,131,117,3080.94904717378,332207.409600298,5249.18419905642,11817108.4269693,23829.9670383022,19874086.0575498,15010.2757294281,32649.6583471763,40600439.8405216,706950606886087,0,93202691.8755278,7734.619,0.0329456218568179,773461.9,4565969368.26496
"GOA",2009,"WGOA","Chirikof_shelf","Pacific_cod",21720,131,117,3080.94904717378,332207.409600298,5249.18419905642,11817108.4269693,15437.8284667374,8340895.97670743,9724.14529893758,21151.5116345373,26302286.7352116,296697994344601,0,60379738.1465071,5010.738,0.0213432464316068,501073.8,1916101621.21099
